x0 x0 / x0 atan / x0 x0 * x0 log + mod x0 ^ acos,x0
1.2929338151907763,9.355070532464419
1.6595587417049524,0.518128200194817
1.5417101590120645,9.140163584581789
1.4173570312456263,7.021007444427642
1.4017710601623095,0.5805623517221308
1.3884227235041433,6.868369538509003
0.3672862325049119,1.678241895671446
1.6481491429765953,11.562232253857474
1.3354045798138383,6.096005594722593
1.787441679804986,10.081388060261832
1.4917704750213394,5.511165701859897
1.419503750838456,5.720576547053584
1.4151323007466567,3.791861142734794
1.4358964923213615,4.598715098022045
1.361090196447683,4.136775998523423
0.9821987848054994,3.0268628882340574
1.2561895269355634,5.415463980322136
1.4201692588662393,9.610183167206158
1.6286976890945348,6.62779883627378
1.2278109959618924,3.5566105729829744
0.8428372446018043,2.344853441359272
1.544030202401638,9.264307750287966
1.370860758871967,7.951088494760336
1.1430657953419752,0.9464354685926694
1.0941091080511838,3.969417717485167
1.3805311285233361,5.565824790033401
1.3369820349894213,8.462254145420607
1.518213591013221,7.5532626037120805
1.47362894261357,9.845948895259909
0.9656495414055306,2.7188709651301375
1.3864216890450098,5.799600862774328
1.1512717133334085,0.5812199234911043
1.3673140906867172,4.493105160254569
1.5376033502210191,5.66484800600213
1.7850263559522876,8.663156009389995
1.4743791647803102,4.8931314775852295
1.1254105655537139,3.4222617944326745
1.5239701593415047,8.980507463333453
0.49859177156059203,2.0574431737753676
1.1180373816685638,3.4090535385862792
1.6369479200887755,0.5770498873610949
1.1657283205311073,3.7738067415286958
1.5752366228437884,9.456874195349696
1.7445054323932254,9.17669692474472
1.0769871689060104,7.623915680287374
1.2375381695218508,6.147381731760416
1.4865507028757563,0.8482169113269464
1.4755984303848968,6.09602236658029
1.4333081162029624,5.981140859599156
1.319324060198146,3.253505561132378
1.3170931885946768,4.348701605280305
1.7393223171179362,10.118307388470514
1.1607456017682947,0.8787460035653316
1.6190629963676777,5.289720200867947
0.5222272123733247,1.7868708322832632
1.7021605264749755,6.249982788897169
1.2722149407163748,8.656234982359761
1.330645545631063,6.779581899572612
0.31005381991819864,1.8063918314455605
1.4209496822127672,7.700735099753319
1.3606123578070783,4.436802773543597
1.1384730165460857,5.9113713043424285
1.3541061960114213,4.045047056176867
1.3934044706266229,6.799041062985671
1.25009400580119,4.384887388644301
0.6323208331254653,1.858309691925937
1.5058146445266958,6.928823392716354
1.4960361876203836,5.980713434410121
1.0908811662906648,6.0819538918882
1.490366473966738,9.978447882204412
1.0816963293728434,3.2459195599467674
1.2726560172023813,6.444999377632053
0.6215908839989653,2.682937577555309
1.0353761921687878,0.2630059596100714
1.4563344086395142,6.7635541064830855
1.335927952947213,5.574788715031319
1.070483767233625,3.268477745906255
1.7343588893740036,6.19331565301538
1.5488639364873178,7.304852191076313
1.5331055732735024,7.37026775588809
1.3026778007807311,5.146938770716416
1.4513987797639916,5.024469535242518
1.5157656782619904,4.058101874247848
1.2909871924833338,5.593084936000634
0.25862959821395703,1.6560178302715645
1.309230031850071,6.0405614158804894
0.7826721348998943,1.9522608190969248
1.1108167301557998,4.269822762551816
1.3946538018494232,9.38034352800164
1.1158067843820998,0.8841721769668237
0.8487147521321663,0.5511785916304933
0.9176000585025641,2.437425049577242
0.6224724695725056,1.8921828861106356
1.526943499275911,5.984130439353814
1.3014447690883402,3.5880675290077355
1.3631793625833386,4.0632208563557315
1.4544115409319212,5.350923451381111
1.6101045815128066,7.396482430689078
0.5731022700179418,1.8607683173265772
1.1267908655853838,3.2285121567725446
