3.7937382408043656,x0,x1
3.9419737935832977,9.979476597570459,-8.283193471333117
4.031815347301205,1.4716524538408855,-5.226128322574659
3.181138288757014,6.975504964066821,3.7223034457244233
3.492676127201098,-6.128522221138924,6.358234841140329
2.884631693613934,-5.177770744109256,-1.8016348065293528
3.2644057204104366,-2.5340176831918497,-0.4067303823111195
3.5288340409513306,4.631654359353581,6.628604463962747
3.3514945647419916,10.894886154090274,-9.023191717017033
3.3427832473796943,5.453671063915985,4.1355245127752776
3.822811989010228,1.7947486148520957,2.5611627843159326
4.025043541917588,-1.132235992730616,1.4113380590754254
3.1855766235764014,-8.255917549441019,3.4229555571062824
3.778246448478508,10.30598310606686,-5.105455598722839
3.625360082887558,6.702128006805637,-0.16579817866448093
3.658937384451342,7.246355040991305,0.5292972251172134
3.945471557991815,4.998581052616321,5.775635567278905
3.729899948309216,-4.828746642354875,10.755743838759226
3.3241432590575473,6.259999490009698,5.440406798927968
3.3689251108840113,4.125402985137161,-5.410978947102929
4.449646844292747,4.322402676020689,3.3179025916890663
3.713450582579931,-6.701096961331785,-6.375692741939153
3.4212459160306974,1.7518337789534677,-6.064758994484393
3.521578024315894,-1.1986512350316039,9.483439871799375
3.864576799114923,-0.7401533435018691,-9.813248832681081
3.9252671348484958,-4.65481161295809,-10.26464018558238
3.6531228664866724,0.4726156864400345,-8.827379480097681
3.3054411794777447,6.827584113640947,-4.63305400382668
4.218051748116606,-8.60732980618778,-2.8085352032216147
4.588266585391195,-3.0852666534610687,-5.140335256904583
4.124577102244362,-2.1910864582295697,2.591875186067734
3.2771151118904633,-0.1560092957526607,-9.802801944020452
3.780370603447661,-7.8238231644118645,5.774273484330356
4.124803603244444,3.329099988917371,1.1317635859203294
3.2962741479599402,4.737143385820456,9.682357922414168
4.301512724587744,-6.627274223813084,-1.2060989642480435
3.9827514188928275,2.8924079193112004,2.3835986160918816
3.289871271072816,-5.736535476524337,-9.453779921009467
4.277989753573093,-8.425910866361404,7.706837552906974
4.339059535276486,-2.6448583794623346,4.45446023689066
3.413991315318032,-3.6755221999076926,7.8513325836881265
3.5623221266637315,-8.35826417525761,5.960920748770936
3.673540515539512,-5.098591025807457,0.6533337060452102
3.529813917458311,-7.286200230649599,7.216475648718352
3.1218301429923088,-8.534181694961763,-8.282742940981098
4.293530073202079,-4.849710877719858,-9.432633232617626
3.9090083422403925,8.076259890406224,10.696356161419168
3.439177800816849,0.2223034241661859,2.4352899666638623
3.903333461931434,7.47280467867644,-9.874887710732235
3.491105476343827,8.599226617852134,7.568622270029699
3.460179116393911,-5.393586531877423,4.707661042820595
4.018379708173372,-2.6921285455264004,4.374063781116734
3.9587676673181247,4.838422024973071,6.304183277293853
3.505275661638188,-2.110312501871559,-2.756886611377463
3.6891301947549113,-2.8618101654968173,-3.964513216727903
4.14039692571732,1.923257617625947,0.9453896301277249
3.9664788558890685,-2.1571282612393436,-0.8206932189305237
3.9632810867633568,0.7577149492132306,-2.990059480601106
3.5096409772729484,-3.0298939952365167,3.2750110022716075
3.267147960619793,6.204559062627922,0.01750326660434428
3.5970080766144035,-8.309229264977892,-5.931797048756756
3.775582036669042,0.04714899295763333,-3.0972125819891625
3.8906193824946027,-1.9527435205218526,-5.1032263679523355
3.7349172476977897,2.250311110944859,5.405564211200919
3.8076926746589983,6.544928074901154,5.924922507245279
3.656950895232734,11.136970570334919,6.070783175951892
3.4411418453587213,-2.7013681218009222,-0.2767111169641092
3.843836297420799,-8.445836328767665,-7.8637642269792645
4.077173371990943,-1.0719494733822734,-5.968481745272455
3.852923864799276,7.3644825664889515,4.817834582158116
3.8712059290510292,1.4684020877129726,-3.5007165675506333
3.8667487086244283,6.3995566409522935,5.080699849545766
3.8963430867975464,8.066407748120756,-0.13866396299013659
3.562424523501785,-3.3679924832262857,0.14158779701338667
3.7211815281728953,7.184568761783395,8.18426684151165
4.176639762611884,6.374328384109027,-8.108385527891512
3.455711402446277,2.501127400925773,-7.5736287464065635
3.527686157456125,-5.117301986489414,-1.0795006418649293
3.553851056152826,6.283358572996459,6.60400625841188
3.440104128316645,-7.300746224702784,7.906766730968981
4.507915692866769,5.219478823737411,-0.13783891430443423
3.9492114334729207,-1.562305478066038,8.028956694505183
3.3367976180143364,-0.19030198792701772,-4.428740857622547
4.239172638198546,-1.451767138084934,-8.784566087063684
4.113682109039492,-1.5511657326009751,2.1714354762391097
3.852812338553755,1.7168879217487942,-10.245864609521787
3.4204291464271686,-7.2052164451692,-5.287050368958897
3.6373350824506616,6.607524204573488,1.3519777551389092
4.04260827036363,-5.439932705947089,8.67080513337196
3.101199274188374,9.47274075659745,3.1048406976575538
4.055701771497523,-1.2990085009571244,-0.06286827094002037
2.9357342158133837,-8.677072123154762,-7.1061299923314145
4.179673189249697,6.612317020552569,2.735046928059671
3.4306866535863616,-1.920440608625401,-8.256095700944783
3.3065621794717117,0.6308779503801597,6.321267847356101
3.6809533354011155,2.07002098490824,-3.5450853645206926
3.940652775967501,-9.177735570855841,-6.389922656270457
2.9752900908979063,1.492933027968994,-9.927992711379948
3.5801389460438156,7.486072613105888,4.96263322287262
4.1171920185821245,-6.330962982107781,-1.6229369004342373
3.6136581720711503,-2.7712936451664847,-9.12485970168127
