x0 abs abs 0.35056130505552013 -,x0
8.475287750839499,6.888241645975514
3.4749703072547504,4.474637605807699
8.357925464394679,9.35299066588322
3.5659706061651963,3.259926253633894
7.067936004076312,6.228160705998268
6.241629514533369,-6.038575238176033
7.481760126864746,8.719929895006594
7.8513846425556695,-9.314195235204172
8.147014942895458,8.596620981376159
7.798307366936737,-7.752155039378973
2.903521820802637,3.672132759137904
5.676786976760243,5.363957047187941
2.328874337200911,-2.623640696810647
0.2217755429078318,-0.6099214234379159
1.6403614320500097,2.2474744625975007
8.46359053236306,-10.877280179972706
2.571311961578353,-3.604239702359278
4.380149502942413,-5.092691129773348
7.321029029721978,7.395291210990802
6.527506776500085,5.774824915828726
8.571417362446129,8.658152723429273
5.844454212935995,-6.2224260772685875
0.22965521476389864,0.5769397487228201
0.11674817418259435,0.5026871695407862
5.867659367700025,6.283388152318317
4.242969811844152,4.454268022168618
3.8623826777836645,-3.808244126324558
4.850975261103337,6.572047354283698
3.3563192237250257,3.637830386535054
8.072586152135527,-9.266363878622734
8.572843008487421,7.885353087310043
2.9598512120498985,-2.982101614012574
2.9633736426291106,3.1365015256671893
3.7717995011069796,3.7820936303730344
9.278934910568655,8.613865633546258
1.0201688545826857,1.4335879027680214
4.223152117564083,-4.244435619291186
0.6434387079589431,-0.774052458854235
4.569078387388761,4.931521397687771
9.809757939947112,-9.195293613976904
5.609468473115557,-5.5322058513679275
6.386475297474026,7.4326183422610725
10.041900891258871,8.525712709428474
1.3111532939096044,1.7727343072378734
3.9756465594142054,4.554502790013523
6.694025993588318,5.669775940877815
8.627166215387321,9.930576049284717
4.429714849058613,-4.108528385050563
7.726299300660609,7.784250340457463
2.1387381538721435,-2.2714989033255066
5.539198430035888,6.541707191204062
0.8068832966859519,-1.2063004794460772
1.29408549393403,-1.6841185527644336
4.146765982342225,-4.763456016822046
8.658049390139267,8.518028133839884
3.0471148285512073,-4.426945720546875
0.9171666796535693,1.166494909909958
9.694597606572172,9.478406833511421
8.0967088917724,7.164100669852583
10.037217344247495,9.979294765396979
4.236131815240492,5.067655472747092
4.879441767466985,4.595333052594493
4.458770913894795,4.288593120600538
3.424795743099098,-3.221195086223308
5.987317518394033,-6.140138464798328
-0.11794681116155492,-0.31110038253302064
3.263128272603326,3.432316157311361
5.712305265102405,4.898932291499663
-0.2599433712739667,0.07398869673922391
7.125141792412147,-6.929648110587809
1.5796588039416528,2.631086156009209
7.896278826841816,9.539309413842615
2.991405146662804,-3.057914200417158
1.459279070838383,1.7441846946160864
7.096602058725716,-8.618446543240898
4.763646179426932,-4.754185579033159
3.113150109306927,3.9777330793368675
2.559946579993745,3.1399605046212593
7.625681112797026,7.533904684587416
3.4222780516748488,-3.4154085504654472
4.9773086254909975,-5.627805290745364
1.96212837266585,2.14842639093798
7.167013460396434,-8.723178558399937
6.868153808140449,-7.84067050669546
2.9675471007896523,2.891901518353625
2.230846192403002,-2.5886066331364823
2.526996998669545,2.8187759107330415
5.875797812702801,-6.143124540520969
1.388799394887203,-1.5856169725558382
6.420449712934258,-5.849278160439905
6.675532374874313,5.849906950543735
-0.03848213504835971,0.2703493197486236
1.1977834648296954,1.4306048615986497
5.466595807485925,6.414618978264292
3.0501193876652164,-3.12595656130553
0.6105448152255211,-0.9906282744315509
3.4036902236822906,3.3936249047545375
7.90002444619947,8.15503069068887
10.045210710573304,9.52226009452378
2.012000649392733,2.302075506897334
