x0 x1 mod atan x0 ^ exp,x0,x1
2.977676190565421,1.7918560329130901,-2.1384553208011856
1.1165540300582835,9.470212485868744,2.176546756743387
0.9405839070378849,7.673941371602819,-0.16709662185509175
0.8225108991758433,11.785624248492706,-0.45960334684925436
2.548305120245307,4.957849970295075,-2.7638821794656905
1.8839456739791154,0.12106274398421246,-0.8803098041615508
138.90748381546663,7.0897581084449754,2.8546877022620127
3.133558952143844,4.395890204994657,-2.5782479756917533
4.267057475035426,2.4563904204476277,-4.924371166284633
290.6600690864299,6.070323719307493,-7.327533669386819
7.39072778012252,8.675503738845324,7.406135885368167
4.756897940419087,2.682935266430814,2.6434636563591254
1.7927917537150035,0.5279114395174193,3.3386653068686356
1.027044001366474,10.034606266648735,-3.537309940171398
988381.7853513075,8.560138387025445,-6.601163356679862
576.6735512878223,5.2357385598470545,5.946265433036177
711.7509036525829,8.187157203362867,4.204776435635097
58.41156952558264,3.9111108031615327,-7.576410589348594
5.9695933771582945,2.549316964237504,-8.911680974650947
12.499385666502569,3.83473324094806,-3.842921229417118
81649.65502025391,7.080879100973781,-7.073126325645143
1.8114036898250538,1.154628106890729,8.91620564243283
61.63876798940769,4.999588377995538,6.931763066833168
2.4875644877369276,0.052287003215062904,-4.008255998439796
1.1768981400069702,3.5543197862517433,1.4669196850068356
10.74056091573722,3.4131059206942194,-4.778515472006257
11.723993198116087,7.770370219916587,5.628290156597084
2.37797848401979,0.8076216703708224,-10.309405158340363
410.211173491256,6.028438081895822,9.392265298736017
8.506511502703695,3.3654831920635813,7.773130714280289
2.0486158168760045,0.32645159503289495,-6.935413815529734
0.8882412200017621,8.89420100786815,-3.4602453337692767
20.895100327460458,9.32915077440031,7.1586424047759865
90846.65444071736,7.867855666240101,6.418277222276136
1.92560723040291,1.0179703806350848,-7.5206468339051735
2.00052583439371,0.4907568919278312,-9.829818116905297
1.4721421153197007,10.774601526895315,-4.014223279735866
19.555475627781302,4.346231776867098,-6.820957267407341
1.5167025302211334,4.26634402729955,4.140370424981836
7.352090221819637,3.0776593312458274,5.49697544478104
897.511424413258,10.349448549408896,-7.140135388909271
119.69893660476389,7.625574706861108,-2.6793411894761574
1.1289492062758764,6.171821992848839,4.489807220808582
1.405981795971884,3.4477109052828716,1.423374888210089
6.00014254535361,2.6805030782315726,-5.501651349948465
2.5410777651165724,1.2332881433762855,-10.936280466006572
2429412426782.0293,8.940445064067845,8.681041318758854
4.83826297290604,7.081680616190601,5.82746262973006
2.3193583967022313,1.649546852162322,5.918904397692001
4284361.63494072,9.53522116264776,-4.67405942491411
0.9075026137749308,6.079614456259383,0.6430005950913076
1.092766164928127,9.656399441300552,-6.521349236352285
1.1210192980859892,7.435027200440176,6.526504364954423
1.932383827575667,7.301589625412165,-2.0325280758957596
2.0551910250692553,0.3025912431515301,3.708811784980056
2.6622132779771523,1.7641678626432105,-3.4109339066339146
7.153357585229245,7.576971621007465,5.2865130445862
2.7855896998264256,7.70379987197042,-7.703821527529251
4.193313534604614,2.5982799688424834,-5.346409362122164
4.090212580731545,1.6968674880276466,-2.848623625863917
244.78023073228417,8.681671142747325,-4.344432590512426
2.9649097051458844,1.7355685252192257,5.379858366426501
5.933907017392445,11.14889868098947,3.4318229716096442
1.0703257933145591,4.15521518333237,0.8295174970675996
3.9530603092651146,2.4621873717190494,3.2104718241829637
0.8951241979695419,7.269850539804101,-0.7245732398251892
1.0699182657555402,7.690713139623874,-2.0624608235369357
1.7576673147234663,0.41511002207018277,0.6780213079315552
2.3496075319966585,1.1077137085645943,-7.910500422307328
3.533944134082221,1.4485484646773954,8.589493931242854
180023.49308944348,9.053103328696636,-5.534042462517733
3.095867791389777,1.7279221528325268,6.048036031384534
0.7753114196768612,5.289430813548859,-5.708181558637348
221575.78737725393,7.765618342603271,8.94061291949281
3.9592003714015087,2.068483235015453,-2.1824307467625275
1.5100505475233414,8.457463194260091,8.29879409958072
0.9859374407350486,6.635049761172309,-0.5857180901860752
1.1809456298044794,7.9025319827097045,7.108969692399312
2.0147608884189854,0.6695508646518009,10.523437954812083
0.9624384842606406,2.0441991359711738,-0.4738991152163793
5499.648905284888,6.577415917658576,9.502756325018145
2.853958695027194,1.440753175588381,-6.744535813788485
2222.360836256331,5.9342163072463725,-7.449542220125786
1.1412565612047876,3.4399258999837077,3.43052228578917
1.6226556348656498,2.548173925349574,2.0014001120706437
1.0192995059990593,8.636813220322518,-0.6181933719411808
3.5961240989127443,8.386871766724886,2.8633845251258427
3.497878510924163,11.15522697910525,-8.159173732382209
4.395558379465947,2.691180203424175,6.867482890334056
1.0235951920833424,7.25092315886451,-8.453692127157142
2.121707521011673,1.1555292293625115,6.5790949945160655
10.97003728157989,3.0892527677916104,8.027784143677449
1.2312217474212586,9.065032465783496,5.617644152474862
1.3894491336312957,4.36286918566485,-1.6178324638254171
3.721810917366641,1.954930385176393,7.023369145492431
2.216006197612636,1.210257280478378,2.9043835337314583
4.578403207377253,3.1191141048556124,7.202335660774553
4.489153660832286,2.9547029702179346,3.7448661738552715
1.0785754143617923,10.4226683109927,-1.1283593449882665
10.275739615684229,4.231450691590809,4.234774551602279
