x1 sin acos x0 log x0 atan * min,x0,x1
-0.26695489858087373,0.13785968387840206,0.5735120968460345
-0.0174129677597567,1.0147675094924347,-1.4991778138688805
1.555852764834515,6.106942752523169,6.154057734041809
1.4305973520537145,4.248947410945006,9.52790925253338
-0.31168445525061245,0.4729457255216928,2.7191116985797614
1.2739914455425745,5.18558878245236,7.139824503703759
2.576308676360429,7.538549995563875,-1.9585932384104159
0.6731730848052694,4.549364255624544,0.7580379600220416
-0.39203688145849225,0.30097118301299,-6.78276125521539
-0.31982144050298117,0.17584070186234027,-0.5215932738381077
-0.20876436557717612,0.08049295971164769,-1.3904250758442807
1.1941967840615124,2.5479514127039624,-5.1970286889956325
0.8344009275902508,7.8088834120418955,2.149300630687487
1.5474416722961983,6.700806768320324,2.7639624149147046
1.665563578555713,4.279906938467457,-2.1408607497150136
2.490859865628871,5.298150785587132,-1.2572108466633471
0.020876016536865157,1.2620455436494202,0.14165471320232195
1.6135930498391673,5.938983868413475,-8.190308542075416
1.6875008117569834,3.332692580115574,4.9825349640949606
0.7296393008072958,9.430681218642738,2.321471800120675
1.1157521432313235,8.769447241068395,-8.819533706464446
2.085001961346605,6.562704136633747,-7.974399640022852
0.7222284318358705,1.8461484101543522,-8.957646736669755
0.37714968540548405,9.07788649835633,-4.853630400455939
2.0641510988874052,9.018941345275453,-0.29055751475395225
0.920063408849502,2.456391152129803,-1.2162413997079475
0.4119186905953688,5.598743251130647,-4.2811519482946085
1.3912174791156833,2.5068835167474437,-6.8721747760872685
0.752978032988132,4.160562820919555,2.7686871008387848
1.0730179536618125,9.605847364014913,3.2018864504860365
1.4476186835151146,8.055265754500608,-3.4865607047358367
1.9407312642758636,4.836187911766926,3.4444742937575956
1.2549208871198656,3.2082143794537057,-3.5653575219679667
-0.40181841659118406,0.5297934131730913,-0.02751067253609993
-0.06750377174554602,0.9797627404030052,-8.09016019670139
0.7483792206494684,9.430276369915948,6.386209441190214
1.2725729171699605,2.5091642341221045,-7.571837205122924
1.517748889975373,5.858422984843989,3.2124762393291086
-0.3233255093471101,0.4999547211487228,-9.942384881268438
1.5210205473997795,7.849398399909871,0.3009599261644948
0.42501992460990357,1.1608304940012135,-8.330108437067263
1.5174172201105727,9.00264872273128,8.134128672223474
0.0567664312411161,0.9893043247908241,1.9295924039386947
2.87705573873668,10.00785050081181,-6.412139955111317
1.6663539046084237,2.9251262109562446,4.435803513821545
2.528632503188765,5.169540205349537,-7.493205639083946
0.40807243484842554,4.062285803680548,7.517908434867566
0.17057562426369877,1.120980906849093,-7.859713263724455
0.22166223970853988,1.4773222889854267,0.9085413250007648
2.4246842246699116,6.239031485196518,-6.766356079448677
-0.17555171277994108,0.10375126166374765,-8.656736706945091
0.044416075784195444,1.040001970627651,3.0335899989047785
1.583109802945615,2.848143454533651,9.911829607785414
2.572915213850489,7.181055068372515,-2.353318949482324
0.148479644673377,4.361338701999125,1.6758083177336764
1.2525056664983711,2.721569575479163,5.3846524888491745
1.6887465242110435,4.62560308640986,8.3470872759977
1.0494240360898284,8.361562095675795,-3.696830045558261
0.08985258617953154,5.827329267746871,-4.626126813743318
2.1947060363005266,6.196010249626945,-2.281296398826554
0.7788028276418406,2.2985507243072982,8.719832549273113
0.6743210815171308,6.043483847978318,7.483813102965715
0.6640709031303619,2.3453913694994584,1.0833154785969012
1.6056828405005852,7.392019770587201,8.321000231492576
2.286375246136715,10.323222834578587,6.195636066306521
1.728741361671071,7.326220192964115,-6.513080973537309
1.5408868850520587,8.844792580389987,-5.425393735294179
1.4348503818547693,2.5594530155715236,-0.5218628123923948
0.005706447902214543,1.8506430465763004,1.6634144540816587
2.474699553890113,10.140478953015858,5.415468639147147
1.0787812576898963,2.3022956424857433,-6.540291948992565
2.2949416754405427,9.65953857124416,-0.9844059593741868
3.0033368998623566,8.286875679565897,-6.534961581670698
0.5085688898301605,1.373494096643263,-1.7303232489327913
1.1905432170921868,2.667798454524374,-6.6389352683184875
0.8094161524275687,3.7366479098088106,9.02129726231745
0.7481504566685204,9.176568066382927,-5.433369920748283
3.021908430311352,7.103125375635709,-8.577093924438444
1.9005725005231036,8.68748050577437,-8.665754266742395
0.48907540473246597,2.6502743478295363,1.0774139828390892
1.8813379530689507,4.536537691005202,-2.416586153910375
1.639710501488772,3.759215665289619,-1.2913317689603532
0.7573015843322801,9.255634626404955,5.9775395999441185
-0.2247649601087545,0.08393012549697335,1.7746037973691962
1.8780006558068545,4.401668677344593,-8.40562126600404
2.8015711968082524,7.735421835271202,-2.1015514870068697
2.1037658606808085,8.995545451876938,4.073512807763296
0.8607043829713967,2.518188985586069,-7.415725703183018
1.1959749283395653,2.3945936486281423,-1.4679893046384787
-0.06652673623589231,0.9849203150509821,-2.526178301693996
0.8283622458437494,7.0785647464678245,-6.123796732118634
2.0250863927224785,5.247712227711614,-2.027887622669872
1.6574551667298247,3.4565710720970086,6.725479075115801
0.17348739345716516,1.3472909401388298,-0.11421009741096678
2.7746459673675674,9.301437261119322,4.597565155995569
0.0404793074036598,7.172954264694817,1.6173345487387791
0.20423666543934088,1.328584174435835,-1.332272902067576
0.7914806548948506,1.995306265850868,0.7003044214470492
2.1299819711289047,7.153426637462957,-3.4813234080153785
-0.3325886606203746,0.5759819662798573,-9.225742529385519
