-1.2989519258290287 x1 - log,x0,x1
2.0424460181877526,-4.168288970944055,-9.207841670024028
0.4106215089353732,2.1613343696992753,-2.9286741224067216
-1.786912678906174,-1.9351632142143698,-1.5159627156245783
2.368773641514914,-4.903255709889956,-9.559347536523477
1.8558312861323738,6.196139277293198,-9.128618663222158
0.27973548225837036,-2.842827229535797,-2.3594023573517036
2.073413445164177,-4.5024033695424155,-10.124318443100131
1.5184920959482218,-3.2529407909356816,-7.3127062307937605
0.2556090730425908,3.3194434713795746,-2.7794531080243763
1.6779588311630196,6.412192636907381,-7.605326106514377
1.5303974009605614,-0.15864356021385123,-5.457885291288669
1.913844065820742,0.24985414253727697,-8.54145942843595
0.7682090500772488,0.6416372964845003,-3.414175791412519
1.8479431499613406,6.2857923539913765,-9.175333391004969
1.9228993261631768,11.600842066497474,-8.430256137242571
0.577552774079064,4.967281200741439,-3.5131114314653558
1.9672075461888119,3.952004375858532,-8.13955154873392
0.8913384886103637,-5.905832844059726,-4.091935974867043
0.9041489279095276,4.798071559511346,-3.9197047980976167
1.5332603454659992,3.2633592132527607,-6.969092340462479
2.0682439013063374,-0.04150171636787229,-11.321730485946214
2.3166120900097997,-0.7441823211642378,-8.472676078545705
0.31508995631062436,1.6277263415351335,-2.5877815113485862
1.473510025224403,4.098444253174985,-6.513948425413273
1.8964667049010409,-3.052443471810413,-8.672868197060394
1.1925634763111264,9.607502594719525,-4.908469240535248
-0.5959550214717747,6.111723621952509,-1.7597338292082103
-0.974952715053237,6.319241343064957,-1.4311721880336055
2.168563279662371,1.9390743224847105,-8.793421086672517
1.753058062912573,3.739802962701431,-6.153586396751457
0.7216502060924728,1.3152427001927889,-2.945244150885123
-0.3407156944781138,-2.803637145620368,-2.4243852845333045
2.142274213321121,-6.74318525674015,-7.975136644098368
0.06407890146947083,-3.4389721481615494,-2.198256827044428
2.201800646692877,5.362153836274283,-7.649328346525595
1.4099279500745519,8.907483118282975,-5.830950552888057
2.0033741625897017,2.263117586636779,-7.614997584779335
1.6193497450555112,-5.796004564332882,-5.77521875347751
1.611982693137959,-2.246630909745765,-7.894079933464634
1.7713808637369728,4.437327666498487,-8.670159337587759
1.8701374165610738,5.418322614929055,-8.03135842974631
2.0484029149811884,-5.7275003793021995,-8.874664610457023
-1.0158623566451137,-0.6335285126964473,-1.8657002702901406
2.2750941377883684,-4.004603055644104,-8.591333259114986
1.605761149217574,1.4285364663245885,-7.201217371103075
0.32362784423592084,3.388247949715737,-2.693926802343216
-2.3825719663973115,-5.898888620369235,-1.189784715031308
1.8416033312746667,-7.737869931224801,-7.337805390731619
-0.6694509150465133,5.8521686912451925,-1.8260964495389265
2.179925635971735,-0.9821512128117841,-10.399245916229662
1.8350521475462498,-3.7708757045266266,-7.695472474638676
1.1541099501584855,-3.606387406624708,-4.985133142557331
2.133704563466648,-3.8810763406817284,-7.347623930720137
2.079254030275052,-1.175648626083088,-8.614130816403678
1.8582771992645128,0.8811875096589096,-7.1482572440488665
-2.636004203332499,4.1940452253448095,-1.3114041917420778
0.673963716917895,4.47151831169266,-3.4160872661201767
1.3292377270610058,10.138339280949186,-5.6902637787618735
2.055618271686923,-4.045883371897977,-7.431742697238545
2.063389161560322,2.614761770581051,-8.222165490585981
1.159786075877718,1.6384609214770391,-4.596025254992379
1.7083201245490345,10.02758948206276,-5.728411839990887
1.2761609210886582,10.232014424544914,-5.230268868988287
1.221448852442056,-4.015351586015625,-6.467660511396012
1.4598269892921385,1.9059039308414165,-6.828818225062868
0.3959010500721413,-6.036638555756761,-2.9662835229912403
1.849323455433463,-8.202120591978385,-6.6570640038157265
1.817165676660998,4.7275463323240965,-8.947133085861331
1.8451290555326,-8.236671530970472,-9.62942117497645
1.2937074665355826,2.1734614221956736,-5.068104130945704
1.7795115067904494,1.5796489691159423,-7.695192564101775
1.512010337035348,-7.041544318050122,-5.699111493636639
1.2586294876138806,-10.09945719539949,-5.344843409621342
1.4098767551041238,-9.258465112524991,-4.594343574960369
0.597681750091881,-0.41621669936123423,-3.263258075992333
2.00858620615808,8.98563682619443,-8.399054713587436
2.1102698286260346,1.4213997252528627,-9.05131510953888
1.1413746396186535,2.2289093355779968,-4.878106267545162
0.16130420683260505,3.851511216738813,-2.367753775995163
0.5194533353176071,9.989289840859957,-2.5213666966790136
0.34411588661929515,6.2555847535187015,-2.79840980785088
0.38367278721258286,5.9630482661060515,-2.0931362781555065
2.1511208472929044,2.4326496167767346,-9.77035958410798
0.7506577384285058,-3.970553368067812,-3.1947564927470644
0.1554063755141037,-2.2525052017414477,-2.459561881431476
1.2318676301131983,7.151138452112774,-4.7131483234698575
1.7886558443211653,-3.5288942822969576,-8.990272411699332
1.1914790795109076,11.323854203526393,-4.934137305505388
1.2789817204675535,4.436250293488155,-5.143294392368733
1.599620020628462,6.761187228077717,-5.301331590143786
1.7122752634701073,-7.554759563116755,-8.931421970842337
2.2743744443522256,2.2642083677667326,-8.749382903174226
1.1772413211728652,-3.7488607776078684,-4.851816723332325
1.5823802763778596,-2.0073823930936854,-5.482888525815317
2.385876839986263,-5.732821857869736,-10.82637506562524
1.1467958591750704,-4.597112484171844,-4.486233082893949
0.3770145602468902,-0.8069406706001004,-2.869027051030133
1.6454850688484772,-4.171765253383952,-7.221419676809621
1.78212694239525,-5.916289347620471,-10.531685784840409
0.4124285254028485,6.219062148320837,-2.7154156337497652
