x1 -6.161563108040141 - abs log,x0,x1
2.2019596458735196,5.126758152800066,0.6946210377551199
1.598527914451729,6.949304788983432,-1.3634439204122921
1.271157187738837,-5.379358083981432,-10.559037148429216
1.01604013972313,2.644618329338075,-3.4355796120208417
-0.2304330443034024,7.053575607629629,-6.096551891887724
2.1968012942900756,0.4198769957432415,3.3622967602114766
-0.34800395939602574,2.9803227424387444,-5.360321148245932
1.2125320762078493,1.7709198671306536,-2.8779123118890064
1.6403030718981935,-2.957333829889249,-1.3504078683698952
-0.32466852032440113,2.241066837703741,-6.141295352471566
2.2371705642068176,3.3186435582737426,2.035012055298877
1.5435863794394666,1.8507251053582008,-0.9007657472157695
0.7955099980083162,1.7816190558545786,-4.565021983005992
3.313963412346384,-2.722528518909223,9.727218948061346
2.0966426402127545,8.194026406645397,2.9624436033077686
2.096024866271914,7.91997061937957,2.2561877140214737
1.4373520233883996,4.001745968155991,-2.4737789127815657
1.6796324400332525,-3.889270500163722,-0.5825816330725643
2.6955795726869853,0.5310562890543339,7.662212473915286
0.3202636728418814,4.034622836999553,-6.9723461011443355
1.691884662531411,5.403799727755538,-1.7647960238017142
0.7463669780764532,2.1784337016987605,-7.856745957213069
0.5408909597007834,-7.30939193894455,-8.114006928218473
0.4885205476470194,-5.479749327697333,-4.012056964302625
1.7534550411206238,0.6774790247852266,-0.6921390159635004
2.9422834845910173,-7.138037709640542,8.224258867728873
2.6256019288629875,9.186514878119828,7.836347245235185
1.9826444815190245,-4.1996576408297335,3.1579409362748803
-2.2577340957640333,-2.1253848727552827,-5.467093780729589
0.39476954425772703,0.15390990032798343,-7.529895750357806
1.0821604419857445,-9.338301765550861,-8.53915546258246
1.1652729920918152,-0.05352606074460744,-3.4200603778149308
-0.03428916354001749,-2.7757155451837248,-5.454336216318619
2.7371720314919203,4.586632719222514,4.9932060884853655
3.036489085349469,8.923654848437698,8.27051051191535
1.7266740016436675,9.82862925206365,0.9311339870411027
2.395024787534663,2.1865068541615393,7.855308436256035
2.1184051774335426,-2.908651418510794,4.339765256646144
0.7926969443873201,-1.5296002289236341,-7.9644201578010545
0.6914212253150457,10.210791934721925,-3.162631344852814
1.8798682792010593,5.902033357197859,0.8746270548366964
-2.394180262815214,-0.6546856305367522,-5.638778889007247
-1.0234536999467887,-4.766448225549153,-6.269953246789102
2.3634755389679865,2.7416289120807535,3.7337942076439665
1.0692024000796188,-10.315962706605166,-2.810921472960969
2.2758348067873766,4.411893587568287,3.969818170629998
0.4400146089729603,-7.024375445683948,-7.224167438119184
2.1429813893604943,2.489995349712834,4.297687347889183
0.8746776707049435,-3.6293993762867016,-6.8899883451518065
2.4855582506350773,10.082094145395784,9.75698288387466
0.8643072510997728,-3.193900703658251,-8.570595298874409
2.081945473504213,2.3568035081061587,0.8291603965204715
2.4383087457943247,8.66516761004276,8.893896325619156
1.772650057488104,-0.5750164720299982,-1.3394702163414902
1.460216506321187,7.848970493575014,-10.649884917826649
1.5260702416057599,-4.89990711609467,-1.9523450638781004
2.690016073899336,2.4989096971467197,10.724146087525424
0.6556187515238713,3.004708584417011,-3.7124028194794825
2.4085884691671686,-9.33414308686241,7.667973903261495
-0.29574539992280824,2.373294278846756,-7.33548827946704
2.749798505576862,1.9409802883073488,8.53204479007198
2.288753165294969,6.570144563246241,2.2138979361448627
2.3789662508194884,4.2652974250855396,5.883432967434173
-0.40783855759885845,5.519111795088354,-5.623237731574398
2.5409320365518524,2.1614332611365135,3.461028473401734
-1.21393636072524,-4.78216993985288,-5.3645682023551995
2.2151033372729403,-5.971547974747443,1.486465706130913
0.6066366614412468,9.533190357055652,-4.8381867656729245
1.1057800816818633,6.622634357528613,-9.77607476214884
2.057584159656872,8.548024760494961,1.5512028182807451
1.8103508499318173,-0.457024069901365,1.5263212919264018
2.685098153633928,8.820610597975023,10.104213560928738
1.1991597407339314,-11.091383785360032,-3.544359242524373
-1.6351341955197303,-1.0048290031952596,-5.515667236051808
-1.8497685300161035,2.7651076562970243,-7.098366161676039
1.4997148951342731,-5.433367245841676,-10.519420175606843
-0.21855135433959882,6.776678305762179,-6.841097934331991
0.7592366426330915,-8.12727810575919,-3.7026505334261337
1.7160729777084316,-6.800133025050393,-0.0012943890360066523
1.1060630130054983,3.279074589494157,-10.641059075275294
1.8740068777706735,5.440825979841377,2.7667970587456323
2.7013856412094754,8.86801754538372,7.81999273129456
1.2180930116902988,0.5879946508606873,-2.1011203173864246
0.8361455529220403,-5.273680446806445,-2.9697894044228423
1.6074436299951385,-6.745880642609232,0.7139909939372217
1.6475598899876052,4.212770799730155,-0.698210365525794
2.195886480448315,9.316628871983124,7.003337159209596
-0.43371847467076957,-0.9983607928972468,-5.310704442230908
1.624368999893985,-0.8179585473100625,0.3804353023964173
1.6789922750788395,4.46751805875859,-0.44205204958745703
2.528146507175068,4.106013605397471,7.604555803195499
2.7734351009000657,5.190889919737028,7.1822355503323045
2.3871765587026688,5.970487361113217,6.72088114658341
0.9600273485488492,-7.143441968983415,-9.294052367257063
1.4598294074018012,0.5583140866183902,-1.284194501202014
0.6314921679924632,-2.0906969866862335,-7.052465379161042
1.8979692625012197,-1.6779733012151243,-0.31015570672050685
2.5666319610766593,-6.341384269419112,5.31258762245992
0.21307381929795563,0.9394756210871283,-7.578360655663982
2.8455813067768836,-7.8757147502803075,8.393882952550623
