6.6171059840859705 x0 x0 ^ / x0 -9.267862073284753 mod -0.9170294178596148 x0 + ^ mod floor,x0
0,8.717139760253332
0,4.276446213584961
0,5.089345226649543
0,6.0907704697241005
0,8.854107434517317
0,5.08329527012717
0,4.386193038610495
2.1064364685898296,0.2731030585615463
1.0014295466266259,1.891613904293165
0,9.966786396162577
0,9.868922039478385
0,2.935089255651229
0,0.3491833134343887
0,4.672520466455216
0,2.1521588979838233
0,3.549646782772706
0,6.207724931692157
0,0.5386593788588135
0,4.599375070885136
0,9.307839882080385
0,7.543942340547765
0,3.095848620898879
0,6.365837022487409
7.512896204608322,0.08506524953509646
7.8175097318516285,0.026063578626460096
0,3.3990593161759426
0,8.541061953477808
0,7.455331404918554
0,4.2373355501018874
0,5.441411843005325
0,4.998859474529693
0,5.85493627096808
0,6.651713076920982
0,8.59467114803339
0,8.572475571189496
0,2.3765890608891174
0,0.5642759952089167
0,8.279852925025626
0,2.7235001928809246
0,2.4461193015187557
0,7.249322535306223
0,9.302247761086194
0,9.325117696038054
0,10.693931106471695
0,9.807388914976022
0,7.394912327444279
0,0.5913571063525638
0.8646307081082856,0.3188814119109852
0,5.838905297973023
0,5.082903569808633
0,1.2521669626133585
1.1327461443744786,2.136404154610393
0,3.6371947743056348
1.098711558739948,1.7418137787056873
0,5.2777092846310065
0,9.063554758087538
0,7.636292910711468
0,6.56099540418664
0,3.7314064755139644
0,2.854813505934146
0,4.068552764657767
0,8.923096761648285
0,5.419686202840269
0,9.670545303117963
0,1.5650979939670078
0,6.4047751864589575
0,3.408815202947707
0,6.353631813426412
0,3.8983394468870016
0,5.605249062101581
0,7.4057469458125516
0,3.41486885599653
0,8.29192004877021
0,3.031782730886371
0,6.95727247646262
0,9.733108018572084
0,0.7084631687697538
0,4.11618546826548
0,5.032410701495455
0.9195752789508037,0.5205320072273116
0,3.461720568107257
0,8.270672618631894
0,9.969961853081504
0,5.9815688550272865
0,8.527085768781403
0,7.140320245030086
0,4.960687651971044
0,5.606684746521163
0,8.956860288522494
0,7.427709308738016
0,3.6358079450656082
0,8.894557980707152
0,5.103111950185854
1.039821820757921,1.921883754717185
0,4.466260506939147
0,8.647184896396277
0,10.155026719709989
0,6.446532654676153
0,2.8344457683387625
0,7.746930998191322
