2.5029494178555467 x1 + floor x0 4.081396178184757 x1 mod min mod x1 log x1 7.032057211859151 ^ x0 x1 * max / mod,x0,x1
0.00009490018357455695,-7.904358912856963,2.8206878039461336
0.000062055070504773,2.064241905113619,2.8374544883898984
0.0000007494971830330899,8.428006798969196,7.317260549424473
0.01928143602818271,-0.954129202766484,1.4272639662030966
0.0000007312649867554032,5.040279844485022,7.612075207252641
0.00012941538483426165,-1.1854794219202416,3.3464948397740377
0.0000006539200286441961,5.188660416102729,7.166379788827083
0.00011530390664729842,7.007716377817851,3.270405900894416
0.0015284603658224027,-0.5887198178092928,1.9671123667493178
0.0002448363256328715,-1.1699886867345257,2.3588830779071017
0.00007611757693555702,-3.981548652134845,3.9673934015559134
0.012634570710897047,10.54159963455322,1.3207437518114347
0.0031727810903254615,-1.5139403584428777,1.9254701002358656
2.231323045318271,-2.731342957502096,0.19656276232671815
0.0000010651512199176894,-2.350239753860163,7.3022683879049595
0.000011080301577920642,6.979734485861275,4.692816298927913
0.000002732898209143026,-8.53227624319119,6.838403126502058
0.00000012240308610760784,7.975558198313609,9.119403356609608
0.00000003055791909520272,-3.2335967048320957,7.603330888031234
0.000000014879517975121087,-5.250157555345219,9.610515034897611
0.00003923319232637897,6.648102058360606,4.331802461722992
0.02747327799484368,-8.950841892544227,1.2770506347758805
0.0000003553971388641444,-3.5529648962697573,7.565336797002083
0.09411207492343177,5.041594231616595,0.7731800220103741
0.00000010307744361181653,-4.295959460788416,6.957710900596531
0.07477454881101407,1.517226838848652,0.2892111826046607
0.00000020166644426985683,-1.270899082782229,8.978091262824908
0.0000004006161536711214,-0.9623322860482367,8.969871487710783
0.0000010834918861341026,-9.5572416369426,5.636685510956286
0.0000002399801967091464,3.7458913690862663,6.693208324534979
0.000028504688496763362,-5.087059853768854,4.179540372675184
0.000019582032102303654,4.232459943036915,3.622365933982446
0.000002660466414529992,7.726061350368583,6.059365957903412
1.9483534135928575,-3.289752916441512,0.15597537546535017
0.0000010161027687944087,-8.865834355999072,7.476297752290989
0.0000002970260312465415,3.382718482798488,9.686147130148033
0.000010100254657630474,-1.8236511670704216,5.4662702874604365
0.00000007774460607081063,-6.001031665316376,9.685272321091404
0.00003797945422386363,-3.488413781923849,3.6352245622434225
0.00001107097337673423,2.4818455263182244,4.536915674209835
0.00000020258278186458427,-7.661541336745205,9.621609569680729
