-8.355665424061788 x1 + atan,x0,x1,x2
-0.9208792031671894,-5.493629918336245,5.989414464257845,0.9608919623837858
-1.3430385546426125,-8.525973281955658,4.937776841652076,-9.792614519217985
-1.6015835887185947,4.94769097307183,-0.8485920464362602,0.9244851189842602
-1.4505661713090556,-9.62386486577951,6.3499415451565255,3.7778692015640627
-1.3810701246987704,3.2176969027752187,3.1169777584298797,6.2060336529979025
-1.3810277343551947,-6.4345884662691715,-3.525412031803939,-4.227846909419506
-1.0314979011269325,-5.255300124270826,6.291633561500123,7.717347267758784
-1.4383333111119057,-8.617005314136613,0.4993073179720063,1.216555048141002
-1.3344106414665884,1.6362911682836057,-5.898263116638065,3.3746441463126056
-1.4677913662498117,7.0188839981457765,-7.4331246292953645,5.270580440948475
-1.2157544786614762,3.091009367492983,3.1762973891858346,1.1423317689960628
-1.2762202633613857,-0.6311662766445459,-1.7893988494994173,5.301075575346813
-1.4047537608066685,2.0861853999527797,1.811619859783083,6.160534811618069
-1.5488862852617118,-0.3373071824962199,-3.405274302052994,5.223210565249952
-1.5311564241068836,-1.2570590551138658,-0.6403505602940922,-10.8048064454686
-1.6812827228264056,-0.7840475874674886,-6.021931157857723,1.9219705215361622
-1.54853930797406,1.7056462311131837,-1.5608026335482235,-2.264329459568813
-1.2199664990400236,-7.070984426574291,5.97120042070754,-6.081808765908732
-1.4810406726032304,8.704419411463219,-6.13330734157521,1.9255586721445046
-1.054219862890349,-5.62499165730318,-3.498051304531707,-0.6612963577725856
0.7825499807603767,-8.477382369277878,9.92589027442697,-7.944390071227108
-1.2249958814154593,8.175806223595956,4.550180184640585,-0.5299659263930075
-1.4683836517405906,-5.818948425014028,-6.9658284011438685,9.91406080637757
-1.6861484763253098,2.091016667166147,-8.365887300425916,-4.850261266143712
-1.5893635062317626,6.118644607515005,-0.8374424287643284,-2.9153940874432394
-1.7117532454017979,9.772825041229817,-4.039922756441649,3.846515843009245
-0.38525587869961864,7.073766454684754,7.328569515870938,-6.19129472145965
-1.2629101966260143,-7.541623489794939,6.108064114659928,6.957851050431528
-1.3750422240769957,5.333405515900438,-0.5192453808803423,-9.069215174917458
-1.567333129116971,-6.984122612796428,3.019616548094384,5.4777412077032945
-1.479886725825848,8.293634996375696,-3.975661967638828,6.018177588781777
-1.629988974904421,6.286888489971807,-7.184646484894242,3.2407826352188494
-1.5317299827052888,-10.396326722043842,-7.683599241993833,1.6697025181879253
0.6116196596139679,-0.7542051309379044,8.889923376865752,0.69364554950222
0.8700345097909389,5.885341199296006,7.973852132766132,0.3448244009066723
-1.5428193495234819,9.862216717533967,-4.854705730983456,3.2725448670523503
-1.4323663992595619,4.621642526049906,-1.5090283471528354,-5.769010176567652
-1.6005090834946885,-3.9755593569611594,-0.17264287677110637,10.471241445982967
-1.630409633104653,5.964212067793809,-7.1898158125821405,3.1526629853951613
-1.5263159251965228,-8.507963377486869,-4.507695621031274,-4.959784943229972
0.07161552270519565,-4.599540168368932,8.723110011100133,2.5726503186060934
-0.4455051453245939,-6.973353585426483,8.280949806083987,10.067547808762454
-1.5536589786539046,7.3559682967896105,2.03668289965364,-0.6074974559376556
-1.571146192371985,4.113652912968099,-0.7422228552778821,9.72440425615252
-1.6535124550096951,-6.629738653607416,-8.28014323809507,-10.431497067840008
-1.311687205617165,-2.6334008418603045,-6.330706367975272,0.9212645726761722
-0.3127391140965416,-0.7005538856589792,8.880634838296551,-9.55360755519082
-1.4997256844105926,4.681954224775076,-2.545057643613667,3.999312041026201
-0.49317129939585524,-5.047897336013453,6.428663211474762,6.5810335797411526
-1.4655307241342186,-1.3407256964579015,2.6967734756416872,-2.710506289054601
-1.334046899847735,1.6218956439675187,-4.5822196873310395,2.98397482723148
-1.3508672090862373,5.627772017333897,-9.45617090454055,10.467356279219514
-1.4401460674306488,3.030923275774065,-2.6373184385228985,7.082366095375087
-1.6236349826948744,0.6095435728003678,-1.989393485640152,10.467900002268241
-1.548778599243362,8.111125217559982,1.9670482620120595,9.328640946915371
-1.3215506287265715,-7.539938981023351,-7.3205888680352444,2.4837618760458144
-1.5530780339309185,3.2258346663736353,-5.3917650629572496,6.041639615467321
-1.33283340134123,-5.702477312893939,0.15156520734455622,-3.1410137804103373
-1.191636817745325,-7.674651621461055,7.738642738577119,-0.5464634953221377
-1.6324421933007034,0.3997506670717793,-4.7122147901099956,-0.8585489889336537
-1.7114019428077483,-10.919052775432329,-4.491373008433722,-4.411115720174567
-1.7510637089674859,-3.139716002066283,-9.967976792591939,2.2012658253774333
-0.9277523895535096,-2.2934411206759893,6.981059911533664,0.6286361723748114
-1.2998453386459472,-7.523757873369335,-8.787957561683465,4.108552609860522
-1.5698796130919461,10.534646768863952,-0.8871005795177699,-2.064172853075842
-1.3719756223135937,4.7852351022690796,0.1999450758885148,-5.336246965070654
-1.3682789053242164,-1.6859254293662558,-4.033010597170942,-1.290820766300118
