x1 -9.509023041180834 + x0 x0 + max -0.23591414631154206 / x0 atan -1.8983839288591042 x0 max min 2.6830879930114637 ^ / -9.688996693984652 x1 x0 max -6.129184426904006 + + atan -,x0,x1
-9.750580240607562,1.96265380369468,6.175003190018607
-11.928059358486156,2.6847982893047995,-7.137338801961029
-21.46176736800288,7.746181331600419,8.180621525533594
-16.03476514692786,0.8042706903114313,-3.6107700304531485
-12.165838770934922,1.6053988192102135,2.3444790394986224
-26.275487757328367,0.6009189054611275,-4.849675207385116
-11.320595463190875,3.1545956840961247,1.550106143440957
-10.911892579999869,3.2990955061064438,3.052249980423458
-29.42816014954924,9.400964208083568,0.5596117949024912
-27.21939231408601,9.240973940451214,-3.857128428221203
-11.549469671693204,3.4854404748162224,-3.8237137396131153
-16.352462277662806,4.6999280215910515,1.0600505425126439
-11.042390351827414,2.8891614719111525,1.6062522681083222
-12.43952425576004,0.9863020815297056,7.691224274976119
-19.160566585927338,4.848825213450826,7.854322300202396
-20.2531418234931,7.427525202835749,-8.274178810433558
-25.84267393792524,9.054500926437385,-2.8550932160856863
-14.612350285590205,0.9243190500778068,-6.0334397333221625
-15.977094099961647,6.092586340310087,-2.8496372075280494
-12.484771304667335,1.8034163884209427,10.098125311414092
-19.064092334422487,5.773667921755387,-2.6211971121129976
-26.02257261688733,7.654866914803819,-3.551608546079697
-28.430933887615794,6.598173601715747,7.5199262041835535
-17.39247957527837,4.944801974135169,9.922704296291803
-22.09634091351001,7.834740914965272,8.202671039114243
-25.3044900856434,9.828338622750968,-0.6700826768373944
-24.405658148507403,10.414572521853557,6.250113269237583
-12.62518069145351,2.7281575501589024,-7.070432219864895
-16.873138213481074,5.146548853110406,6.0340755029275766
-10.14034190661021,1.6535204025123271,8.216357101544665
-18.43248168069697,4.644790691646206,-6.458176835910632
-14.938087005246473,0.9385468739204895,10.54900648903223
-16.06454501631069,5.397386457036773,11.144134695667713
-15.327461103265092,3.71690123642945,-2.254837348260677
-21.85253237810133,7.864270002280966,-1.6659377138455087
-17.36539942906865,6.797270263172032,-2.611327913212481
-10.808959309285811,1.622074937987969,0.5455303929323616
-19.0031962901636,6.194636431179338,-0.9931145986097136
-23.316726284368706,7.97380352653574,9.26363139146696
-30.019046057685,10.178367806683971,-0.5428389774387871
-10.889883739548122,2.323311784219178,-9.778314911154395
-19.382558707706465,6.2466274491924105,-5.691862805298421
-29.10165634572013,8.701465533978409,-1.5152434438782492
-15.503886145484696,3.1028167028636298,10.813674936217785
-21.2458249725401,0.8096892103394954,4.007677382027274
-14.741730166863299,4.758694914624296,-1.477574091559526
-18.09326212830907,5.750374591893774,-1.7754877922846244
-17.62206052365191,5.009909259083208,8.89472166315227
-19.15154767422867,6.350509315880424,7.333999799634993
-16.097416120156126,5.319355908683675,8.300687808877758
-11.967854982561557,2.405334200473999,-4.468106451195338
-17.84208867407667,7.536037163108434,-1.5702420870251175
-21.511483666377657,9.17721955803406,-1.5586004315705804
-18.730784398162054,5.644802099066515,-4.240799096784786
-484.65633441705666,0.09926853719856085,-7.891954972054065
-19.144813147198494,5.130964790628425,-2.073196682496823
-11.999079374378944,2.6176114312911594,-7.638233699418564
-13.21148377440455,1.737537450997341,-6.389449294916297
-18.18299533243826,5.305088809697347,8.566989582575294
-23.438851345470454,8.360171929348923,-6.087955794365267
-17.78853657735718,6.267645927284749,-3.1470759836484516
-10.296150045924314,1.2186622826411488,1.7129005481530477
-13.09955808774943,2.6951575977501676,-7.288247798468863
-17.21618912093156,6.636488782058703,4.541317662963992
-30.0773513766919,0.5114637505954494,3.8398346356988626
-17.57724731372065,4.938942593575379,-3.4640318371220995
-27.598671370298337,9.77748499425946,7.99590047619562
-17.300122251816394,5.998487363683327,-4.1890623304143615
-33.155670676585366,9.747824555574498,7.8303801436582505
-26.60988967785208,9.957831620942367,-3.4797454891669486
-26.071894198477846,9.920786342444574,2.547440502493395
-13.244361902276824,3.2121137487515927,0.776188441477003
-11.69010902522461,1.1083082321294062,1.0945218230851257
-19.676350557954066,4.7058998260198015,3.820455597382973
-20.090621096222502,6.142783166044527,2.421857293004372
-13.716899190542593,3.493618832334099,9.43020066341403
-27.62703078728858,8.04946845547644,7.163660521564204
-13.330875676922807,4.680972365063774,-1.7663290681159647
-13.289098803763759,4.120511850966743,7.155530200196132
-29.11372712325151,8.731162896797347,3.0810613451540196
-10.74822398323831,2.2223972744492135,-5.194460233296441
-14.737302602428093,3.8430824369989245,0.943129032541886
-26.93246907482399,8.74319282646908,7.7821176781148464
-26.78315918174802,8.24547279606799,2.0724972945326416
-13.45554297434575,1.1247645750993331,-7.904425084672315
-101.13678733814699,0.24245239109788122,4.27842853127081
-11.393901746559663,2.810429028831211,5.356624305549339
-29.42400994937643,0.518694047950762,-7.844374353053107
-13.119915917360087,4.207822802496006,6.587273097587936
-17.441798243025502,5.60776567824974,5.144851961301008
-16.98475157899334,0.9038544304785152,0.3956452394042446
-22.74361018552676,6.545926290038227,-0.16921221346469134
-22.729855356912545,6.60119027016737,-3.940123909994523
-10.518524055716956,2.866350551098573,-2.931140167154958
-27.64100594391058,8.222213654654066,-4.907969158601819
-14.867933436074761,4.756035382508989,-5.368066041599477
-23.349428092634053,7.888888395357144,-0.801390307942955
-9.935245462780887,1.4709310552119081,-0.03752266687825049
-12.184272333389334,2.326058165902461,8.106634545777734
-22.49456154149227,8.476524976680292,5.269389578838071
