x0 acos cos,x0
-0.4473220875424889,-0.34983022451570706
-0.2189736519098289,-0.18452252437240527
-0.3798419795031182,-0.32274499713238064
0.008276050431830858,0.009003650868483542
0.08698037655194392,0.0874340735027937
-1.0032973854355856,-0.9800829740872542
0.3947411112858897,0.4366971980694656
0.7405500488672779,0.8630678270861649
-0.6684088254683502,-0.848251003085769
0.729677609584753,0.8557016267706956
0.9254768112672407,1.0334425564954184
-0.6881267558665082,-0.6669804199418803
-0.20019476901972175,-0.22386008977375554
0.37220909776945255,0.3261701719937339
-0.030070279250374577,-0.025443308466059706
-0.8289627059912211,-0.8848654182043625
0.6454926673014862,0.5841418392289061
-0.7755867471238038,-0.7424451810986197
-0.5213793500279655,-0.5634777888284136
0.14387061400855033,0.12521857048914994
-0.8944313225425773,-0.913371047649604
-1.1210620118858095,-0.9260049477419936
-0.6240852014047479,-0.5826019010546023
0.03184822980646264,0.030249581063549844
-0.6368104481949024,-0.6326026591710594
0.042285444272636225,0.04799197263855914
-0.28795170309770013,-0.2786985585757125
-0.1650924522092417,-0.16856082861029936
-0.28424331169181777,-0.2742788278768467
-0.4038477159132817,-0.375140893689289
0.30280626853772036,0.33187490516340634
0.09343518917495562,0.0836899587570722
-1.017052454878217,-0.7485499736783546
1.0937171206577552,1.0300086920040883
-0.7369307914659823,-0.7263789172272106
-0.47561225358401993,-0.553517196177678
-0.6066022965837228,-0.7012671410706677
-0.7031269279404366,-0.7228763272281055
0.32324509487185593,0.2684739228917216
-1.0595547766642037,-0.8635829294968898
-0.43868219566720795,-0.5792771330412753
0.5912667228666854,0.8556832625265297
-0.8585675629183276,-0.741809477087849
-0.82499251865287,-0.7127108089922003
-0.02272216922037038,-0.026957198801674374
0.34750596824655844,0.39529078752429647
0.27632560569795095,0.23400139190429112
-0.9750249718296748,-0.8758619035358622
-0.5918024634899147,-0.6844774506070819
0.7290842515910059,0.8603890265896726
-0.4891407525959256,-0.5505219488894292
0.6466952942367351,0.5387502151175887
-0.4130282389850047,-0.509174089557445
0.8406458386355202,0.8101504725833115
-0.01768711264735658,-0.01831516525479998
0.7522291661255516,0.7956848916691922
-0.8861851510122841,-0.8559479809305174
-0.4983445773996701,-0.47924615652738317
0.9168697267394295,0.8702172906258879
-0.548691731550276,-0.4143637376191449
0.8657162241834091,0.892467715116292
1.0275839714919488,0.9246150963813248
0.22129180946589658,0.2103143781513791
-0.20787393358679226,-0.1987896527743973
-0.6073791431443506,-0.5794036896470957
0.3905630552018932,0.340185575186278
0.687634576072465,0.7248644261142959
0.3030385730297044,0.32878572425351665
1.0593311297696941,0.779571775636469
-0.7544269393011283,-0.8528028055644402
0.020061916043198402,0.024495594478841604
-0.5720628881953767,-0.6991483445720473
-0.6998014042579647,-0.619768348101175
-0.5141079032909949,-0.40239413494982207
0.9157945549763538,0.8635062159218391
-0.45788446052931897,-0.5578231104472574
-0.4777677477179755,-0.4140814726393911
-0.9694932286098372,-0.8783583052290324
1.031209919657583,0.9754076143730901
0.5386637724526251,0.5112434599679679
1.0381946970088864,0.9100589983098095
-0.8436306709113908,-1.123804658233696
0.9297310901837519,0.9861973987570347
-0.44940492693759926,-0.48516905592650456
0.2525926799559752,0.23612052128324976
-0.9935775151743058,-0.9633097853032261
-0.22567209993043205,-0.21738426840139874
-0.4603441042087882,-0.5845505392343104
0.1604308102912703,0.19335145992928263
0.5654528184310161,0.3984381726266376
0.5825658916079516,0.5682387513809991
0.8480440742261139,0.8487431653329506
-0.19902416801227044,-0.23585012748563694
0.20704155438118202,0.21218045563056773
0.09199007019625921,0.11484828838034308
0.5978455066439642,0.42148373431559855
0.028444428420541137,0.029374898977943736
-0.40996528457718046,-0.42460169858103786
0.5127265102704973,0.47799759113507606
0.3551170986907157,0.3235526712304494
