0.9998572703511334 x0 -2.782346411451643 - max exp,x0
91.9378041410121,1.950911248476243
2.9066790282966357,-6.216666499355228
9441.865508842277,5.997922670300002
2.6164644760203357,-6.40844194786494
304.30221232785345,2.909485055610072
2.1013111782111085,-7.256065703246407
138427.84420940667,8.552752346877062
2.7412687317706745,-8.995278872867361
226.860151212618,2.8660473949254235
2.8905342125515805,-7.773955390825121
2.848017334254243,-9.75163099635262
34929.970896272585,7.752907850642131
2077.2941879722575,4.946127930673721
427.98050990804387,3.671389649431183
20824.86154965082,7.7239972574949665
3.028842131678697,-2.2696501733732823
1968.5209690605627,5.094399145132734
2.660826218349595,-2.2309323449969516
1032.4143054306512,4.063282660901414
2.6698336264265707,-8.382409037722784
3.4919504674839477,-1.4528540847063853
2.4179606840709007,-4.087949548561126
9270.145671193026,7.237286017181844
13.916093836120075,-0.2373698369184223
8852.655172225961,6.530523402535038
22.02134495539272,0.2863262336887851
2.902933095005738,-4.379543095503891
159.372790244786,2.0496356133748987
79.80117898384474,1.558242274573013
2.8179557332585135,-8.361341622957728
2.684931766064503,-4.290679606969919
7591.1305382538585,5.07482694608091
3.0216417497494192,-7.912245143907284
2.8964563317289374,-3.7311005335418463
87.97186316387075,1.5218307032298264
1724.3234700718908,3.9603624571726073
230.57025171877876,2.558642525063201
2.6492896767690706,-8.034169682216701
1928.1630561002626,5.556071113138426
4.650227171749745,-0.894323192213805
2.7251682162517863,-8.387536387417276
9159.930963760466,5.909118541690117
10718.537094746893,5.942513957790596
2.8949470402385247,-8.395423422298744
8.703702781636657,-0.6033933438394637
22.450417001353237,0.2885321674183595
2.948174572030154,-8.421312516346099
2.9890442239402764,-4.808029092563684
2967.3554418059425,5.535012168311702
7819.9324862947515,6.327768270244446
191.3089442382304,2.1379303358947452
258413.5913076893,9.417059953702726
23.719157933476147,0.5448166068167416
1547.967633425565,4.744448513973487
2.3789728969579715,-7.014200980894178
68.45619191971535,1.8426950287478514
830.9454388170712,3.8371218197981696
3.0038959273962176,-2.7223049289369925
2.756156429869696,-5.632333854483349
2.7218856947823866,-7.088213286338522
270.1811995601283,3.382305466937516
11.402993778727774,-0.32782887927098536
2.496311858826395,-7.281958356562167
2.06497481837547,-11.292874282309809
68.22544376812753,1.1425470471971406
173.911929562366,2.2375486401865228
2.5673625994958917,-1.6167049822596777
2.7640723848313766,-6.174167146987003
4003.169004035591,4.798591995555944
3.0623737501694492,-4.373627390687057
144852.90265303463,9.048543008115777
5972.302874230115,5.978791839864851
3.0296364234839412,-8.00621951941477
3.2421843821383223,-6.5238149004243615
2.5120939152811474,-2.267356246855319
2.5389441916714532,-10.059668377537111
118195.12247499346,7.7081648188229765
300.6925362198212,3.679775795845587
366.4767634229605,3.7827001721113707
8712.910599857636,6.481685883626803
157.6862501316287,2.0884738776491782
2423.9147022305133,4.35104897182269
3.025235302440027,-5.148379774006904
2.3681250954790563,-2.5240374338839984
2.8119760524119264,-5.491382799624553
2.5367746260499704,-6.445620400470805
2.5889341294957804,-9.931056366241
407.01084395188326,2.802307010446172
33.98974487551251,0.8075778616104651
2.8227515881707816,-2.8171086885160364
2.9788096220961497,-8.397204054675187
45665.76406051861,7.744820796802701
11.852364737239471,-0.18234486045122134
151759.71962343436,8.504510086229724
5366.61120110875,5.983495255848103
62609.14770846077,9.425802645293777
8074.520970358015,7.147442305730853
233.5129514186391,2.5496117595841343
2.8057886121076914,-10.573894873375451
335535.1338911069,8.103187139108554
