1.429438813318796 x1 acos - x0 2.1259411133185413 max floor *,x0,x1
5.068358059133265,5.7830121131137435,0.9153668765182136
4.719942665386284,8.916157924764473,0.6400156725503416
0.9813180187072105,-9.785529066501342,0.5546111108650114
-1.7684502572741425,-0.8777682997711183,-0.6543260460902113
1.1773258612007322,10.86341007222576,0.29794130176671
-0.3858571331377725,-1.2198976310772085,-0.11280759319196425
-2.959201133834895,-5.369726883564214,-0.934977894413355
0.9551091020909765,5.966799502997635,0.33451927242479795
-2.0963577566136506,3.2651557164458533,-0.409218940285279
-1.8252037313883838,3.45123723869971,-0.6261050671921594
-1.3879995124745053,-5.799051353880129,-0.5453096682391954
0.1113999755547745,-4.783026766542905,0.1575094199291712
-0.007285670707968314,1.2326686276780494,0.11400406513803436
-4.501926474707744,6.861713494908305,-0.5052688749612992
0.5568091750046263,-6.403532083335671,0.36667957713439303
-0.23094542500728626,2.8378816442125587,0.02577616266098896
0.7361962785005495,0.9645744743788093,0.5363428527955346
0.03884730086041295,-5.31483800364957,0.1765977167386504
-2.2823250085673585,0.1348749848089569,-0.7154249936969531
-0.7142018760627721,-2.364345240998851,-0.2110908795614344
-0.9483891026417998,-3.351405214369216,-0.35836096340558987
-1.4012232958277726,5.584303095368603,-0.10539589827099652
0.7875144985194027,1.654116062452432,0.5638091652777142
-0.3091062615498228,1.870452244825803,-0.02768027979896919
-0.31240854848440597,-4.678662997852003,-0.025770728050595205
-4.741772347576659,7.548280864109348,-0.6757990616904208
-1.793913249108274,4.1138468610063645,-0.2539441247203105
-2.9886733405923938,5.128139551019745,-0.5973038128040967
-2.2902962757211855,-5.940994494993788,-1.10011384603906
-3.8100487117287836,-4.697361723660721,-1.139607897440256
3.367581831974693,7.296457701529201,0.4977715836434737
0.8943765488797143,0.36646604514655523,0.49568831883232123
0.22169873182871352,-4.120406292288312,0.232886725699215
-5.38074488656199,8.672395530559935,-0.3847898231115304
0.6725929086564683,1.9171940452314609,0.46587399977559474
-0.00553283462812969,-7.309236983806559,0.14455389904972954
-1.916932909401694,0.7397877702005204,-0.7427983091485811
0.3759414163459255,-8.966046249465721,0.34054943627197387
-2.2409643988122805,-1.4052615229701027,-0.7256042868686255
1.6489916449280533,0.6348260743615949,0.8129440960570709
0.9616826427466922,7.234444034986236,0.27827222682290886
2.11781298316947,5.740002135148481,0.46417033141166547
-1.075021042750577,2.543847101863131,-0.4542764190273453
-1.5999132515058396,-2.0963771284501016,-0.6256384855358205
-1.052444079296899,8.481561851699404,0.008766888873708077
-8.26140385082699,9.055222531847994,-0.6275850856570477
-0.10273818787002134,-3.128635585689456,0.10659303493085477
2.944135584077311,6.248055937746382,0.3812190191714381
-1.839118132316527,-2.812125793132913,-0.647673755229107
-4.933163945696523,4.6763519779571325,-0.8074707532238392
0.6275059055369269,-1.5403652491647977,0.4607870715865398
-2.0274546839180725,-3.0976746806863016,-0.8595293405931519
0.615609261879515,-4.505552238977355,0.38933175393102054
0.8327060253450708,0.40536224587681996,0.49919688283705077
-1.1343988300920995,1.1505487286179048,-0.5131912422713947
3.0861075619405516,5.220125814638074,0.7648141281999742
3.363584337343663,7.705057774305718,0.7681876547412965
0.10104969415517841,-7.239352032341806,0.2199619429032838
0.7446134837634145,4.063117578929118,0.3963839643366334
-1.8237912500258968,-4.957264483860224,-0.6585089156228043
-2.409042658589706,0.45822634603777157,-0.7414039571319825
0.24069743874276195,-5.843915104542167,0.2358727492861342
0.2705570660032317,-5.9735673741533795,0.28573018211823525
0.0525527758393331,0.5833300955846673,0.16375501060458802
-3.8946888265149218,4.424557540553124,-0.7773997305775823
-1.9191111712778557,3.8406617940867047,-0.44741151464840284
5.110140399405686,7.598377077931437,0.8195043215878038
0.775848463105136,-3.8169504086027906,0.43836347089447986
-0.48321388604292514,-0.5067950003203073,-0.07934845453870176
1.3206479244011635,0.17394143746317686,0.6895519355458799
-0.43879987105242424,-4.127989819459923,-0.12551831567380853
-0.08134372312126865,5.3639323214255095,0.1230920485514409
-1.460054981080886,-3.833152136822978,-0.5006986396655952
2.596672694395452,3.903125143654456,0.7785903727406074
1.755508112536222,8.730352718759049,0.3400626757708315
4.92832014100195,5.005288511207036,0.7448335807766661
1.0686003502894528,-5.5219621782131565,0.776752550415652
-0.6845649229085767,1.6112557747806515,-0.16743575548271306
-0.354704690169932,6.919616288052072,0.08341317823246151
0.878987998603244,0.5536617143539908,0.5815518612796046
0.6712074107171246,-0.9117744527236749,0.39596093991689363
-3.8970752861391658,3.390019066855839,-1.0772189565271484
-0.19650115585915728,7.370045734357172,0.10306233003971568
-1.8439464776365742,-6.045716111252732,-0.7122704217332316
-0.6365767435363463,-7.727058859587004,-0.2518984086886729
-1.057958651618419,-6.631156660082048,-0.28302556987104815
-1.3789805347218977,-7.497236865950932,-0.40340877738648256
-2.0114050384394346,5.67742636268913,-0.22108531766361486
-6.056971800768614,8.148346642166393,-0.7711303152604982
0.33072213871118966,-5.9212911913339745,0.2834065754333975
-3.4883878928205325,6.969548512291509,-0.26188265430114327
0.20075545510807274,-7.400868670773262,0.23522145072497982
-1.7855734920041593,3.274421260441713,-0.49789254699527974
6.400977807297351,7.438730742231522,0.9519565783672864
0.39692250444682975,-4.389248466383476,0.4121441214138717
4.140809438147577,10.190025131123226,0.5812594501262051
1.567420256084188,-8.154182601243637,0.833209518503857
0.7055566702969461,0.6863288317844122,0.4412457149444374
0.18374335622996907,-7.373104407079766,0.24477727002430588
0.0951446726708854,-3.6006512396415045,0.17152425113213224
