x1 -4.627340493108627 max x0 2.9969234661931505 min log min exp,x0,x1
3.0089859748196917,4.687141197476639,5.043801890549992
1.0086544905273436,0.9950803575162342,9.245630171895055
0.30853314721893754,8.55274633142034,-1.4287849340474648
0.008827914183857737,9.704807073940406,-8.685534449783
0.010739118792313635,2.5757540749971954,-4.889861209048552
1.544789495259165,2.773805638963263,0.47738279297190656
0.01795525400407143,1.4760271968347938,-4.399310340801563
0.0707147418892194,5.317481239837419,-2.7421661689086805
3.3512153221389047,9.50289042084458,7.092028164085448
0.1881535122113729,3.5466747967122148,-1.7885407191708658
2.8359091022260863,5.02400917122753,6.527681744388801
0.009254302573385293,6.863150634376885,-8.898500745473003
0.009959054388943019,8.585485807580891,-7.519502011618153
0.9735295957679665,1.1465787615472849,9.238841248737998
2.9770949910243445,3.319680049293143,9.191350831470402
0.07739930378114843,2.8941045560333167,-2.269593028273828
0.0109599559227656,6.138133041233279,-5.333976806287836
0.35001113784920235,9.167040173195849,-1.117141967726423
0.010088067626359325,8.749148163392057,-5.8735048673384
0.008384761635353018,4.950662498010877,-5.125626199344405
0.010492271661890974,6.185886150713986,-3.9364348259606814
0.00905410267611692,4.073263855566656,-11.456740162812006
0.008724314068167403,8.399842869947495,-6.965336488896765
0.009403234540508822,5.224466097246372,-5.951341624633601
2.657327654009666,6.779172874294469,3.9963683570600628
0.14534663516723523,0.2152882829816907,7.853962074586949
1.905878815761793,1.585142460500982,7.658321659173593
0.9348517127236997,2.029574562706418,-0.12283692116277616
0.009170086222827408,2.2722928714079917,-5.219769784493556
0.009975001709872113,4.298491678058844,-6.584693664554209
0.08178076335428112,10.747921038280856,-2.4619321129813256
0.12567758148363242,0.7997151230412324,-2.079573623607492
2.9758648086369384,7.79429763682694,6.622177813102372
0.0078799361846674,0.6644503431888747,-8.90088508583505
0.010734606353581977,3.2566034238031447,-6.078233239100017
3.50253277944769,5.678853583588057,7.641404990456566
0.011071443452124378,7.84260904650595,-3.9050707527653343
1.0039317482505568,1.0007392893577323,8.121242849304723
2.283266614355019,8.103365500855803,0.5515700500020232
1.9276301693319318,9.744526174550515,0.5749179655174762
0.01744929068760581,9.388101022310137,-4.175248931702627
0.009602423081337252,2.327850263920078,-8.90512694016001
3.1492701558743468,3.922686090439312,4.519000689644885
0.00898498408329892,0.887396355911021,-9.641323144016356
0.0379149635865539,8.664608018429927,-3.463099568591323
0.009894581724484592,3.026375267103546,-7.309431983649796
0.015222941968252052,10.713693917999839,-4.088988940395122
0.022949941748582052,6.886329759193855,-4.510800130476717
0.6075652237545973,4.43410247671885,-0.5755548408114893
0.00912738587369289,0.46573186516832815,-5.584648503228417
3.3704443159885957,4.963583145099084,7.33068841403892
3.2034677096548645,6.0037132506315345,6.215493851743654
2.7582301182414413,7.795903157652907,1.536468246928001
0.027772850663391087,1.2378700431784115,-3.7588531391552373
1.0650713418987123,5.081704574524167,0.10610388998092524
0.35248960723159994,0.4052335976433496,-1.0063552952189159
0.00920385018904674,5.8083110220025755,-9.808746617277816
1.046241163309348,1.412253429159703,7.792217533642319
0.019210454509221892,5.73107523309233,-3.9909783685257736
2.983710758022597,5.247456825156147,1.3778543177697216
2.517199600198423,8.952097702627146,2.8095325102762256
3.070037891520873,5.539974211102184,2.8696876539967056
0.05616198252834421,0.32950827387071563,-2.5872629400227773
0.009699731958658118,10.84726577439632,-9.504231074722433
3.119717030424085,3.0962676984271753,9.1233717952082
2.7698196099235273,7.197676108279379,6.601270313626976
2.9074491747182774,7.5414284306393276,7.691817153416396
0.0699307602388024,7.1404346499140825,-2.631411719914499
0.9483972492310665,2.9521988424985794,-0.11550293485783639
0.00951528414439772,9.387716232524983,-6.552366640654279
0.8402258111675337,6.349136504112322,-0.10706418515817119
2.2407431534583053,4.389231657292587,0.7071751525614265
2.9642816936230667,5.867378693184396,1.9614531777981308
0.010389515736256408,7.269146679528327,-10.58977763246265
2.5578494972686205,5.273477867107155,5.422423097473835
3.3549456842032233,4.949682865388689,0.9085745528623334
0.008643644081407402,8.784160334925764,-5.713372175658227
0.27252048050200356,7.9208465801927215,-1.568192055829911
0.4034192140467146,0.3658689277981883,4.246983548876422
1.3111658823753218,1.9876529575621351,0.20454893504362065
0.009907389094268105,10.295785953170302,-6.4633472916553325
3.1678015691055905,8.46162652285199,3.764240915034486
0.18623102383465237,5.190392823858885,-1.6612348493642428
2.1355246211848957,4.458411787347141,0.7787957307481482
3.0206397858207588,6.785903737444092,4.606290491637688
3.4144112513064244,5.310890328461587,6.509468386773221
0.009586273524422447,0.6307238097864403,-4.817157681253925
3.2267185108687055,8.301328806280306,9.33505584233088
0.021671817617834297,4.709203917174923,-4.008091137082286
2.8752807046900433,8.101246401137463,4.333754613997592
0.008280616545868168,0.24840519464309255,-6.7403209485259055
0.009381705186768901,1.100410595069723,-9.640910347952023
0.01083014384848401,2.6284797411804037,-5.650197172682755
1.3024684275696883,1.3968418685062667,1.570797150685925
0.38118627570932334,0.4004869358310903,3.097066082742686
0.04612899564784704,0.9151326953563519,-3.5970339654418395
0.49289918488524437,2.474321686053321,-0.5713809010892847
0.12263191604065125,3.2785856747390394,-1.8297023168005133
2.505968050703346,7.344188693539522,2.8773006536336
1.0225130426449207,6.340805603176145,0.1875993147702072
