x0 x1 + -4.511463719446046 x1 - +,x0,x1
1.8180219442736316,7.184253278893972,0.65580279961947
-9.520711762593661,-5.842912645337698,8.981450896719997
-4.738197390434068,0.46987126082403186,5.792814952687541
4.0338021971705205,9.71616811589148,5.312244824453079
4.211584291146889,9.208947127295264,5.620757023822029
-11.188547933206442,-7.503168521765773,0.6407992544790229
-7.317753915104959,-3.0354123539732756,-0.5691632097571068
-13.705181272955837,-7.08382730254569,-8.853942339351141
3.710711557950572,8.712058288826295,-1.8980868401395972
-13.948748022514238,-7.955419487407745,8.87910651144356
-8.451497408278339,-3.5914514245879494,6.546095067571138
-1.9924907996635073,2.592289237588504,3.9874883123784297
5.762408559957796,10.38165397329525,-6.387869607237104
-0.6529736731339423,4.274548373982814,7.745046093637297
0.5345730207554796,4.269727235158044,-8.366146256206502
3.8766305955717466,8.295457108639411,6.579868583915907
-2.3106954052469773,2.145284882637848,-1.9788962505364962
-0.8932937848582592,3.4342168324746694,-2.5335546909105644
-0.26638140632633384,3.667667052696801,-3.3618635582734098
-7.923269381845981,-2.392445496643559,5.631098015608983
-5.598535639760263,-2.293250767329613,2.4157554315758074
-5.5384543587789565,-1.042441899852302,-5.328575469513277
-12.137210825371932,-6.653198506700643,-3.8476700206217487
3.146103750088588,7.649229672455305,2.737173363513315
-0.6466661068643924,3.548009385873529,-6.405006523773075
-6.664468138432046,-2.3070598753317584,-3.4556289536733993
-0.4425863227764411,4.7668899799941675,-4.716621641449557
-4.3221276787912775,0.6140483897130219,7.867921362132362
-7.783839547677507,-2.5224905015616486,-3.4466569433515164
3.223332076332135,7.652383266102552,-2.718663658261845
-6.916444861585172,-1.2238331411757535,-0.021997811535603554
-7.059284558806916,-1.6179720642537583,3.0662853013226803
5.398850957997418,9.038464847539265,2.392362301450975
0.9293608037144,5.57694293530397,8.93704301652157
-4.991147309557518,-1.0783507360222033,1.3716185808961634
-7.144294235256139,-1.8571857063719608,-9.093683149188939
5.497241934930376,10.26597901386758,-7.420452227594522
-3.0900513417583833,1.8837552094226453,-4.722915759898871
-6.799000058722106,-2.0871972562417236,5.025105254027263
4.5423196113848885,7.94426553723368,-6.88285525759912
-4.460717646601129,-0.38061330588420544,1.321681350560419
-5.219521332652488,-1.413570612819856,-10.621461778492161
-2.3583381527786704,2.4405433059565533,10.196490732690869
-10.924212128364424,-6.763352615340348,9.70761313724573
3.349685167815814,7.451574396895548,4.688942942433523
-12.798485408988459,-7.026666835888123,4.826709571536389
1.6170657624100848,6.004480841344643,-2.756650438549382
-8.493310578759676,-2.661867525550114,5.581895305696462
-16.26657169319987,-8.444042209088709,3.5404508405044384
-12.31958023207737,-7.400442512687108,2.2944962084519673
-7.970316472362115,-2.1708992041090407,-0.5168237211547209
-12.407814981610162,-11.27064215634207,-0.05605838192689146
-9.998153966857856,-6.020755342537372,6.996982203546987
-13.029210766915137,-9.52207227104994,2.872491610745958
-9.440494305257262,-2.3979433332214635,3.1972590407216237
-6.421072367862767,-2.8774513061512152,8.215115818111096
-2.467105645777699,1.6855799072692874,2.6804610633077823
0.8248150045545485,5.5302414551164905,-8.215310512153863
-10.38404565493737,-4.510184815109676,5.0537996399721905
-1.4852888373783562,2.974133637237959,5.301781290091153
4.989457244715466,8.798654581427199,-6.486094314644714
-8.627727464328899,-4.45088961505103,6.428297829984245
-12.474349601577288,-7.595838743500482,8.594933216434853
4.132660086598176,6.9308999478183,-7.596914228602654
-1.6274100627663082,3.0575034659256293,3.7219727503689595
-2.754645225959871,2.3163823472540996,3.977372646006416
-3.206208677120643,1.3829600452380464,4.523588613991819
-13.08885113818192,-7.811263643183572,-9.431383668543257
-8.045549807871721,-2.091337252421466,3.416913523389458
4.770103776578926,10.687522915384474,-7.417834250310155
-6.058435855971957,-1.3685850475004275,5.61038518129599
-12.066249472160393,-5.292002983303285,7.486148117182634
-8.703145722517172,-6.889915438916492,7.486127081334918
-6.502786167381506,-1.5413000884826573,-6.066131747983412
-10.648425394633197,-5.494216246320404,3.9157889715503646
-9.802971060415869,-6.437836638397806,-6.504996426240457
-1.879285153974671,2.9868094547558823,-7.1124545142744005
5.318299514299515,8.307311828981241,-9.131433314173512
-7.27644670556173,-1.7911029719480718,9.870421612821433
-9.609903754734292,-4.601054476700101,-0.04964371068064507
-3.0925625032073008,0.04147774565629226,8.86812035534357
0.0788936566688261,4.269592175943761,-0.39301544152675105
3.808485078118993,9.056884183672109,-1.7196998647644794
-8.968356222166388,-4.228737100184399,1.9047836097911932
-13.24214712941875,-6.960399704290579,4.058684925439404
0.1980708321435375,4.992212976841306,0.45908181363721534
-6.562791088516746,-3.3366580635514618,1.529309191206028
-6.438367512240577,-1.7915139981029116,8.005865358745597
-8.395892076855606,-5.986825175348896,1.7676778760097824
-6.317560095280909,-1.359519516020691,3.3599464101294356
-5.589818002351503,-1.6601546426902598,1.3766822692111194
-6.715322487346301,-3.4282074378709373,4.731895016136298
-0.6265608241235852,4.264432900768822,-10.052401805358599
-0.5421149960719222,4.0808051834506935,7.386205819967848
-6.93625436708354,-2.231046292913311,1.0172369568611739
4.788761884623338,9.813567786572191,3.9634738093013877
-10.702110863933546,-7.749664149434764,4.335910302213406
-15.129736929396758,-10.446570872592577,-3.4279745463390845
-5.925520832441821,-0.9393203503225641,-9.105462479991754
-9.363792655997687,-3.5331331934620347,-4.59247116044163
