-3.233852522958996 -0.09565025346616096 0.8390058368340392 x0 5.000974474472208 mod min * mod sin,x0,x1,x2
-0.0000664341171571932,-5.714178948554876,-2.1483008084169155,-1.577736368942352
-0.022898936348329728,2.4214218550826963,2.7975931851844273,-2.414135046884119
-0.008334028162396997,-5.512130443696178,-7.326606371949294,3.6575027454929296
-0.17662541585514632,-10.964156274176258,4.957478535030756,0.9484791373032697
-0.00472181495773824,5.727913391359855,-8.017063747823372,-7.719318606889365
-0.023071583361394025,6.98731818043657,-2.0866662610508295,2.8294281705654156
-0.3512153978125842,-4.894098619719155,-2.4131108625457904,-4.390910650348704
-0.021152508786284403,9.566961396658954,2.83660260418441,9.466888936373552
-0.022049084576456452,7.173891906301383,3.547204441023199,2.104766061656544
-0.021506809731692406,9.133483359785115,-4.033367666220691,1.3752552740539286
-0.12292147478999732,-9.07998778819903,0.4241006149977277,2.0389112313745246
-0.009587208386568012,-5.396520658643928,4.933517704485799,-3.938316683643192
-0.013187384718130007,-1.4261806172017668,0.8923289984166152,-4.617075105606366
-0.28990921143686427,-3.609601305305364,-2.369773022276146,-1.1467073790375142
-0.028170495620774564,10.701270751213128,-8.120435476613716,7.314332181859776
-0.03992088024506688,-3.3791578629688495,-4.32121982121478,11.030471600539116
-0.42303755661927583,-9.414984850194248,-4.0264915709924605,2.801074892698882
-0.022102552495697037,3.7964909820177946,3.115828358947604,-5.043480712637146
-0.027218163838698985,1.3754727127632267,4.366044574526908,-0.20939729149355443
-0.018670006465772056,-5.12462470870449,4.102041847427196,-9.837384787081957
-0.026474796388256974,3.8409014021981576,-0.006772163240517361,-4.031514584565516
-0.022372190541383976,10.315302730163207,-2.9599378873861943,9.962855594250248
-0.022188502938581024,9.752938230813358,-0.43881246065451235,3.4296042101793085
-0.024659832682039473,5.785417550934169,-5.413380561377847,0.7490264078930718
-0.015725083627087102,0.2991199105097192,-2.894545595007154,3.617585019987747
-0.18700901900249917,-7.447448287390365,-8.72938010994546,-9.390542081584085
-0.2562858029773149,-8.994315674496445,4.91456163263864,-1.0854682779543534
-0.023813044900821003,6.443547930950476,0.3559197027580614,-3.8990336588572236
-0.024614491243284325,0.8746011836086451,-8.558680942646163,4.343277787496929
-0.023998568543665326,9.235031037208904,8.474941674450085,-9.933378630681926
-0.05615042353662129,-3.468568655998565,-10.062218245488186,-10.472755299006707
-0.22255595232478345,-8.90357813168912,-1.4395233217975167,1.522197169909153
-0.023282574415074198,8.931455728716733,8.766005189597124,-6.074007003964159
-0.28109361291151,-3.281346583503607,8.87672225197314,4.313130571563245
-0.022597243829297634,6.958040542407311,5.934607152840449,-3.4753404196273756
-0.027346274433211425,2.7504315102973522,5.620927559651912,4.688957014138298
-0.030673485704304043,-5.980020342217034,-5.724496454895497,-4.496912575669853
-0.023956951148720842,7.421864193397591,1.7924003052500772,-0.30504849801520695
-0.025744071594729835,1.2042753034856795,10.019048971527523,8.115224648605583
-0.021627191927230484,2.078183562870191,-2.2873163260162457,-7.443723914303993
-0.02399014327463609,11.26372279171893,3.381332373658856,3.2294051677126094
-0.04845461853654726,-0.6427641342913918,-10.392678312751496,6.336739651635427
-0.10209239921556937,-3.205989630799509,8.603568015809856,-3.749875545756423
-0.10267401038975459,-5.616589769548562,6.516514109444075,-8.502154405084752
-0.00039723087365641066,0.20762376284472114,8.793480407629605,-7.358575833040033
-0.02720326055505924,8.905503457110767,-3.4260372970201804,-6.720375386774624
-0.21393809522831975,-8.260956380400312,-1.3134812254723072,3.195578559927891
-0.09283588511184523,-3.7380950721983672,0.44265399074891565,0.9444218313046753
-0.24476838960193892,-3.5544738642562375,8.864244604548142,-0.7598734932608474
-0.023563392181927864,4.146461632556001,4.454501547643298,2.8654112618643346
-0.025922094132152018,3.2103858423046048,8.948062970122917,-8.71338040392192
-0.026768637679456857,4.294857325211693,-9.591002709224675,-2.881913145304611
-0.07080240428466539,-6.165397389764661,-4.831828459089259,0.8756932630320786
-0.06528143566585708,-8.456787741981442,-3.6829494515139847,-6.455982959529173
-0.022778363076263613,11.697973907168475,-4.496779321484502,-6.998421783741293
-0.002957301918653232,-4.873323358331493,-9.291792414359305,-0.836431753601444
-0.02240658637755374,7.298522514398494,6.110966601673125,-9.36620409596507
-0.2702584950790824,-4.172398801332365,-9.298539198957087,8.614862747110125
-0.027699215549710856,7.803918939503906,-7.728181930858226,4.312279520388624
-0.3603223414421342,-4.774687095329697,-0.5574207233133014,-5.448139193532787
-0.2641432873194702,-2.4259634026839523,3.2545517591575757,-6.661035016789387
-0.04581077745615884,-1.4250877971328066,-1.0600096488913642,-8.217464939984492
-0.10242742797188871,-8.049207128776162,5.442107089798978,-8.002606828252368
-0.060782108005017814,-5.590478605656591,6.412696316206101,-10.407840549107105
-0.02360591028938354,6.7896197943635155,-0.4162524102102636,-4.08118117343934
-0.18959758241903776,-9.553167209909436,-0.3125638142086012,4.554013716756468
-0.06471193978030407,0.6374715719195563,7.670019303120767,-5.938395831443265
-0.026499852891194563,3.4930573005824668,-8.411417839642137,-3.1358939281996685
-0.023508407782784266,3.217687018472873,-6.715697737498212,3.1736393238105016
-0.06957200315531407,-2.1521795022325456,-9.71527446823483,1.5883005584186214
-0.023570249041272577,3.744788923013948,8.576337406987804,9.390747569671444
-0.02467627526924397,3.388018316197355,-6.384599247389967,-9.882677586834841
-0.019999873607454442,3.576975405553716,-6.490399787517592,-4.018591108145199
-0.027976323390716307,3.031439385541321,3.24927537994453,1.6214094416197973
-0.14037077674372084,-8.44771059307235,-0.07138439513155417,-8.611463740689505
-0.02244434714488124,3.2255143209901633,-4.70768355715298,1.5887333682913045
-0.3044585223983697,-10.572879479858164,-3.4089120480620236,-4.464397498158185
-0.022090190363494567,6.634496030757857,4.438440072570816,-1.9689303963374756
-0.08975562854361574,-9.577290831601667,-3.117553837622989,-0.038873766966537174
-0.024685201453259132,2.7382011852069317,5.764128953196434,-2.661237844159067
-0.02707354803368503,2.4737373515643255,-2.658122674378473,4.700819715279085
-0.043988948630259844,-3.345261826764185,8.237170666178082,-6.050630536775662
-0.021409990710790038,1.1795956462242259,1.80594817147256,6.781628247827572
-0.015007134480274563,-4.776787212433955,-2.12318273589523,-3.143617881586337
-0.09600133521753462,-2.5144603108798926,0.7448264509285988,2.220906045313316
-0.02362104945572152,2.264839960876065,-6.426073732310412,-1.9367896375732603
-0.04694052438104395,5.8675411392922525,9.023002370964607,0.3739042600131862
-0.02138254373559496,-7.389651313750523,-7.923446964896813,2.3293594363120547
-0.02917319216431842,4.534334784351072,0.48616847849981015,-8.46846779360759
-0.019038841119862905,4.614942322444678,6.1114557559498275,-5.502554773767314
-0.026917846594709183,4.620096083360202,-7.528042486126893,-3.5328139304778956
-0.02278863091394503,1.5377850362122565,2.804115565461032,-8.413442715141805
-0.023442303841637615,4.087371838092843,-6.716721841017286,1.9625946871517024
-0.02827367299344776,7.282040808775121,-0.8650621307221953,2.650098382796791
-0.018992986937054732,1.2704782875696239,-4.807751104916374,0.15900174874311734
-0.43619581192646834,-5.369928558758583,-7.963792059967648,8.304763555321486
-0.015316831824494136,-0.8125291853857366,0.8395451036182455,-3.155826602656175
-0.023004727722486643,1.173120994903888,0.4789591051585942,-8.051483821924597
-0.1723586232774795,-10.19808842879782,3.655685401461432,8.571768697754232
-0.06845788660379096,-5.953972814233442,3.0495671208088804,-3.548124976232381
