x0 4.77585502633759 - floor,x0,x1
-0.8863472415851115,4.7013796442142475,1.3533980906199883
-8.179560193641944,-2.7297835516832594,-8.03545103967658
-11.778616556063442,-8.373524733270672,4.208719817426051
-6.107720921383364,-1.2293994470925038,0.04240298858872607
-14.912859959056489,-8.169140001202862,-5.005752710480708
-11.7396444689158,-5.614028327403111,-0.929079944067041
-11.46828557900593,-5.384652763485804,1.7461560013144233
-9.228059069869673,-3.169524462979241,6.110065593370558
-8.656763418768552,-3.202557382367465,-0.2342790358386898
2.025649143441236,7.807607885311747,-8.187294639877557
-1.6402565589391318,2.990712999437556,-8.6657410815951
-3.9666160378227033,1.5668540190589972,-9.36801685023111
-2.8467753231109336,2.026289228362101,8.168229265103463
-7.200084125261824,-2.91530264647528,-1.2981849968896146
1.1143941356936637,6.034455514122455,-8.908872473320868
-1.856868618739221,2.558397398986724,-5.354081924517575
-6.038522412966738,-0.978437352950685,-0.684889479572676
-15.83264425923357,-8.809829335906661,-3.5961688510703826
-4.033113174757154,1.436889694925762,2.0981366547537146
-5.18559970504519,0.11924323017330801,-5.801097677548224
-3.586798162687738,1.4451890620489842,7.191411346365365
-1.9572568079316217,3.316106757584097,-0.21507336486697815
-2.156866242354833,3.0703203351313113,-2.09182403761543
-9.956315087913872,-5.796002618138284,7.206449358272537
3.2738549214574264,9.733857082770793,-0.9431380335662238
1.923231849209225,6.381033584916797,0.8769485536294184
-6.245454568004251,-1.5754445132101735,-7.4949328540727445
-11.019550290673937,-6.036506472236856,-9.376944458522315
-9.69277688409484,-5.363281517259003,0.20561606078285324
1.9739081851542921,6.886456706601002,-5.001200830914563
-4.178198324034685,-0.2026573607820734,-0.6016923037116634
2.698331203164068,7.320297042349119,-9.302391514901295
-11.595376081428455,-7.905643098563815,-1.9229687757569862
-12.254823559715668,-6.497461016563706,-10.395891827689205
-5.700000599731744,-1.8204010768066112,-9.554508026345168
2.6516767439710893,7.610047146541757,1.5965015816969432
-2.41275944417413,2.34999952822622,5.0984685991244945
0.7867088079339477,6.108956891728096,5.8360926241014175
-3.1557124837168153,2.684852333240787,1.0083588468139357
2.3029673890846993,7.340200610534122,5.413004200150596
1.8719620469363745,7.620034572079387,5.694014065266325
-7.15338524496347,-2.749282374951344,8.917426529252687
-12.865535288242462,-6.620946982897323,4.355742123777051
0.9541262319761756,7.318743053221143,4.368804444593778
-3.413930918541043,0.9465685815676189,-8.455344715562836
-1.9226205415299285,3.6651718870704344,-2.4981236714049526
-8.16063135507655,-3.8733593385263236,0.8183130110222191
-5.043306062194549,-1.217185625791431,-5.590106268435947
-5.449739162563945,0.31611330195719217,-2.3426826946843198
1.131195505713995,6.56779353733315,5.51921148637451
-2.186839838769263,2.858626724501675,4.501734306061214
-5.4869609529623755,-0.0738469013528438,9.405896635413338
-5.85897569873296,-0.6300039957197677,-9.128917634713309
2.120142166198117,8.732191843282017,10.475327300801016
-3.12810226129499,2.9558637784904183,-0.13945700168376732
-6.192244329116768,0.23014032865160522,0.9689565576449384
-14.354411689262113,-8.377780387003119,1.8559659088753977
-13.624475503110713,-7.690091836218067,-4.3408783219843725
-10.70669423669528,-4.856261562152388,0.10263151858603363
2.9173908777065503,8.889987749630713,4.062802474734597
-4.456438067368295,1.4965499343112394,1.5724823517872484
-5.823807417120772,-0.5944711312832219,0.257790573610153
-10.194262037744942,-4.864598481897127,-0.18947074144902165
-8.78886191616399,-6.203121723738285,5.765533775696952
4.9733156025149325,10.119151450732316,0.7404294682854612
2.7317332469837616,8.730676130680724,3.4888268951713797
-14.41792880234804,-6.73691581455165,-6.139097490839197
-9.892960994757,-5.8050153722897235,-3.7247831999061805
-13.522107321663295,-6.027065779216907,2.0925901905158253
-13.236276968676734,-8.724894934970791,-2.2035307214732636
-5.354291017284413,0.6404295006737634,2.0172984526501487
-10.845097552639718,-4.750628892911712,-2.345724819612078
0,4.826235933083385,-2.3894545499930624
-9.62962814984773,-3.943728561638628,9.666302607362777
-4.736334219461113,1.6286350279838704,-5.380343071213736
-1.9688267334560683,3.23130389735236,4.527480203251263
-4.772934621978497,0.027988698244276376,-1.4644320041920824
-14.43458647309067,-8.742802138464787,8.518366306531885
-7.469907516423925,-1.7764121619651985,1.7245400864028886
-3.9870842614733664,1.652724110991263,-3.490820697160098
-7.49880137617994,-2.137983421186474,-0.23397731134433505
-4.805295242565979,0.8392200282735663,2.445909512540557
2.8335283946420557,8.431068542643656,1.6291403045049804
-0.9323341325568962,3.3112407465491875,7.172859315636288
-0.9329105077039855,4.7177730281089465,-4.577777484454702
5.737933135254169,9.765083477494676,-1.8523922249374205
-8.959935348303038,-3.7302205717403925,-4.452771387441765
-1.9418199235161704,3.1398373671486755,0.28204992879829566
-5.872459087974502,-0.37797554154006735,2.510922200884665
-4.675885062215186,0.056079358604412786,7.09724663195847
4.347554480184794,10.02276108105336,5.023821479557572
-14.710067567857195,-10.427132009788172,-4.225093276840416
-6.540535298674978,-2.028900677775078,3.570974398122923
-7.049162115057602,-1.1067405944740196,2.042164675884902
2.9552680387142685,6.449744123321237,7.252890071037188
-13.08111151104007,-7.4093296054691224,-0.1485040166250205
-1.0220141163038248,4.562316022022589,3.650552202797283
-1.9644007433099495,3.5642267216457557,5.522436563116324
-9.242228676504409,-4.580513875312128,-4.405211079249984
3.242155425593859,8.633487875574666,7.941863125677697
