x0 -4.485674845545837 ^ floor,x0,x1
0,6.70839670214966,7.8769212769733
0,3.5074804179414185,4.0072132644741885
0,5.5026797587779415,3.6470172231866425
0,9.772433174901689,7.659244458168119
0,4.148740183239869,-2.8436776974666973
0,7.056748786972506,2.9186568357721407
0,6.574173984247635,-6.7923038600834325
1.090514707822471,0.927024912055722,4.8926844015720246
0,1.6631507703265496,-5.519235216888806
0,3.564820492462917,4.46486250524617
0,7.280817782846585,9.828156461015174
0,9.189168380544347,-3.079041026303614
0,7.922490132271032,3.3262639800134917
0,8.713766715308978,-0.31310049183396316
0,2.397824516780088,-6.444979647192986
0,2.618853555968985,-4.453884139693535
0,2.8911867141134073,-5.286352144258032
80.70208117921305,0.34642487943648825,-5.52057684214922
5.698658432975917,0.6469430840614654,3.8406163173191525
0,8.624194355406509,3.133365065162037
0,1.245631732151302,7.39842248916212
0,4.850747149998363,3.6025785972406914
0,6.125658604461035,-7.500002899219718
0,7.414581991087793,7.48586853972043
0,9.510253388800587,-2.2557029489195544
0,7.831361641108097,6.289803086441787
0,3.0644117354033438,7.095305096374364
0,0.9823538294114396,-0.4225010412010106
0,1.1257576460922036,3.596097689349472
0,3.2617887374442875,-9.372416640101997
0,6.402353759560269,3.829198255930285
0,4.3487143026912,-4.421917387369075
0,5.760110734323663,-2.9195179296440785
0,7.101951458124187,0.6657963285314517
0,2.1519466700148606,-3.2484030641080133
0,6.649489100121455,5.413986885438016
0,5.766087807393683,7.1778770267414105
0,2.9586857403103393,-2.748561190835202
0,6.870040774747177,-2.4239904050765415
0,7.030507702145649,-5.576108981435524
0,4.927633353307691,8.69306749874279
0,1.5115977232844782,6.039928612263844
65.29173733439681,0.383925875146612,2.048412232345085
0,8.900137283064366,-8.972154326477305
0,2.6568460996118906,-7.489965294090918
0,4.547228938027492,-0.858099183846276
0,3.719274303165352,-3.835618298305945
0,2.0623168638904765,8.736701101992514
0,7.15509230863368,7.901367647438983
0,8.788659732440793,8.844921126390815
0,8.790561939514228,7.542035337691232
0,4.903495808106309,-4.018170924807708
0,4.819104657316537,-5.231992715382039
0,6.5400844460289616,-1.3838053325905182
0,8.650755425818978,-3.326966193805903
0,7.70203844588124,-8.590099404792678
0,1.9248063468230654,9.29578624132299
0,4.8673586856501485,3.287736571761293
0,10.216366033028041,0.03449325370782814
0,2.9885806436646822,-7.592126385170035
0,4.944554435879819,7.364972694554898
0,8.229852251054353,7.689681086378551
0,4.14280083499125,-6.645804034376766
0,4.334151593768332,-6.352519901456561
0,3.897826955307507,-7.284977996015663
0,6.496203675129457,1.4708115648089095
0,8.6085602996065,-0.23582336455863684
0,2.357836566907372,-1.5291199425231827
0,6.662162518580713,-11.011531745637882
0,10.631333252175537,8.435087502465205
0,3.186924953680797,4.49131744768636
0,4.721796786457666,8.747253304591183
0,4.093467528092396,6.892409109501004
0,8.016266589542777,-5.944535483572283
19.048961566397594,0.5424245566367432,9.48328133146665
0,4.921105845524379,3.8724548306500313
0,9.948861252423255,-7.527210212269108
0,3.63217580403413,-8.394287112377926
0,1.653067130428668,8.33949387794997
11.625631040546326,0.5275220544192247,5.732390375368364
0,5.077728231086071,-4.360781018154218
0,6.3329054647824075,-7.729200562496941
0,5.7719469181432235,-8.622367483456964
0,1.7704457247856191,5.489424499470096
0,7.553113456203222,-4.293325180074565
0,5.509333054397819,-0.6737021350085225
36.11537485576583,0.4773528815721283,-7.810805008775867
1.0802976514395872,1.0433182891564734,-3.180216044816991
0,2.4984478350810897,-7.787359229360846
0,8.978873548368192,3.6130012000079152
0,9.168402099642957,4.484139944889557
0,3.96311090294853,1.9031270744050797
0,3.225750672247699,-3.256864232962582
0,4.304530535314874,9.663338209596846
0,8.98569831477333,-7.149973856825528
0,5.674396131929972,-8.196993018121686
0,6.32137049791723,5.150648352345642
0,8.13666536149284,6.23452981924085
0,8.446962622504518,5.189823399301003
2.234549050863331,0.8134465354589515,5.983968983073016
