x0 x0 max x0 asin min,x0
0.07171846754182082,0.06476578799614408
-0.9927402213214911,-1.0291805181282419
0.7577665148494198,0.8086445064295156
-0.49394798945295854,-0.47357245449307034
-0.06023005063575571,-0.05287983639873656
1.0677309041058576,1.1749367925853953
-0.23318289531903857,-0.22730391287563262
0.5306165837030359,0.6317488638349471
0.5388857768581939,0.5698083480176671
0.8376001104576601,0.9057682470092552
-0.8991649377063561,-0.7288429819932556
-0.13499063448988272,-0.1285937233512135
0.1564810845723121,0.15546735194799496
-0.13991442781680138,-0.13628503147016427
-1.324152278252823,-0.8874767837012271
-0.1610711226785968,-0.16431795279941291
-1.1464793285371075,-0.8850485360891575
-1.475269882193589,-1.0093033127384392
-0.5306726364500567,-0.4681066346439728
-0.11067319427120297,-0.12317889631525769
0.3108485071429514,0.3307404634667266
-0.24640455555743832,-0.2391033144690063
-0.1953137976563147,-0.18568729456476898
0.8624243947481147,1.0289597607354697
0.061521486674570025,0.06408468349992062
-1.172737575734809,-1.0494369448767478
-0.6990341649146908,-0.6152253223582665
0.48790427414052473,0.4842834587346009
-0.9684751862744241,-0.6958683200587883
0.769905182620966,0.8312212064992138
-1.1315513088905302,-0.8536905501113008
-0.07228702595079009,-0.059233407748416365
-0.34975529684923684,-0.33754192769823566
-0.8201570533324513,-0.8482350337003102
-0.19266145989070166,-0.22511328621778626
-0.8452266042228286,-0.6451544390030247
-0.5396301632908436,-0.5288676851008546
-0.7084101917419261,-0.5891645514084172
0.9905968865063834,1.0097097841740441
-1.04087266416077,-0.6854623091355669
0.40117254063165536,0.3823276657591926
0.5019826846642967,0.4658487699864486
-0.776294639305534,-0.6628296765433491
0.7060200100863706,0.7880150991863539
-0.6219382706052085,-0.5414626475071629
0.27582981811135754,0.27996728807319005
-0.9689544055673,-0.8252960426028209
-0.0955564292335237,-0.11690151244929474
-1.4985482127146068,-0.9261767962443774
-0.9045347653060879,-1.012349567191735
0.08268372885501288,0.08894687045956906
0.5043074792922315,0.473489762131618
0.25297866272334735,0.2611817907068796
-0.3514955371359258,-0.36382258480070473
-0.6025209185258311,-0.5093928585078951
0.9517008682041386,0.8548848662573468
0.8958983271234887,0.8704815675732073
0.7370189201259079,0.6411193557634627
0.08856217761942727,0.07828000163567359
-0.2675453013282353,-0.2499437521528
-0.33338179421957137,-0.38747409747421213
-0.59472938444437,-0.7336745524241399
0.7379873043666519,0.7300287734302253
0.22682330170004655,0.21677784361975105
0.2681930926459987,0.2093632921796744
0.6340144097925009,0.5941825270788155
0.5949632669816279,0.49857880498809776
-0.015395787094118886,-0.01859304385290371
0.6846261847262787,0.7073356072400548
0.1432452852513442,0.14148084158987684
0.1809198462773164,0.14867597474386374
0.6474205319449252,0.6916385265604922
-0.5126402375811706,-0.526078818834821
-0.8334693923432968,-0.6904022230761087
0.7208904611415687,0.7072050877102761
0.25221979790171545,0.25868429336215015
0.12451494184555034,0.12223484009431618
0.2856874165867901,0.27791419075749446
1.0570447742893752,1.0548093939334653
-0.33451320689289216,-0.3778202275354255
0.6411618182194679,0.6207002683933901
0.9288673483351133,0.9648657838777779
-0.5071641991956759,-0.4216962985575547
-0.9077698276971056,-0.8361533462198921
-0.44357372065804956,-0.46486233027979146
-0.7130153015888788,-0.7840931080048675
-0.4639423833102398,-0.4635840524565669
0.049473304459727974,0.052211413266341655
-0.28631381738824296,-0.27301491660404315
0.886780946766952,1.0417762223971616
0.22224288996266164,0.20490486482170753
-1.5123878245057387,-0.7902409947121536
0.8218648981197939,0.6775398625301178
-0.16862296094598095,-0.16514646863571505
-1.153568167877896,-0.9329485679285667
-0.26849082427673177,-0.30341313832033817
-0.162797875674038,-0.1502031500359659
0.13227830511537578,0.13402997122167787
0.3693937225242184,0.4032190882157691
-0.041293478720254115,-0.044220574043527895
