x0 -7.007430865354737 + atan,x0
-1.5749621113052343,-4.726637926396352
-1.5722095912703142,0.0061859475500089176
-1.5639949393570476,2.6683491481357824
-1.4129256711884703,-6.204969277851946
-1.353018885973358,-3.8130315422832073
0.5047242855669906,7.810561723006843
-1.3223844565568152,1.3233548103839456
-1.434248571552393,-5.787842351209911
1.1070633200973838,7.069924256434108
-1.3343235228502164,3.625932992105236
-1.5868914959915725,1.8146913876807478
-1.2988850014214866,4.058813483775567
-1.4391242340979329,2.831005250516734
-1.4482921024340283,-3.4718106610015576
-0.9328877102150083,0.8396034307878916
-1.2549139802238254,-6.313611530845905
-1.4495264448610006,-1.983581969583928
-0.5880016579202748,6.9634788657646345
-0.7894705718275169,7.424076715404057
-1.4553388116840704,0.1723189329954024
-1.5846189675209936,-7.46485902365808
-1.5315686636907995,-2.340957182666565
-1.1415365007433962,4.492450826493163
-1.2220960475301883,5.403411582455918
-1.2652375122663146,0.6073712963330082
-1.3339406810855927,1.7479157264351204
-0.9463926359704701,5.422956922525751
-1.5189352676080805,-2.620851629626881
-1.3109315010413756,3.883678985932183
-1.444117707545611,2.4628801816585524
-1.4029071158911683,-5.031580512027181
1.1048635499354915,9.856510782328337
-1.5934097512398622,-8.302478328811999
-1.360672573135313,-5.252826226800705
-1.4204288701177532,-0.7780835267266984
-0.6144440316005734,5.6964569730752075
-1.427125879526843,-4.420525693059226
-1.4224943115113193,2.4803095661224908
-1.4792954393938982,-4.779487769882699
-1.3924074328296898,-4.433333935246525
-1.0958156277233502,1.7553144170373005
-1.6366961171495722,-1.4509847578291748
-1.4418206580686075,-7.9790314816587316
-1.593235896529989,0.7535281674798183
-1.4005064527981221,-8.740617453875103
-1.4521770978461794,2.8798577582146003
-1.4766770673874767,1.5519581375400742
-1.5630940280334154,-8.437860968053014
-1.0446172859700957,4.835965692988669
-1.7339007797279087,0.9340291763623335
-1.4227357821399134,-10.464456027663674
0.4365642612917584,8.782045993314384
-1.6976328259908418,-8.398658187810293
-1.6496213506322517,-6.513585704426898
-1.5199668877213033,-3.594344342488518
-1.5713605661032046,-4.079652182566765
-0.4453917995128769,7.2830612984215275
-0.7057531811662243,6.215147135900197
-1.3506724559665892,2.6266317667085
0.9153424829632352,8.703595339695992
0.7443891836370362,9.00868217525118
-1.4549546978960797,-9.739592935233887
0.8647036653751053,7.1670468283396955
-1.4556223935337214,1.8727444385906011
-1.652337515708272,-0.7521113214259499
-1.552705934016583,-7.607570875508839
-1.3250759251831032,1.0431446559878488
-1.477863058397745,-3.989503081344468
-1.6619424585508167,-9.706466541277074
-1.3102082445859151,-0.8349503099528431
-1.3351589537232902,-6.359774119237265
-1.4096624283595953,2.0817667569546963
-1.3840623010600162,2.769413723482521
-1.483453968196859,-2.1116125224826527
-1.2997871122311304,0.0321833199543857
-1.722678210983788,-1.2101148310418872
-1.2513050963564183,2.9413357784781304
-1.6481252992785913,-6.091005901870404
-1.5215142397409798,-9.060355898057916
-1.5774957558971232,-6.975767620554793
-0.9908001009302617,5.056265834717114
1.353941804744037,8.247936693858065
-1.450903231964904,-4.623368724972552
-0.5608880615089034,5.76028365379688
-1.2009806741553786,-1.6484125096902384
-1.3910438771050855,-2.6272177856193615
-1.6536932432862286,-2.9939541171302815
-1.6933424867931057,-3.810153151059177
-1.274493174004697,-4.850392313309565
1.1914891233109355,8.818600174690957
-0.9325317218749333,4.079065065521825
0.9334345254685626,9.25130351490609
-0.9256639917560094,3.827107208010832
-1.5203536185128095,-0.2869594509194938
0.6410313117892642,7.365251192238327
-1.5856949931979913,-8.860719056751574
-1.408537548366008,-5.96980131727771
0.9007952020509005,8.246867358050228
-1.0372128746516902,5.154538423756606
-1.1249575628351338,-5.662450086923068
