0.4209568528829841 x1 max x1 * x0 exp + asin atan,x0,x1
-0.016555951643708596,-4.1922155734407465,-0.07010858212108938
0.335685123292185,-5.777069906602928,0.5592629461744141
0.15751120081675513,-3.6356092334786054,0.23179860898296697
0.7976055918083469,-7.768430342954369,1.0955307426008802
-0.42360111124218364,0.2643560424501892,-3.8052228761029623
0.191170361013975,1.2532604195525543,-9.372722194315966
-0.3686686544877342,-8.87383050679121,-0.5341711016600188
-0.5628036363662813,-9.920918169513461,-1.5185967587948717
-0.7355659503024353,-5.085015010736287,-1.8142185549200112
0.2754557132640897,-8.17942154137677,0.5619006933115965
0.8404094115612287,0.20741026444836966,-1.1085425989027933
0.5238614565122004,-3.8166003334225045,0.6950273552244449
0.10105406114864637,-1.467912331645217,-0.256333679847858
-0.7958979427063892,1.0668883929792394,-9.33444049959335
-0.3760598717153582,-5.709115321955203,-1.0425081786868353
-0.16401532041984176,-5.785138110762319,-0.528453906418631
-0.6588480799640652,1.3263729104966309,-9.137546455934352
0.34138673808794096,-2.702286710316218,0.5859384581540621
-0.39456425572835235,-6.836569864877708,-0.8511353650683009
-0.75397519237879,0.1943422644413081,-4.538463621235725
-0.729401726456705,-0.7610783130875246,-2.5623617101937564
-0.4059565045053951,-2.9470887381242172,-1.114945800130033
0.6611973148555315,0.27283430344639986,-1.2905989782550924
-0.5323845862662807,-1.8570230517850546,-1.977757424202035
-0.6061954174256866,-1.4396306860832524,-1.765865035954111
0.13882471303488297,-8.570511989880332,0.39583393877033923
-0.23585838852849364,-0.5692954472809317,-1.6581373571225486
-0.08338744802720625,-4.563149377017116,-0.2305560078468413
0.03945528481918374,-2.4772992754724794,-0.12304014450159757
0.7838735613804954,1.3412568095277915,-8.514639356881627
-0.725433866115469,-1.38333675192608,-2.7348398989815386
-0.3476305442165796,-9.571376647787579,-0.8648556372054136
-0.6708174121572227,-7.370578379817579,-1.7688020273220288
-0.42717253053259774,-6.17656253491446,-1.0997890690747505
0.015105643111106168,0.8793715298869916,-5.231681435797927
-0.772055351095323,-5.815373727065614,-1.817819146580801
-0.7257517552369999,0.08220531408958648,-4.828414413398226
-0.39241916793878684,-6.799165339925217,-0.7484734411708021
0.112432131322459,-5.831228398064384,0.2522241638892348
0.7235165905671882,-1.5245104778082446,0.7549818873071403
-0.5237001869373926,-4.580050677001266,-1.3732428731011161
0.300859756085825,-1.1600160932188872,0.11845400008429814
0.41974347390784145,-1.033742955288177,0.28646640908672044
-0.9487512767942745,-9.363689954914534,-2.379701534731406
-0.09915634570457404,-6.1578769343640785,-0.24103686234315624
-0.16037943645355335,-1.1806504343748734,-1.2118983416466507
0.1442203494643976,-1.2585948856086497,-0.2750521316791517
-0.4515926170886346,-3.0972073442413532,-1.3758622362627286
-0.938987137504588,-8.461968176685915,-2.2370820441349317
0.8831529188026641,-1.959261490064569,0.7813850817071898
-0.9590009489930268,-3.5937618251203465,-2.1969685342827017
-0.5196034418953392,-4.851150319291929,-1.2634739310594945
-0.9078733362710408,-0.47837167741133874,-3.26280166075804
-0.31466879883412047,-3.312565545821358,-1.053100366415954
0.5628112443935152,-0.2657319354560065,-0.5587408281506603
-0.021487969840139405,-7.1590882218447325,-0.05133348216272548
-0.5431719204125776,-7.772892422779911,-1.2901479074880862
0.08770270768099664,-3.4555003993925872,0.12275793489742774
-0.831417213373237,-6.7754546978660235,-1.8617916362624884
0.6889323270375051,-3.1119450985951906,0.7619904001311876
-0.1784493594624814,-7.5515476292401384,-0.3897271794984674
-0.43852088796355665,-2.3317260971225546,-1.751419502394977
-0.2044263739301641,-0.6859575371247468,-1.5178421334737133
-0.5662520624599392,-7.5949498808521,-1.3226484451901015
-0.34753872277416337,-7.543167884819799,-0.851250483846214
-0.5889712489369828,-6.8534899110406196,-1.6310938564587936
-0.7628783633505165,-4.0101352637304295,-1.9985879141804912
-0.9221017072660898,-6.595639509339596,-2.4418143892637905
-0.4478187999655846,-10.028091275143996,-1.219093195803972
-0.5698142728383327,-7.150396079181821,-1.2980027828033145
-0.45651101793275783,-7.620484379031556,-1.0607161530057307
-0.5107312488369051,1.325564292539144,-9.208607404030987
0.8083463477958728,-0.08426977565161238,0.04781837646737081
-0.8456646354278263,-7.5209090012866735,-2.150447692241672
-0.06622623281961185,-11.230593136342552,-0.15937043895127134
-0.09406510537017386,-5.336571899558572,-0.2394519449893082
-0.6214569317027653,-6.573097837410705,-1.0511600791183953
0.30903242528518066,-8.023827270614664,0.43255709198981357
-0.6682494867538575,-11.744214119543411,-1.35249113091281
0.8513782434444837,-5.971454167745679,0.7410155414085238
0.14998309367085935,-7.1666455592169855,0.36057340926238557
0.18878898794278748,-9.143937002823309,0.476433311306485
-0.57220757599178,-3.173578787741736,-1.4545147833533811
0.25805293924394723,-0.5025320591248731,-0.746715356204463
0.6185265148590848,-8.255862644132565,0.824769216572587
-0.3928484529023928,-8.067361799019581,-1.0422576388646354
0.0027795854498108975,-5.969226097249924,0.0028059649557838225
-0.529544651770193,-4.328550123005499,-1.6111282868889225
-0.21996367321634636,1.1007705393425598,-10.431051730778112
-0.0635022013948121,-9.303266852381824,-0.1080164632923026
-0.5136465481149035,-4.379034004166607,-1.3592914273925456
-0.03967479197918296,-4.300739920766778,-0.14664509209310528
-0.4935085470677733,-5.876355276571404,-1.22907800042564
-0.33136199888511914,-8.958882878844218,-0.7474791184925627
0.7539836966656507,-0.571151350434687,0.3880589258608035
-0.21197324888487187,-4.1422274352103825,-0.4924631766355848
0.057464422324834195,-7.623103090420663,0.1328039695240936
-0.34247096387567033,1.3561918272806501,-8.64188337670217
-0.5643520289396564,-1.0172492592520461,-2.3749498438978867
0.6905477742671449,-10.014159487699947,0.8039313888906585
