x0 -3 ^ cos floor acos,x0,x1
1.840736396599399,1.6233175920594793,-10.171223705063223
1.6568100134770147,8.299614799149884,8.189345321258697
1.6892663760154352,-6.025311183007539,5.158428554254375
1.5229845330041534,7.783955457810376,2.3001720190715265
1.6588490116972394,-6.491004974501826,4.219812911041933
1.720386120353326,-9.00161666365321,5.005449574319577
1.5252224646331238,-6.473583823305472,6.023922414420713
1.6224174341855042,7.382798527999131,8.122733313606737
1.5928837576596975,-4.757014502050633,6.829523680127109
1.3139231886369451,1.5180461383189945,1.8494290629658205
1.551370567436098,-3.7946417560954355,-7.157392730606481
1.5730028915544665,-0.8972466246006763,7.914875827715077
3.0352815917704237,0.7084531522226464,-6.308056392814936
1.8767425885495832,0.49798967749918716,9.728309350232792
1.781019747081626,2.196588604905126,-6.726131379738982
1.5280544713967232,-4.116159936774831,9.96572938009763
1.6282594559436578,3.9439457242751694,4.4827713676675565
1.7677785701828266,6.094549327054502,4.5549220117670375
1.5734875924780538,2.219234022476128,1.1656896401904073
1.7665946406833168,3.6207017208784356,10.98812362839041
1.6416995310299798,6.1620129464975655,-6.487191313405503
1.587921034254443,-8.45471119719139,1.3090086853501137
2.737288932509725,-0.821963429197366,-5.2759070333232785
1.5180148914681222,-6.335818512725187,0.9788372769765326
1.608437889271909,-3.0775412226279264,-8.147819211846526
1.3879463149283189,2.7748416062245918,1.3478457318275883
1.3914050621227283,8.801232397818593,9.538545693180138
1.8218675117543406,3.5593007331574538,7.180633750046335
1.47388657482444,1.0086319969545074,-1.5661103429404366
1.6682030549549676,-5.345268637246192,4.021884936629099
1.3907858225292802,1.9531399922332005,-5.198626507798689
1.5343329030063648,3.3182390292552633,4.685232769262298
1.4614163526298773,8.238169882646574,3.2333275646651427
1.3035884496168972,3.4399018775150823,6.48914613275209
1.7433027969535964,4.946509612531749,-8.44906750271581
1.3388210013900024,-4.725210171612208,-4.903838740323003
1.408091913143681,2.9735301034464903,-1.992895023433325
1.5291572100095299,8.796132911136972,7.905919902548639
1.4969560861847515,8.804372358091166,-2.3906106831973513
1.5092462278424594,8.112776413509192,-7.86260546152619
1.4656724516658106,-1.536697658280427,1.108206948940925
1.4620974238357178,1.2514999686912192,9.523213007945271
1.5957128025640153,-7.116203122909796,-2.8231216980900875
1.5810689719817739,3.5641121969908993,6.611978896691986
1.5988727270709124,2.5314021024912488,-9.646712975046563
1.8668878668491071,2.076076252147554,-4.426211776306296
1.6242169384279714,-4.845634636679358,-8.873235011184873
1.8828352992522022,7.755688529092264,-3.4673611425097777
1.519882891539533,4.928891422794273,-9.73043409974616
1.4931357867557062,-10.78979832264929,-9.450973287681185
1.7261476071878252,9.269351817581462,3.0947760537054054
1.6771873876742276,-5.331441369232735,-6.75386446540017
1.510352397193412,-9.464579707901217,-1.7387933271924985
1.3120326317797837,-5.819302435071413,5.077169328444493
1.833969039278612,9.46825197998629,8.451716718693834
1.5243231671772528,11.297914441412765,-4.694666151594144
1.706543368470471,-2.1140831220583585,10.78743316396233
1.5894094279037267,5.083332456819818,0.11133239450572158
1.3990500154688918,-2.709176230781971,0.06317938847673231
1.4389773261526306,-7.404867871006271,-6.2227713194660765
1.77973997796123,8.808033642147205,6.510664678023173
1.630887644572783,-5.96464682810023,0.40604837107071534
1.331529151367705,-2.99261982276964,1.5683217311842517
1.4079001320034175,2.357595616315615,5.824832406421575
1.6336722433899655,9.125731231460037,-0.8797920832871993
1.4176762699467134,0.24356146616271604,1.8480095689991467
1.4731014704856098,6.051489924176195,-0.7399914035888255
1.686116597845327,-5.274168065239342,-0.19985363072675275
1.6754687038660439,-8.182778261415518,-3.5675014009889905
1.6526137113810717,-1.6524369829698893,5.680094055180061
1.5185713308313407,1.5858272110675466,-3.154459071978994
1.3106267075596034,-6.673375896313324,3.5688185095315905
1.5905690260116532,-3.015062630104748,-1.6308812154373795
1.3447592034504614,8.708121477114483,0.08769908067961384
1.4511958119936805,-3.3639123169903824,-9.557875659903562
1.8465947765853954,5.135134832162689,1.961170642669787
1.2979971278181965,3.222163426756495,-1.8894131004263828
1.3488701989995495,3.3547007387384946,3.2159623677482343
1.5672637914781318,8.657119600366197,8.140455019364722
2.7558148106114433,-0.0327160101831497,6.8898503389269745
1.5970677917561202,7.324588554993329,1.1103736192782114
1.6457611559147187,8.960773698557643,-0.46912042308290647
1.7036298330304298,2.135476921134974,5.813291164857557
2.787724693014286,0.7924409232201572,3.5006576579613164
1.3312746825228212,-7.4733138333901845,0.43004432212354166
1.8395471830098966,3.8129023096010264,-0.35052215237336504
1.5518636282823077,-3.729006141306665,7.481164107512458
1.527028552970537,-2.0162310975984803,-4.249845775306381
3.1463233692492483,-0.23576589521162303,5.653027863724033
1.6023937683912057,1.6188656906367522,-2.7007270451188683
1.6664895613190924,-3.1155580532798877,-5.491585910368893
1.572274441391106,3.1572440366356385,6.222920177609602
1.67713902584771,-1.156686883752701,6.00117224491732
1.3245647835092027,-8.317409614200553,4.477985960215588
1.5404661827203125,8.854348290222164,-3.388353536472135
1.624144402001642,2.39551046565557,-8.447660703994448
1.4688475610969345,7.033142525383333,7.861021229929767
1.667099210299393,2.3684787511334724,8.660090093731393
1.509551873649582,6.409955116353504,7.39443036137369
1.580657260537454,9.791010186802412,1.9819524152855832
