x2 9.651382856858351 x1 mod - x2 exp atan ^ atan,x0,x1,x2
0.8516520373159383,-0.33620545471184177,-8.893873232173775,1.3134208160694683
1.6205123775903043,9.022324525201828,-1.4548654467042,6.316034850034496
0.8170449393569424,-3.200731191604092,0.3318880184269,1.0465025881845254
1.3398303212791203,2.549686039074284,-1.0592077293465947,6.897171644147319
1.479003010703332,-1.6263423756163722,6.1873773155477565,5.919599347263777
1.164670960198016,-5.316556460804073,-7.1228985615478315,2.3326121030848053
1.231451626203282,0.9906699179596768,7.035238990637882,5.2062308111372335
1.4672997291630425,-9.239925157998556,9.306671273413428,9.641957044281417
0.4457924625319453,3.3593554075610057,-8.440384784165396,1.4120906212041995
1.4832999729739968,7.61628187403118,8.010854239335737,8.775485760034226
1.0869917267330726,-2.4944800117752677,8.239610370718925,1.6789816229525225
0.08890829232916307,4.900426616176029,1.667878356918534,2.0454104730954294
1.7237721939848027,-5.2978545754573885,-4.886624721075313,5.613529330437915
1.6638451217257295,0.19401045570338957,0.7276340173350607,8.50746787007
0.9475954188960547,6.837818629588893,1.2928081395166116,1.5557338136052286
1.5739582483231704,5.249652105246136,0.18153901921067989,3.1271820117553313
1.2326708510018334,-1.9284077113720115,6.515501820812471,4.379195150790145
1.4370775185146627,0.026265748686171164,0.883702776639364,10.264639294490484
1.4160743538228289,-7.987051611410607,7.6393317428505085,5.048237715090323
1.0984121433283542,-2.420536756521434,-6.346272346514219,4.915927259825603
1.4689822953546114,2.9334004371582383,-0.7275147145514039,3.2226765302907228
1.5498399938422203,0.23864236147563345,-4.895511171223124,9.822930047809079
0.474965419357648,8.725339881514008,-3.9452249708598215,1.477186681848677
1.4274239193528293,3.0559892081072904,1.5975042548019278,4.66411472049982
1.436836292106112,0.8166274807727045,1.8543428065265677,8.368838881918789
1.4855346095269244,9.214355115319966,-4.949498756295109,3.641851729915403
1.6621675571647463,4.113788752261047,1.392350217808279,8.152021372733468
1.3817566102092869,-0.35826385335878747,-1.904727747367371,9.821355313890859
1.482173962983575,-2.389257319128086,-2.325738433825815,4.172037285824474
1.3224340750098602,7.002095866360364,7.9492738334548045,8.773159079746476
1.4608185117385155,5.503515109219329,-1.9645178574819515,6.049912193846156
1.468985214072038,3.550128079732993,-4.346788707831315,6.582208234367044
0.9190985509790456,4.474146040495005,7.6697271864522465,4.746200772416307
1.5497209239535938,7.091240497483572,-8.0752737141101,4.735491122570142
1.4907500807205927,4.362895312066889,-0.5720737647953568,7.934129734935182
1.3837427303285275,-3.3857112008785406,6.944722866683831,3.2926943075678214
1.7537950173875265,0.6739594190243885,5.525401843168322,11.759160091673714
1.1930293663812295,5.677213993834207,-1.9306426742635971,1.791303772951966
1.5079188614647527,-0.9634361518528362,0.5460942307388778,6.578452932592455
1.3629274742047048,-2.1381044835435987,-7.5059234587236405,7.603005223973241
0.9568194316008394,-6.58642742368959,1.1946367191542497,2.239034199448227
1.5903218075327652,-1.7625135537247956,2.7716877560034225,8.664978621160785
1.8894135327558839,-1.230743232517103,3.666536138223014,7.629783501331415
1.4523991953649382,0.7178495205119639,-3.575722708328051,5.39263496670455
1.405596808527245,-0.7313601666472844,3.4134040367816363,7.355558298328822
1.512935944504712,-7.887477378124322,0.06723215514625513,4.5114355003971705
1.309960232873861,1.4564532927201663,0.8885629439266461,2.848339902336304
