x1 abs x1 -3.558272106246977 / / x1 log -0.20317911847098102 x1 * max *,x0,x1
-2.746476602317869,1.6752319157828655,2.0869228962832764
-4.063306339527318,7.353741305985369,4.5930078641659335
-6.700127504398668,3.319035531469119,6.653883968770569
-4.185328405751686,-5.632689836052535,3.0815557402914773
-8.724957582479524,-6.2085170271531585,8.673732199711587
-7.732591190750722,0.4777052984503244,10.70628238076949
-4.50482157027442,-9.294933615395701,2.726825063879307
-5.570483742880796,-1.9906669339357288,3.4263437229963327
-7.90705772120887,-1.15968536543559,5.905185396627588
-5.501191023824725,1.3884157953632077,5.144967962215399
-6.306003213020009,5.681884159514917,5.657437873235457
-3.313282293831186,2.7957087881722047,2.7475021855895205
-7.425622337434075,10.684914984709128,7.929749933325175
-7.664464189545896,9.55010063617839,6.1733652304466435
-3.328144063939901,-4.698528217330227,2.2421843498248792
-7.573819489625356,5.001577371546857,5.739421636981515
-7.186736879156653,1.3780511157916329,6.458405546858593
-7.5366582394809205,6.762766247876966,8.392612417237228
-5.030494872032002,9.22737358852994,4.065050158904555
-5.197982637579802,8.213685310397064,5.242339280873017
-6.156509727720058,8.8940673632451,4.480678397834159
-7.044338021714858,8.300362012864715,6.597347123274144
-7.100175899306753,-0.6002193564780053,6.258909952192466
-5.929966766745091,-6.664218204148755,6.804433603572457
-3.84525515825963,-0.7451404460035074,2.7569526565798506
-2.605163091764517,0.16015837344128012,2.247860077058126
-6.090767263655376,4.353549525652606,5.2638279447307506
0.156194814723243,-9.665810680717808,0.7282175959688093
-6.868969628050434,8.998509189272172,7.928387030546532
-4.940982726916682,-8.562147765715025,4.137355437678433
-7.241059584360905,-2.255244012599536,8.585392531322052
-6.877126607736167,-4.949756900352906,8.181560384941934
-6.883834511187039,-4.274925181534182,6.780495232391665
-2.143204374761279,1.2110096088283235,1.6530207397032903
-5.539456495647609,5.858621859045485,4.327271278125033
0.5314349416535308,-1.5893407241190851,0.5685551133739511
-6.689962074340605,-6.734140252706147,9.021788516808883
-4.7500318693958645,5.02517817949797,3.8139258592720475
-6.534927451949168,6.862736029507949,5.904538671854336
-3.7630483181613164,6.973509633609491,3.448723561122759
-6.9761999006207684,-6.552761735123621,10.810104940361905
-5.311006519945902,-9.517206170786046,3.7960603676042086
-7.600543188549219,5.3876617483804665,7.913825435261305
0.07703327749195799,-7.449867306771018,0.9057351791925426
0.5411113172076241,5.806878796426715,0.6002856651451647
-3.202488387792216,-4.725890958117016,2.9124784267161856
-4.914861616067541,-8.60520608235625,4.564555620934551
-7.692596019062955,-3.546062557230722,5.8618704381266475
-6.0295921304813,-4.244029079345156,6.44572757979783
-1.0231707760642939,-0.8314838774101486,1.112027883714665
-4.797223957680686,2.9973469456102864,4.955153445536083
-1.473309124603121,-2.283827089492451,1.6655860501027169
-7.720248183860982,-1.8749033600001346,9.905102502455719
0.04943728685497798,3.969435436968576,0.0734229928220532
-3.1132300126913317,-0.04256213278779877,2.7942379474693553
-1.3373390404887453,-9.73541241571625,1.2329930675742558
0.3808522582541355,10.469954046955277,0.5716221879850638
-9.788254453439064,-8.683039283813672,9.376340700842958
-9.241688346289978,0.16835998048880485,8.37643417895951
0.3431318228610188,-8.30536787506274,0.39455141300469354
-4.932191624170716,1.5175837989122962,3.802392076027553
-4.3873707747990816,-5.954484931388853,5.232246979078121
-7.986291314222309,-7.104733229199607,7.1396022963011525
-4.943982021390225,-7.653414431573727,5.952148079440174
-4.643332067543499,6.548996927427577,4.114723337180514
-4.176768795574966,5.916001249616827,2.975885760987723
-6.012842992862768,2.9071101726682897,6.033640036303821
-6.238894025861627,-9.294778907129537,10.112088736463564
-4.0822268309398915,1.8261789073211234,2.9438984762479516
-5.0791600952373805,1.0736486296882926,4.886879628320498
-5.206094304931964,-1.3078752242133191,6.335911969198198
-5.63207337381234,8.272362644287199,5.586127892327519
-7.699451679879648,-6.307816656327194,7.480515298196062
-6.522422636027209,-1.2690996544295523,9.977414806178508
0.16677468672427723,9.269263894020701,0.3206346392631286
-4.599591471597325,6.930836954453663,4.4296765094619515
-8.379708273117856,1.2582279992985912,8.221410650472386
-4.338694409817964,-3.9742348579528204,4.158570268071011
-8.19469395536066,2.746293716366959,6.387498989169112
-5.442351475909836,1.4707577675044983,6.222062976517818
-6.669573136300652,2.1038348964825913,6.853363302961856
0.14775713705749083,2.1989537383098443,0.1729804424026804
-8.902463045652508,7.375157479480973,8.196480246424732
-6.299538166049652,2.225576304279946,6.349911942973508
-1.9788726310591704,-6.953219544316403,1.5709705738066495
-7.560426762122924,2.2877013820284167,8.565357951746545
-4.339567107826954,-0.5370647017875767,3.0266472450341166
-6.81541250524635,-4.478561409630208,8.032546871064211
-5.596071915186175,4.82986222443569,7.595812814440172
-6.1335247405385855,-3.310319768795345,4.732208352259034
-3.966658368106499,4.003001965582428,3.336511691751875
-6.819843303660878,-3.8600700709157816,7.159589631207189
-1.4674227720291646,6.900913665667117,1.2927670262540527
-5.860021326602826,-5.172927578267574,6.089351092257613
-4.7519033588615285,-9.679395991531134,3.947405243850235
0.4112811576593804,2.795435503189539,0.5634081287809253
-4.959581732537079,3.6164361633509006,5.553092105451924
-3.928307733761153,3.8520722049605665,4.246501418072366
-3.408651869830502,-3.0171779307086477,2.940646432945926
-7.854357999955184,1.8414860316749186,7.9189817441970805
