-0.4990206038437106,x0,x1,x2
-0.4839081459956634,-7.577309168909964,2.9535555168510226,4.6235265129877385
-0.4195553873331405,8.610438783303039,-4.91023305505121,0.8160201268536873
-0.48711428164132653,3.08074927902309,-1.7473675094907988,-3.4365713418636985
-0.5106635836869917,-5.531867781633958,-4.28907755225167,6.347775771010811
-0.5116585233199604,-8.91230220717951,5.183860346343569,-2.592164135989377
-0.4753308663313106,5.448047047770146,-0.34924271741239193,9.394432066092117
-0.4955553798042972,1.4579599864910986,-5.9933917670526835,4.472773983732576
-0.5247952557037612,6.754474655797762,-9.181785091436097,-1.407798276132586
-0.4297641225126753,1.6759454229269286,-6.129469349716695,4.278644942487799
-0.4258354139217182,-0.44651079178005004,-1.7171316706836897,-1.0511670573994567
-0.469812677052265,6.012129811038042,2.554445373736839,-6.682913715773491
-0.4880993387153121,0.4744982840135079,2.646980194768948,3.8860716648291187
-0.49315664412342386,-5.166959630355548,0.557532793296734,-4.778704438390024
-0.44027892817284997,1.3642851401038931,-9.413473523387538,2.782378464469726
-0.5246762159472627,3.905979712793417,-0.46811618892729073,-8.49267422200184
-0.5107576003881139,6.351680098302705,-0.701128240348397,2.7598057248419896
-0.5578520596450823,-3.7425508659319933,-6.250600506148857,3.0285566867563825
-0.46934255117943413,-2.281070336798526,-5.579330202799642,-7.127137616311143
-0.43485618521893804,5.873494425318325,-7.505169772788147,3.400166221409789
-0.5427822211430123,-6.6509966262035105,-8.283735633455784,4.855949208875838
-0.5026672292047731,6.2119605661830715,4.627629854308061,5.054329082939773
-0.5488647185332713,1.127272899044079,1.2570642513275982,1.682991700774339
-0.45203053904822904,10.116092633273208,7.835887960876566,2.101389918269751
-0.5246624185456944,8.611893353585536,-4.834362357406567,3.080400455634387
-0.46914475516298976,7.080515402681903,8.70888078473253,8.200644008154585
-0.3783165328987692,-0.17260495244119203,6.306563274413116,2.4887576853058917
-0.4644506891039005,2.8593443542091768,-7.174069628174304,7.938897748274036
-0.41880844430983505,-4.259923581309274,-5.8993372245243245,-7.123920394650645
-0.4855573959204134,-6.858532790618045,2.38004933553165,-9.136343434465285
