x1 log asin log,x0,x1
0.1054672793202605,-7.1070604505689685,2.876309439689086
-0.7473048921644071,10.06103936408296,1.3926866058445801
-0.13545590995299686,6.518298093847582,1.9026599132470055
-0.25728273413665964,-6.414534972172483,2.1740182032069715
-1.814419952918276,-2.3955865906781537,1.0867750850067117
-1.0119180008412376,3.508943797137299,1.540104922776835
-1.6009881353307351,7.726705057827849,0.992984840291153
-0.8551475535928474,5.915718303602468,1.9162383713593796
-0.7002050968238609,-0.4940332283532225,1.5668038567717941
-1.4910365750141263,7.512948977216449,1.2175652692566765
0.10081428128404119,2.184126539921348,2.3293961360830457
-0.48048731008256906,-6.886193399028911,1.9764904917187376
-0.46843822153022563,8.907052199802097,1.9820016432836243
-0.3387215438098512,-2.845787397439679,1.6545410388685144
-0.8675926891030386,-7.175006985543582,1.357342536165014
-0.19126911740420943,1.380771975603939,1.899216720660859
0.17165607055620488,-2.0178023519761217,2.844145486154117
0.2556098983181492,8.866947364356221,2.7388629580127994
0.18348959773419674,10.14756924447944,2.435616071795432
0.11058780084155316,5.346269035229739,2.455673841209372
-0.37190539094186814,-4.633556203016152,1.860429025864128
-0.4560365684239781,7.745643377555573,1.7493763559673163
0.4776242859106733,3.089504215941811,2.5957171557113097
-0.1776166722364071,4.076215232399246,2.1316262301594397
-1.6049933562105785,-5.841227247107729,1.19843789558776
-2.221577741762232,-10.320141009084672,1.0684783412459609
-0.04210519850563033,-5.493774818511249,2.0204394558480825
-0.26755230800949675,4.999441681797194,1.807363213886108
0.025541434965806152,-4.467978768779557,2.7120356742886713
-2.3975853972910923,6.792958471315246,1.086254558892963
-1.1604977132553267,-7.012214028510204,1.2056682986970537
-0.6044947386907327,1.7559539717428905,1.8268895133459178
-0.08362561908137477,-8.402366729090941,2.317354528477214
-1.1680832520208486,9.258075885570525,1.3101895733036697
-0.47615171072562446,-3.5357900310999666,2.1608045641892373
-0.1827598468149058,-5.217904866336341,2.0621712360644695
-0.8751001324513236,10.521109373124913,1.4479985519230134
-2.5888487684169617,8.247181635846248,1.2296399085466245
0.12598384955248312,-4.597663420480442,2.588856838521748
-1.6988372712099415,7.803199604885199,1.1797523266086793
0.1620694862494308,-1.7803508495022327,2.659538787943011
-0.9029723013623563,9.312194520441821,1.5734202871850975
-0.9538538135284231,4.496197588884113,1.4421982602475447
-0.6157662284966009,-2.082631884755607,1.6490496193927466
-1.1207356698231814,7.5579464770839655,1.4859218045935962
-1.9329240486897352,4.4743975847233015,1.044452347801589
-2.100976127898298,-4.891798844739695,1.456481235808882
-0.5374841443586397,-5.174302301489019,1.8439697703326616
-0.5514409005471586,8.857231566405128,1.4757054230645792
0.0126838905647867,-9.398741988513633,2.49411642464571
-0.8009843420266132,-0.9317161597218763,1.3037156082753556
-2.4006473726861355,-6.442072676173993,1.0248528436527131
-1.4193127884117112,-8.496167259939961,1.3243377002103243
0.18068606147868496,5.739775878580701,2.1062683095208583
-0.8511396338730238,-6.95252459494382,1.4281404358642296
-0.1655682856627201,-8.343152570753695,1.9980967074405214
-0.2511774257786823,-6.319853034098673,1.8647827594094
-2.775919061731033,3.302684506374555,1.0178102776705484
-1.32110788818082,-7.511439639528744,1.3753749183946842
0.3740928159173458,2.837811349326172,2.5690149646625473
-0.9967534565752537,-3.137666784832831,1.4054831534508716
-1.0612044780355203,-2.3527192858606965,1.518703520903777
-0.9670173564245299,3.0500291962075594,1.2690533108225917
0.07377400476906144,2.750595881666542,2.593642289080521
-1.4060550832112295,-3.8168040996916996,1.3833158705076085
-0.34104304980664824,-9.737392974477347,1.6026644089852056
0.10734406720037987,6.301039786497039,2.1141608004160086
-0.6321975698152142,0.37648836291662585,1.8902817425751273
-0.21640970119703323,-6.726916376347795,2.4313502706356314
0.011415504495122334,5.143501297247512,2.5033116794933803
-0.41192624279625634,-9.761660038780475,2.0384530178632647
-2.3751078302665682,-3.5292227003674568,1.1986418636070373
-0.0051041979727327914,2.694232317500577,2.368804442886863
0.018011418390441365,-0.16563052450052318,2.617933456036272
-0.03512078230241923,-7.477200193157745,2.844801955990942
-0.4974255164080189,-8.688015438660683,1.5105789128227027
-1.244466285476584,8.419657284383652,1.2631604354765016
-1.8344296735565266,7.767260657758964,1.1283242439893222
-0.061162213785367604,5.7674939535477305,2.061012399987228
-2.132266373986028,-3.8205836147026906,1.539670607272001
-0.09918044813846798,8.669157088336657,2.369953106606438
-0.028199852605907298,2.7564966206144965,2.1821479924743103
0.1677773546823691,9.316406245229754,2.82846677044121
-1.2683518165586525,7.253152369133831,1.2179403777573579
-0.6832258108402693,-5.229118271998522,1.7428266707825462
0.23726574958897056,5.4019198589994835,2.5637785218815394
0.004891746926152161,5.851793055480793,2.824513825843417
-0.7953301555758321,8.666952685780352,1.5268765610731427
-0.689349844612458,4.227497983328564,1.3940239570786166
-0.1374398471902164,-0.5156433503313297,2.5654349029579184
-0.37916480324266877,8.865332504550713,1.8976075220167619
-1.0264099421797528,-4.131401143556486,1.3249208110357966
-0.6200605626559703,-9.993292341373483,1.524547713964335
-0.8346725261597331,4.416268487311968,1.4844017418760411
-1.3252893275550777,-11.475783058893748,1.122718362587444
-0.5391622115950926,2.787301980903862,1.8376730876257854
-0.38795879283698986,0.9419861307878047,1.7417643607605855
-0.8915394570301612,8.702801086972157,1.5080304892980996
-2.113786455442289,-1.8501789338299435,1.0433740817728523
0.135093062366783,-1.8317328362234127,2.098699001948945
