2148.898294970497 0.8164427775226601 x0 max max abs,x0,x1,x2
1677.3557330438282,-4.159654295877636,-7.467875718851535,5.570657975294205
2061.7253720009267,-8.774506785577215,0.17915987433556035,-8.493117459403802
2024.8307996939725,7.787012691472389,-9.588022955495635,8.722393092723635
2000.818596075583,2.2046335055860116,-6.043644578915928,2.8253644344218074
2065.8800844030166,-5.560835019116394,5.394628915786315,5.475729566659623
2268.9449469011897,5.37410265032229,7.782433572548548,9.35285281724664
2074.227144759363,3.990879748839787,6.746524668743529,-4.420932945061498
2382.2931950654847,1.1520251965843298,9.854695961119578,3.347750046085333
2095.833615181267,2.3521664188406715,7.2449250554403095,-1.9638822481499474
2379.984366611167,5.326444077424162,8.171722403739764,8.805808569074529
2267.2147307184587,7.805663736010821,-2.034734915783851,-2.8555852226738057
2136.1745074408664,-1.4619374118640929,-3.7964816753857686,-5.081655356602172
2110.3426768333934,-10.771246386593857,-0.28843404307544096,1.0931612457452466
2179.147421025375,3.3953792028626433,3.8166685216744356,-7.513583916890417
1938.408809109703,4.618665190528916,0.5321916466393937,-1.9316183554086976
2292.6453475148587,-7.726876654261317,-1.904985625795777,-7.921179334411574
2168.159934001792,0.9728644411755051,-9.612973436400603,-4.497638745530239
1802.7825584651675,7.1799283569846475,-8.206688138584383,-8.689753964818438
2157.7115578259827,3.376537195340835,-4.746331668386217,5.391460519213563
1977.7247960209834,-5.479162168680254,4.188853915304353,0.5789113933803611
1961.651652249341,-2.2728342481661667,7.286798702035476,-1.255133967070608
2453.7795369190953,-2.063568263981594,6.399030353422935,-7.998671732827332
2058.7849968124115,-6.352072332945076,6.161204138144237,4.899167403020169
2276.7032618128474,5.698740852493436,-1.9394134288824647,2.1642572061490593
2036.652571098149,4.017377708729997,2.6562639231819754,5.281510465682579
2229.9516671147585,-0.9253187445889002,8.10181061536287,-6.708923428239522
2112.631457525683,-5.060783717217307,-0.41168763429983946,6.438935730808336
2195.4681929529143,-4.704128825677321,4.4271675506716965,-2.353172894916206
2041.9255236542026,-4.616533487933234,6.31402204365975,5.62910522004637
2295.26018573139,-5.34790037254301,-3.8899365636050685,5.434057922248864
2038.2234190291142,4.397892920180685,1.6370542654733402,5.333104486557693
1812.4485392006745,1.2143110112288111,-3.8531412541498553,-7.466697920857793
2097.021962440508,5.901079206499407,8.262433934992032,8.32121213535698
2461.121819225925,-8.35015456204435,7.287066078706627,9.599010703035415
2200.817241719581,-8.654049325026673,-2.4613554920213874,-4.662887931453444
2181.5120553246566,-6.513663972474141,1.1220108711805064,-8.175576688145538
1910.0662678257427,-4.280452868138132,7.193403620982562,2.86141953259726
2075.9293631316527,-1.6369753582089002,-11.282968410975478,0.986679099150822
1544.3094107312058,5.3406386383358715,-5.085744557489144,9.466347316877515
2346.6734430753836,6.315305183673876,4.9505942342316756,7.341247927348377
1976.961095929326,-1.9649251909550778,-10.200358999186754,-2.2585925770474162
2047.9161579295205,-8.079177503877357,-1.4836367599796314,-6.476328845550348
1898.2805586486145,-8.32058045561608,-4.780612779782267,5.191284818209706
2507.693219570648,1.1497375166027277,5.615539496543148,1.9534314128290107
1933.8847649804898,9.153630649229312,-1.1359882236490817,0.8322844963432249
