-0.266598088083402 x1 mod 1.3175548835373974 + x1 abs floor min,x0,x1
1.1119260393765387,-9.954228259941685,-2.620839076806192
1.0847837476813573,-4.105148999620821,-7.168728141287927
0.9602793426301451,-7.264603947575263,-7.386494614263522
1.241729349979119,6.3199569763579415,7.7529355503937945
1.1425890707663853,-7.4890087253367845,-4.219629445923067
1.0827180732376347,4.621443211320811,4.847865139966881
1.104466863815314,-10.032286649984641,5.180485790743294
0.9484133693551068,7.848970201342417,0.9440457312214744
1.0134599470050687,-6.81139416851832,-4.905606494422317
1.1128043710585622,-2.353241219936102,-1.9091059479022796
1.0823413625283873,-3.419323016035142,-8.188055427311093
1.1503805218758272,-2.570335587962005,-7.292697196566023
1.0472992633281757,2.161555195646214,-2.896756154960808
0.9605621716275109,-4.587452201082599,-6.676648569532285
1.085122010757207,1.1523675371254973,-6.803049506263962
1.0882983866393456,1.0073804207872123,9.638189326114418
1.1359793142545795,-3.6657198270199394,-8.341256652066873
0,5.404858388147213,0.10606039286388869
0.9551726433194938,-10.084661036900775,9.053777460577352
1.1157606549732457,3.1117218970045264,-11.106254511784499
0,-9.712200683168323,-0.22377182104306312
1.1002925334085798,-7.365432858729868,-9.531331205141868
1.1111566075531802,-10.694439060617137,-7.916115216708611
1.0342018180318049,-4.366047342970277,6.118872778269517
1.1051570501939318,5.106400769178462,-7.046622293997802
1.264528554171362,-0.8293377103997067,-7.61302723197458
0.97115649423972,5.469241911614134,9.405311582810258
0.9597350858109036,0.6047561444002543,2.5755140280186435
1.0860457380218267,-2.563334426717552,-7.703630171175232
1.0914662364725494,2.1863803663127435,7.219277092502178
0.894727833066488,9.004761868383667,7.3970244490879224
0.9825173957168224,-10.49650060965622,8.906088863234134
1.0726934113979794,-11.032875857510282,2.501203508245522
0.9101598752646551,2.946440191133117,-6.008183088228989
1.0242644303525577,-0.456526813384133,2.274121038701772
0.9437798115238081,10.245982566511183,8.869695335836031
0.8856547612011353,-7.434200882773545,7.250614865887381
0.944222525818024,-2.487090529233121,6.697557830952935
1.183050646974306,-0.725436553596081,4.163720854632323
0,5.315267071314958,-0.42899026123953177
0.8916002062885029,-4.862109591169305,0.9712573953817422
0,-3.8174002712629616,-0.7256531261680234
1.0188896405792662,5.305925233460028,6.865565976377426
1.027031427696291,-4.242541071976241,8.403716184915769
1.0126763014502065,6.507520721139903,-6.396097153667457
1.0353933720428785,-8.108794611866612,4.045265221337484
0.9856472935054787,5.2860732392634535,-4.0909492916566
1.1142836724445628,-9.40095590169108,3.5799037651818257
1.165297254683664,7.550494425780364,8.307354733150973
0.9600349305955052,-4.132393027103194,3.0405475718277364
1.1372710723178994,-3.5084248667275757,-1.8259708998718727
1.1970379355097749,8.618487330322612,-2.1913908811178393
1.1384279033642886,-5.546482280453419,4.612014937070142
1.2274826206679146,-4.201800627927531,7.496442943953378
1.2547674846736885,-9.018074533932948,-5.8753092661604835
1.0075704856062415,-3.9141508371150024,-7.4710608796013505
0.9167633159834476,-5.78751785030022,2.330662857137378
1.0238884763360934,10.370356060148861,7.4368088071390215
0,-4.949228611407359,0.44115042222644185
1.2145766435984187,-1.3434000748576675,7.540351571882963
1.1876508317713492,0.06979520229486418,2.993313321375763
1.0656983504720325,-6.002570775756281,-1.8666974884467316
1.0578845757651185,8.462732898125065,-6.761685996723972
1.169564382406869,-2.8202887287996683,6.52937518301225
1.126302807026459,-10.168380516276102,6.687017178401884
1.0725806526626274,-0.8924785789328037,-1.568835843074334
1.0263266214476225,7.699488653334205,-6.965341532668048
0.9847984528720962,5.452424587969252,-4.585544490806889
0.8746310949860963,-2.8044131766221487,-8.947307629994475
0,-8.584846423938638,-0.6939535819104081
1.1525939874769668,-6.762783437840243,-6.418506393424414
1.0355585439859334,-3.1167213388404282,5.446182351858459
1.077242438708507,-5.115015165699329,9.362058514183552
1.1644896326439396,-8.104568730565639,-6.428955526624175
1.0458573409407461,4.443097595770459,-5.10490409453753
1.0899377558087473,4.07947038917429,-1.0950341776334078
1.1424285784224464,-7.611227905125109,9.992442849555554
0,7.090568243837102,0.7969664203845259
1.0623383279807288,-1.8030271381082559,3.830330743075919
1.0233850354615663,4.195554355933295,-8.166832246637778
0.9750556729232719,1.9600120148792277,1.1527739610386736
0.9601901476379164,1.3828315677453424,8.499901908265315
0.9123099232861223,4.661349319283088,8.995201148183032
0.927059931578257,-8.558284212413781,2.5122862927087626
1.0819814305797206,5.821284701901156,6.930329248422215
1.217871385884883,-0.13159235062650515,8.093070370836456
0.9724431828049748,-2.727172995522585,7.443214537918035
0,3.626532630068056,-0.34165808988992713
1.0108123448069208,-2.5929255131449063,3.9407090076244917
1.2726839779786616,-9.193386374583007,6.103827758222164
1.166940874579183,-6.595038121064228,1.0940568059662794
1.0226439453573752,-1.5710987772737026,-8.657734425604653
1.1285012602628082,2.6142179000805714,-2.787795421944433
1.2733540729975703,6.301878030535118,8.652797787990664
1.1979812008919184,-8.45399523272892,6.467555619855061
1.2182964422056004,3.1614298289064413,-4.4060215492625
0.9844039507844107,-6.591420980251591,7.550962835444261
1.0595303146804744,-10.658757611391081,3.0450910786770415
0.8355761084780279,-9.85080521673798,1.056134324123382
0,-5.448287186660654,0.8043123657779921
