x1 8.457509878128953 mod 1.9120751085890755 *,x0,x1
8.81593311555914,-5.013271418527416,4.732841839445898
-14.862558635534647,-4.189892378159235,-7.055291455697552
1.1214830090285015,-1.514450541744458,9.820858939864879
-6.905829888510193,-3.9546778700775556,-3.7892599337128865
5.871792380714567,-9.51159940231573,3.029005855193404
-0.5090171533473632,-3.9534764715496316,-0.28372157404461873
-8.787917033600914,5.972366021809271,-4.7807810882644945
13.611316947792897,8.956960442858904,6.908495188174313
-7.333006689520348,9.021715605646289,-3.3284661231590285
17.04249630412908,-8.335116709649578,8.717289808199947
14.71180361156808,2.212158669219108,6.724827141202009
1.2433513024265788,5.755793518483137,8.878432881850467
-11.209535059651072,-9.004102917483987,-6.855588815290341
8.847231774813057,-7.466570698963046,4.546850476547752
14.381894558692792,-3.2751136089356985,7.059796343635414
-11.796278469374396,1.5302468081527913,-6.899651815017567
7.951064936971867,4.872124664260253,4.314881865058633
8.819132809738853,-1.8644864184044778,5.263819791346105
2.9952404745353367,-7.398369838501085,10.242004969714431
-2.697940041909485,5.677405852515128,-9.591289837334392
13.04996550898404,7.5449982349065206,4.84992675024592
9.077052871690999,-9.558919649800899,3.7376931544583853
7.799987588444857,-7.559938301993716,4.113331072575616
14.308783399060056,4.166416292499095,6.631478045119172
-1.4153158771398544,-3.642457662872609,-9.089859784453205
14.535523599414084,7.292101332596673,6.712036377649072
-1.0393048893234769,2.214122926861564,-8.75242428968213
1.2500512329093396,5.4098370095816914,8.997606680332733
0.3246602600759956,-3.890416461659452,7.358655538580506
-0.8051166873647154,0.1421649159427752,-0.5002122851521444
-2.5407658799901536,-3.805173819695924,-0.9864691054928204
11.156033149468408,-6.6263025083148275,6.148202053578483
7.028719335268947,-3.052293187342922,4.030295351938082
-9.16200673216662,6.084580455772511,-4.157024076713549
8.477909709155941,4.092411179033337,5.357344824592163
-0.3760727968182317,-10.427405843124653,-8.91731619680976
11.579263488476835,3.3210488119867336,6.607894436529937
-9.945946812566094,3.917504708845978,-5.5955437194408235
2.860428530714531,0.4953402221348003,1.672946631819593
5.732222592662332,0.3855930399161719,2.6094843500127323
0.13810283490194794,-3.1383628089707942,0.07671868750939853
13.410374175762783,-0.4863338013184096,7.274126909288789
11.182351298243296,10.592793050447128,7.572805582399262
-13.867174403144402,-8.694587447777899,-7.643183288445554
-5.180263845138951,-7.687851155315917,-2.871365326525245
7.1075751112545,-3.1505577907100486,3.7900472934480582
7.5766980132169675,8.4182537471352,4.652186735908305
11.59781104389118,-2.076407860947835,4.3905993982009734
14.304688663809909,-10.292852016823822,5.487907672663884
-10.462329129728248,6.400258448598685,-7.521890949906986
15.476250803255956,-2.6901936943496016,7.7059199585709575
18.624010584412567,8.819546605835145,7.95329882022116
7.703469825429611,3.309010022820042,3.9123452388198756
13.6066182625959,1.3167635853569153,6.877288513287391
-12.848465951940506,-7.925415546712661,-6.990017628832735
-15.130893954845975,5.827208385123109,-8.324703103392395
1.2957373218237094,9.481872609415058,9.211473689853468
2.347315235231295,-9.088565606935308,1.1825351495311027
8.477084638411691,-1.54783700522115,4.839260855501291
15.580078383663889,-5.130967915220351,8.197975169907302
8.95887910122405,2.879255737443895,4.745360667832296
-14.937681349054234,0.2901952657820138,-7.242169039988606
-0.2535824647464197,2.626531099407606,-0.16628371577984147
-5.333182427644731,5.181484815322462,-3.006563965324773
-4.619094869662726,7.476070356474646,-3.2250378384925957
-1.3918516807634569,5.985282810988704,-8.781322827269804
7.878208222307784,3.109130493124602,4.27588539229212
-2.013549488608307,-3.554050758878793,-9.112627821403123
13.976179957268775,5.1008496457083,7.035677327502884
11.795166431416838,6.676816425058595,6.52375243822212
5.3380629365094725,-1.2815231153107884,2.6912463509633158
6.193170778325109,10.057543278536404,3.646114728767737
1.7174497429765,3.863866942650518,0.8074217851521921
-0.01696059508395805,6.955570905927361,-0.009551245097581864
-11.211531969256429,-2.8345344201528997,-4.296139882782473
-10.294115928428873,-8.757601939838635,-6.069694799398708
8.16920376759701,4.916301498214692,5.126354586188714
-9.92769315398413,-7.655427168316426,-6.308996489069305
4.2136596447043,-0.5551713787853896,1.944144738032917
-9.627794444707463,0.6562511516072058,-5.674594561569936
-11.024184349642976,-8.674903354723638,-7.102148053554882
-12.809414682035012,-8.093960425697915,-7.984576797470658
0.43935082728280767,8.306379799125592,0.28849497871797297
1.8882582984123866,-6.529466431082457,9.329325889419236
5.605530485145835,-0.5628939194120481,3.2134298304143085
-0.8717537422335376,5.8436191304978795,-0.552658219555914
6.321932729837998,-0.16704398470004786,3.2196297392114337
-5.224147685959443,-5.999200918718317,-2.5982376446382904
-5.374396340182105,-8.13836467409054,-3.694867662833675
-1.1465439779771356,10.397588885349851,-8.50845488334844
-3.618705075622083,-6.300870798549234,-1.7673375056704042
2.000083407655117,-1.7567155451931635,10.508375397103851
-1.640404414095628,-5.647618580137769,-0.8758808853231767
10.955483012093303,-7.596505831341367,5.34826809880839
-1.7730928273862396,6.785801097365761,-0.9544527877821153
2.066160292421683,-6.8423665430579685,10.276365039148155
10.657225830170677,-5.165729809988591,5.605700196915259
14.491077825713864,2.8768203539047716,8.90324414344323
14.48213627714258,8.810006635742782,8.68320543514777
1.817429652779322,-6.298748526391159,10.823748263039308
