x1 atan acos x0 abs abs + 4.760863893244782e+11 min,x0,x1,x2
8.23199290656893,5.3617157083906495,0.21889521100584355,7.810577622340558
10.056410503345996,9.762109237103253,0.7937077205536381,-10.162171641473805
6.186147349290102,-3.7548425716063414,-0.5191641464536538,-0.6819582374531561
6.234001823447415,5.121799803575383,0.408134090985836,4.490780035893114
8.508823124956157,8.868809078745212,0.7238785415667165,10.036469659852301
4.14205010106165,3.9226267621449744,1.5516638938080776,1.4295614440037068
3.4783621048263353,-1.4017064719801775,-0.7052132862088536,-0.5273040673123033
8.37058418552662,6.305371054146633,-1.1431468156917892,8.448081827435933
5.420214943199366,2.7883329371183208,-0.7288321425486143,2.2870952591163065
4.682689864522065,-4.280643772977546,1.5015259286539073,3.9038485285390427
6.405878169655956,-7.458489533391771,-0.14261096926086933,-9.557188584205122
9.402037792077339,8.849548130024349,0.7606312683566934,-3.6758975331943327
4.127658670028214,-3.3840594659725034,0.15949675690719897,-3.178204156916909
5.1607065972452935,-2.9784698225429307,-1.2664955156369784,-1.537121807091565
8.44360893440337,-6.78549173110281,0.0007539095555688641,1.5680057619558085
2.783138020246177,1.701892110088441,0.5762979376312786,-1.1167470430905748
4.547348791020312,-3.5175670280698705,0.05645302674341298,1.7963609948587056
6.544735097203562,-5.197612286736925,1.0734704865263163,0.7763567149958017
5.451773128372274,3.00729605433289,-0.40621356275226395,2.9019535282774016
8.498917006922397,-5.31128594653788,-1.1017968204151056,-1.224787399382715
2.2817454445731125,-2.3308660613821393,1.6005399293207816,6.508303118810527
9.40464903447804,-7.580993602738427,0.5365413905685101,1.8267517357916545
3.7652835276152343,-1.8928280272664264,-0.5923795836860916,-4.926909998883305
3.6809081531870893,-1.094968123235825,-1.0123539152563945,-5.793036308034527
10.295412030621145,-10.60484417780859,1.4975051423318475,6.87054603022007
1.6590582145641997,0.09023807142935437,-0.0653334524408897,3.0963484748311347
8.710042666617339,5.846557100409261,-1.1285955357592843,-2.4185804707842165
7.849807783055814,5.953221255897228,-0.29504370731329627,4.816525756409846
7.072564338513257,-4.582534170139872,0.6213102320667924,-4.153927730612752
9.14282915101676,-7.531977900801627,-0.6353772048331581,8.840947684313747
4.645025228253773,3.7469762678791825,1.5101183310672694,-1.9901731462861587
4.643661848977804,-2.8951949471542764,0.6264494197257128,3.8821419491603075
3.3053671965132096,2.795755656321781,0.38355961881563383,-8.068484603583098
5.05282929760396,4.343365824925564,0.9097568160661177,-5.397928099942024
7.4533397272350355,8.316323249421547,0.7268070999686299,-4.335148732741544
2.7234331973409263,-2.6578443106068512,0.9517020349494522,-5.28705310970199
3.0165614096443067,-1.8949637267938928,0.8157416966757816,-8.695657013113534
9.969738834875814,10.130711336954425,0.7336277647369823,4.894240337300865
5.684655613623495,-5.442380246817968,1.1732484205493374,-1.567279416998428
2.7424619860119175,-0.9578126886310148,0.3610297309698087,-5.37330936398015
8.366740317798444,6.561580340560814,-1.185134520695938,-6.801067899448947
6.950818677591914,7.9294614845159,1.2504450460340208,7.828131263120723
1.3105014358077887,0.5754472006215413,0.7651017664956644,-2.7882341321493884
10.09734314823116,10.808152790431683,-0.13658338479518448,-7.215207311591916
2.2619847019955346,0.27020589530549866,-0.6703380916953573,-3.525650246687265
6.070812600064883,-4.037839021531804,-0.38166827763598876,1.17604792912313
7.608901638558045,-6.247206701729114,1.2321684062671308,-7.3912619365609435
4.834405408046123,4.51303616861556,0.6734439664948484,-1.7639538342961696
