6.073784176663899 x0 ^ 3.2866874306820275 min x0 7.210570217924278 / x0 log - * 1195.9501576502596 x0 atan exp - min,x0
-1.0433511862260432,1.5274411519027713
1.541766416999488,0.689905570912219
-3.2240914656440265,5.335355445280381
-2.925907852835574,10.762674765164562
-2.9096593495794814,8.87997278324356
-2.711768012455519,4.368303673508772
-2.178700616958912,3.035192263144039
-1.719965494846235,2.956599463674193
-3.0811930317119516,5.916931321018729
-3.3435873104564986,6.660680813584767
-3.0046332510081184,4.8701860145122815
-3.391027635702692,7.673480717147051
-2.5058935966846962,3.4240913832177355
-3.2044363706960484,5.367441540914467
0.8096770387816802,0.8064706403092251
-3.0193203788154728,8.075123967801046
-2.4561803730195484,3.1362942862008127
-1.5700288333342314,2.717842666603642
-3.5118248329961586,4.722933295668574
-3.1385330750369316,8.107139694802163
-2.547297964614469,5.232021047005479
-2.671072919145245,4.664272270393777
-0.30783476754341366,1.3917405901612092
-2.726374680772953,6.889212547547836
1.8830005161308092,0.45930981166663093
-3.111657200744884,11.015999275844301
-0.8700883163228705,1.8372581310051215
-2.975777150750826,8.549033789692752
-2.7770341771492784,5.439113464369372
-2.7454350876407947,8.437943252123072
-2.5573247234414187,3.081753198557692
0.3747433089185068,1.2218074069224092
-3.1632617036124495,9.26544726443732
-2.996873674793382,5.2104778674117656
3.3572465243151774,0.041790372223026305
-2.7300099693426763,7.682527867014196
-3.0813133077002033,9.38396073888782
-4.078179786734934,6.8105485986417404
-3.671323212408094,8.083886839946507
-2.384382893134815,9.643785092299426
2.1559867770729255,0.2925929523661252
-2.7669490097136196,9.987493887449363
-2.839810243917883,5.858075795463443
-2.3566790624101563,2.761540606628911
-3.3877072279143494,7.429826972213509
-3.3885359183856516,6.649905438325331
-2.560794192759876,7.517090777955451
-2.550331845957376,3.850818834272801
2.0697710161057516,0.392592596483554
-3.5555660169210124,6.431473064314932
-0.5474998364760949,1.5328503313243864
-2.7716382375976774,6.835386342709707
-1.2280427223631771,1.8036061461229762
-3.485970930029806,8.451089826486513
-3.398175781950563,7.96098533304496
-2.8724668221991982,9.39308652205599
-0.9600440916261278,1.6396419866079741
-3.2845889356306923,6.38955815161226
-2.956004666147231,8.555720428989405
-3.0538263507635013,8.079794975283914
-3.3982184383046006,4.977663795997209
-3.2044254798723775,8.665578626331389
-0.3654849773826854,1.232109945476744
-3.575863047975096,4.808030666872323
-3.1292546477643683,9.155424841432923
1.8474473370936297,0.5891980758355151
0.3853411074311887,1.008463994258734
-3.2370142484574402,5.864241218288632
-3.2184609803074906,8.756172345334065
-3.04206917186028,5.300670322773154
-3.038421599425882,7.232938334837624
-2.5030904507369423,3.3341066985439882
-3.0880968590833113,8.387646709133795
-2.9733467907484776,10.683031811882659
-2.8177631700543357,6.3865087043306215
1.89299026678799,0.4579871011612468
-2.8559607625929404,5.828420569921987
1.8582216333810118,0.4742161525009295
-1.6943380318417567,2.1701175507713537
-3.191538622111454,6.176887121666976
-1.5510874914499784,2.4890785125963433
-1.9311895820408664,2.675507988191335
1.22795541525156,0.8138981246034094
-0.9654056489523851,1.6379184535181472
-0.8354916863399993,1.665528348656348
-2.8529184361840603,8.70206110246956
-3.1853614754515345,6.729309999782206
-3.436599269799999,8.950713277855655
-3.0757433168811334,8.096515203055953
-3.226147380868314,7.253743381830955
-3.204239140233582,8.835841126649743
-1.6900763070900702,2.0481112413414837
1.798931483971433,0.5672440285318592
-2.7365970205992953,5.856904540472627
-3.196198509842927,5.343020688555482
-3.328030977161723,11.376138474100353
3.3714305732945196,0.02130976126673557
-3.1938923605989475,11.625933515879018
-2.4271284867199125,2.8540355392417602
-2.902748026853586,4.889164532148679
