x2 floor 4.281238288623106 ^,x0,x1,x2
10253.738643025796,0.7836498273658006,8.322933272709369,9.674959460159528
107.14784874870641,-7.226435552122164,-8.248715189267166,3.3335499280312777
0,2.3064967734538833,0.007988512458070628,0.09518321675386286
0,9.654076959437328,-4.48217331247806,0.836098056312368
107.52169992752711,-6.532483906569972,10.305805469537583,2.774138361260491
0.9236006231163608,2.500995496340053,-0.28461538379203605,1.5020766754018644
94.49763581084099,-10.313575725834157,5.810866167394828,3.3069274533929773
16.538628213243474,3.2003067152078795,1.3777237357081267,2.7397496701811277
1118.6013384739658,-4.527847039411933,7.167388162805005,4.1955880174932
18.55868968246187,9.196589420580398,-3.8951489752452635,2.4543113858585044
963.4872523564266,0.6944027555779887,-4.940586213804384,5.314377776630029
4089.490843475752,7.223035620257299,-7.52659719763996,6.284521550800323
1.0183557493068929,-9.287776938257174,-7.01055032890764,1.465037548870217
12045.71784273691,-8.27801874997196,2.6469408224833093,10.512260236548224
122.46389491692058,-7.112620845392153,-7.522119966143098,3.3145091061356258
16.135367109833716,-7.797557857742658,-5.167973004531691,1.966218670187834
0,-5.272780353361626,0.7020829258027305,0.860357087899505
18.422307269919084,-9.63757775015069,3.5563246822196284,2.621577633987676
2315.880004315372,-6.156059334561602,-0.06939431000808642,5.810395214937696
4076.2135867395646,7.453668310299534,-5.102421208237024,7.722832305594625
17.077404637352032,-9.393124095594176,2.558063076584981,2.459397322088141
4422.4245985229945,-0.09241992196478761,-5.895566995827771,6.9053729579932925
8188.0247549787655,-3.218962539789413,-7.756494330798016,7.6256561826952405
110.39241082946002,1.144921437627125,-5.462740531666963,3.772039502163936
3850.5078907974653,-3.052683193091101,-6.390659499497953,7.211535825525138
960.0836023087592,4.966577218749387,8.136609889786827,4.420625670459912
904.3330590236537,2.651235395932044,-6.519144536209122,5.771776707522398
0,-0.022485997125664667,0.7343911257276693,0.6544153297056795
17.40238392159845,4.914800814206793,-5.693345274674476,2.597821824799145
0,4.969813204780558,2.3793528009115286,0.8472211379155123
334.0515756045385,6.88604079481712,1.4872534095620205,4.205526058086391
14413.552526526035,6.0757474680612855,1.935398047077897,9.952676744534237
118.69954948046501,9.757861623408354,-6.876145902496562,3.0564252409289177
15609.744734422997,-0.2725524913241464,-6.690042859932957,10.27124597027476
1219.8956395453201,8.389876805986836,3.725070443766014,6.172238631102581
0,3.269733363211769,-1.6141879589298322,0.1661203481265392
11543.046260754638,-3.6357565642856806,-7.050862891924378,9.36008971522037
428.72277005005844,-9.814336298627508,-9.557103288371978,4.411536781791331
117.36510902744232,1.3951006835499677,8.365058517170077,3.6788000102468708
1852.9164958934637,5.273767682197254,1.3254003617763217,6.587112841857328
7892.46349301117,10.246203856191542,1.9165348511739586,9.002514146926227
2355.4570203702556,5.315223715978886,-5.447816929693759,5.891761911578982
96.64423068286946,6.33383703238036,-6.543131700148534,3.019702423888211
113.82424887674259,-2.715843565447055,-2.733279368942873,2.929209649199936
3605.6152197751435,-8.32212381751295,-2.527027302540592,7.73799080478055
798.6229414380493,-5.599936007628915,-1.582544509505536,5.505480149062415
350.27510303004374,3.761990084200707,-1.833155238246725,3.9793724828533144
412.2959606282304,2.0701664172783514,-7.675486070380672,3.2897783806428462
