7.102414425067401 x1 cos max 0 min abs 0.10644884632877272 -8.251775601426548 x0 exp mod exp + *,x0,x1
0,-10.019408501632077,2.410898861395601
0,-2.8294476816914584,-1.6095347583961164
0,2.365801061109213,-5.129305389047045
0,-2.3229920352670437,-10.363368103911442
0,4.909850958048614,4.535536738192271
0,-5.086461235397352,1.1894304511821243
0,9.745905731112854,-6.54497364109603
0,-6.321028567951447,10.72834418937541
0,3.684559357247975,0.15709899544617734
0,-5.366665672263049,-0.13954035369320092
0,-5.1806506198029565,7.092885001049693
0,-9.135698316219441,-0.33801327612673093
0,-9.115831954637853,-1.0126643274187945
0,6.353718325828629,0.825673034204092
0,-2.384115070098744,-7.191193168722648
0,-3.2038554582553216,3.4477174437882283
0,10.503436374592884,4.364281665458661
0,5.721915218029709,8.28048703903119
0,0.7480743695322628,9.90386664499774
0,-1.9716465147743183,-2.7005754587595026
0,7.452026740474851,7.918333083866625
0,1.2733613824928813,-3.4049205486459106
0,9.97466369400636,9.002363592857943
0,-8.546817539326003,-6.20391829623409
0,-3.4108183939091243,-7.995334932478579
0,-7.778029778126547,-1.5153044898003527
0,-7.1527503455802,-9.127188525826027
0,8.662132887051056,-4.046843454516097
0,-4.262374825847182,-10.499527422444714
0,2.861077824971579,-3.4299374076213036
0,7.71644336394626,-6.153935168465013
0,-7.944636422781304,5.037328728697632
0,-1.773372976668182,2.424344775373039
0,2.7346205091793085,-2.7410360538223397
0,-5.6823672980602415,3.7820090863075033
0,8.349037134303403,-0.23877483452423856
0,-8.391853876754269,-9.618074218534034
0,-3.452501404210218,6.400347099170532
0,3.5204151416864633,-5.82473015826931
0,5.594351692536637,10.234995429566382
0,-5.523769713014706,-3.4416492069957543
0,-2.878256602973024,-4.983978517663987
0,-8.260538782163136,-7.921104769710057
0,6.904244169146916,-6.966347857724166
0,3.4335791151922512,11.810038341727402
0,-5.780369632949841,1.1830705157819907
0,2.7665122154165127,-9.082965650573191
0,-2.1410371343087804,-5.236739096318133
0,-2.7606397863517613,-5.204280721318118
0,-0.9301218535455021,5.772952020097747
0,-4.626847974500706,2.4509648966134425
0,3.7851685562175796,0.34267619123688814
0,-2.4841977715955736,6.840291746217853
0,7.429083032279784,1.012300792183017
0,0.23903597075030933,-7.07608964647666
0,0.7737390274369542,5.083972781983936
0,-10.31626096500533,2.3393815257642054
0,4.865106270617223,-8.825631572181209
0,2.8716507200236374,-3.6854672500513557
0,-8.260284182932534,-9.75603566935086
0,-0.4362993792473141,1.4728847386797457
0,7.580806179270178,-5.38805271566494
0,-5.595990992967264,-0.9487616451110812
0,9.09757384309644,-0.7163996709337087
0,-2.219988167537038,0.0008624136599917927
0,10.854820616501906,5.068885818806158
0,-4.553812427479753,-3.179235650586578
0,-8.964072549483074,-5.30889213733783
0,9.517599530980156,8.51687013142499
0,-7.695638894147312,-3.6344974294911405
0,10.169955740582774,-2.804381142745402
0,-6.694011304003979,-9.356212303029746
0,3.68176408561649,-0.740495231707728
0,-0.04233521980403783,-3.6867011377363075
0,-10.142781673682878,1.3500142531863182
0,8.571395804816627,7.974782814094003
0,6.254223148654755,6.628816623456946
0,-1.2227960672914104,-5.527089691862397
0,5.47640906568144,-4.601278413345748
0,7.23924808431289,-8.66612765988576
0,10.827496954541143,7.434360193673426
0,-1.5661328911693535,-4.463372586759429
0,8.41705586286547,-3.949943801354978
0,-1.7383660226592212,-3.4115641198725144
0,7.489980491455342,3.760809523249435
0,4.467701277122488,8.274557971645327
0,9.89877945501362,7.374792201896822
0,-8.977183536788704,5.6475405580287035
0,1.2512641535893845,5.4039593050639665
0,-5.663961235186526,3.7769310597134393
0,-8.29744997196823,1.5359523648450233
0,4.881472027395183,2.2575911427015094
0,-8.667243207343247,-5.1460911156609015
0,7.435471517317539,-6.360884874869892
0,-5.695344306033763,-1.9949362668379114
0,-2.174196086564042,-4.930786722633992
0,2.8432595274432186,2.075273665175175
0,3.599611358422601,9.34957670859161
0,-3.315520151752498,1.513152453993026
0,-5.309789649572625,-4.43044612425346
