3.437798087664678 x0 x0 - abs exp floor -,x0
2.4638906458313503,1.9193214125332836
2.613356719053267,-8.311572522409714
2.909690698005371,1.4670553346939714
2.3934858862371953,-0.4588775197544935
2.2906309253621,-0.7602247155271006
2.757758079747147,1.400315452203071
2.6835954203591434,7.618386145592032
2.2499721136100845,8.491430893727594
2.231926895165998,2.3459057296092203
2.3369441565117697,1.508831991051658
2.533517829396812,-5.799419705081876
2.622384622600995,10.475996108251996
2.6441441494486164,6.862967186070571
2.516037802650192,-3.976053496976427
2.5160217145595603,-1.4879367438506657
2.521885184857725,2.257503417521837
2.64158092662143,-9.072035129601094
2.372793666006115,3.463251867978763
2.436670912780326,0.11122916518668141
2.484736545345858,4.203464278302568
2.8271513044724186,-2.4663207114850625
2.390386960651302,9.66119602987452
2.278191443840591,5.768065056670717
2.326836924876702,-9.064322675237069
2.312268742858841,-4.661409389120918
2.2293366908618633,8.591031981749751
2.3427949831101715,8.696169619925437
2.8138987367681803,-8.15901705566086
2.565613613843942,-4.022993360362109
2.7107872714500316,-2.8724295089601997
2.621775597461693,7.006329780735743
2.6104743388629594,8.222966916373633
2.6699532471975296,4.327931640714089
2.3852333847341,-8.429111086037453
2.586928766874383,9.23082529675196
2.140856469558244,-2.8071530718890116
2.646544235200087,-1.3463862822475015
2.4663616373853543,6.653301756846113
2.5356534216859337,-6.7066558426511085
2.0270864132445747,6.989408449417985
2.897570576960276,9.476347919204189
2.4102270070200507,10.08269813154445
2.555991084496696,-4.942117200195191
2.4366782206506326,-1.7221487792364822
2.2591448256252513,-1.8421714907681574
2.741450398430258,3.7093295938018707
2.30029810258181,4.203856821702287
2.40211199821554,6.129339924130028
2.063202920184558,4.224858198810065
2.18189003292278,-5.147982166588898
2.5263453682433132,-4.519496060098514
2.6389284734044085,1.5757727088676503
2.3991190293091775,-1.5504961606085501
2.1651329324977557,1.8482290952412446
2.4303037339674947,-6.8331546482653
2.7040708651025045,-8.54218677035524
2.801165940526102,-2.486152274803388
2.2374574803716025,-3.2150425524644133
2.020355909535523,-4.783014264649888
2.5970401633600138,-8.927703024160085
2.081877069732731,0.34091715646982207
2.2707967391106534,-3.9193461995512653
2.6929120182683515,1.7083625310766264
2.6030984134211312,-8.951194870850367
2.540356952360433,-0.5920822929676028
2.644220098082678,-0.5835959284912283
2.04607075198076,7.474082002890327
2.501489902828711,-0.3220466506627543
2.222012317749762,-2.2385102059500097
2.3862530320815982,2.345026270125776
2.892548676038861,-4.52531742112475
2.304727296668158,8.43403595068194
2.374560826487927,-5.4421575662738935
2.3488605391078172,-8.21037664943758
2.4916891209249097,4.500556783269608
2.2083870042769447,6.5140269554667505
2.363149834879582,8.052976986990556
2.1682217264263257,5.532732072457282
2.3363732441625604,-1.3007013405694947
2.1381902255225826,-1.5338745707486252
2.6841074008160613,0.5306917036723194
2.269312535805917,-0.04200782575425682
2.091422719249175,3.363426009510777
2.221558897693039,-4.827791775050895
2.03047005747141,-4.44176415411098
2.4680610834371617,8.268457284408477
2.817857240846243,4.957552751795175
2.4917999477312867,-7.318657910981002
1.9688710905647107,-2.7042691016475353
2.320429371038568,-7.879583034692542
2.2664347023542626,-8.021319627291392
2.2748458999920014,-4.911337005294311
2.3713824434889745,4.52147014168258
2.414475148452998,5.270030354525782
2.7846061038662606,-6.919630346725672
2.221901449597976,10.046165155166742
2.373596054158183,-3.918696774580592
2.736630623652455,-10.423290506984907
2.043641328929794,10.454999075187487
1.8208181122950557,8.536340583528656
