0.0007345314474706847 0 x0 log / cos min,x0
0.0006178700221060586,0.39524282690915646
0.0007112108537835389,8.76524376796951
0.0007159870215760607,4.407149819152513
0.0007093701235189965,1.7789002406351941
0.0007351316221456298,6.045690080100736
0.0007017687225713361,1.5042354563290703
0.0006850711571174397,10.56449912644646
0.0005759543160761432,4.024807398470391
0.0008324009102190657,1.9283935429776273
0.0006444189990718922,5.574543128943695
0.0007588411362537333,9.421432369411868
0.0005570578154282522,8.05639288340715
0.00085668085192833,6.933155242421017
0.0007407967522852238,2.5535396006846462
0.0007739098038995941,3.6537566502343375
0.0007774273525419747,2.7133608109185747
0.0007105579261594685,3.972333307172654
0.0006676103679519981,8.771921060404315
0.0007827684007694006,7.779944054871577
0.0007103470258586242,1.0967683074095493
0.0007956545813301505,5.486557762448083
0.0008141141736323392,3.190927523175511
0.0007926176116567842,0.11744076659557622
0.000738284188359086,9.368260731449757
0.0006541140303367184,1.284705113518365
0.0006603554266876057,2.1654061396707056
0.000768420847696064,8.055488444506118
0.0008109099435685759,3.3365496484843464
0.0007782158120475288,5.6250094379231586
0.0006733673941258878,10.060439868070299
0.0007692617473760346,1.6305327303261958
0.0006719537331770389,0.2422707679658861
0.0006921910309855405,7.187240639304088
0.0006792434242899784,8.786987548379562
0.0005911164227685571,7.868880385499612
0.000722079380177423,1.2026500590195195
0.000788413080355949,3.5686364006741362
0.0006586494594857205,2.111346286812538
0.0008051255267490792,1.7469472697333495
0.0007214459829272756,6.984570819498731
0.0007183765161679617,4.4845883602918155
0.0006183543475045962,7.894087258919117
0.0008129792227204632,2.396990258133686
0.0007684736203701413,9.58622241237727
0.0007111350821893916,4.31698151094001
0.0005363429366990008,4.984895529107338
0.0007020373560125881,7.903029227779173
0.000896133949550968,5.313914714485667
0.0007521001568691526,0.8458433346841007
0.0005733252080872785,4.91095544773787
0.0006204872280364208,6.463736937289151
0.0006828537536810327,4.984547832517671
0.000861505172448122,0.6120654656653971
0.000897423926566345,3.514595838359626
0.0008262344217437237,4.717855979588671
0.0008149983821069608,1.8751594871184378
0.000755495563122235,0.4285399553752298
0.0007582137534288929,1.9693216216633442
0.0007269323408373169,9.574760963546435
0.0007061044960536469,5.270291472988598
0.0007036290759609478,3.367516101522899
0.0006289230747376873,3.420923253123749
0.0006255160814975468,3.167534528757806
0.0006316275866879719,7.686570424979401
0.0007684533589823139,7.494737123677466
0.0006186834254455879,2.9718808204399467
0.0007723984866132494,8.881696979529076
0.0006606853524755858,3.537137462865382
0.0007974308667182855,1.0145855947312514
0.0006934175602361413,8.238085522775306
0.0008120784031955298,5.218964003303741
0.0007490719162339613,2.5886766454962773
0.0006535808977275274,7.2643238316216205
0.0006975618294722431,6.1168870678426215
0.0005701212198584189,8.636137919905932
0.0007215251902399514,3.3704921545175957
0.0006855429847796124,6.154676078981129
0.0007497906516011657,0.44799440536827567
0.0006640285438050628,6.447970140928971
0.0008707570085851446,6.244444999190203
0.0007992953825843043,6.657015544035698
0.0006104488809751472,2.6981835795717055
0.0006569713035462376,8.549607177877071
0.000723233143350956,7.014859227968829
0.0006706348147030368,8.739767567635216
0.0006326531876387933,1.5750251553108618
0.0007858831335099862,10.032429626983111
0.0007270808683053872,2.000201917648573
0.000684797854731204,0.47251030784102743
0.0007257560503104539,4.217604300815656
0.0007140612046012259,0.9391842572055231
0.000568685372727031,1.3749639597581838
0.0007119912757396542,7.032898655779465
0.0006349820847545525,7.632663141671911
0.0007633402736075926,11.03842934595753
0.0006605306543146014,9.783962971850833
0.0005592116256412791,2.6124049590060388
0.0006552685179773603,3.782698667244897
0.0008498585367395261,3.6278902860884523
0.0007878327187532705,2.228658295532647
