5.242666888685729 x2 floor max exp,x0,x1,x2
171.71452479445816,-4.019767931281499,3.139118878545066,-6.005411467368201
7384.812025353814,-7.139481438077848,-8.636858828404778,9.073366174807312
190.99593915578424,0.34616531581242305,-0.38779753092912406,-3.7488478289892555
180.99486159115202,1.6943668016822915,-2.2853473104327424,-1.9061350526039753
181.0209858990802,4.359491059904786,-1.4831809553347632,-1.2528507539020184
222.26941735411057,8.115794961395018,9.451775710584112,-1.6721904382092347
176.41069887173015,4.12539123751393,8.43152814801048,-2.163443786804216
191.0421932907721,9.506432422767006,-10.378485447920445,-1.0388676207781482
408.6385825201943,3.3481459335522694,1.4725810737569247,5.754383723516631
161.84805172363704,9.447059785467697,-11.160038815203585,4.765698023458992
165.31879125129598,4.365229198220842,7.465091598596814,2.331465025321642
175.09331266598744,0.5437214416060715,-5.507907919741557,-0.9317218606395703
177.66198959629813,-2.261796742797519,0.5121395142337622,4.537013019645945
164.81099451645753,4.058026637110905,7.383890429962081,5.011797426107059
175.86672540769808,-5.659446323114877,0.7244543361994854,1.738212235846282
225.10527542702602,8.712249153356263,-0.1197546273161988,-7.423767112559357
937.8567400296689,-3.843517350063428,4.3217258406490195,6.6399697936002955
182.5391927632574,-2.95403897870386,-1.0849238072108964,-6.481836145829206
184.1873718910274,1.906834653623096,-8.278724006504314,-5.888674739472243
172.8619345007024,9.470892972757019,1.9646377919604023,3.808121036970234
198.38654793604306,0.27007633595227526,-8.689627963569576,-6.434355331869699
194.29557444849596,0.8970082522299571,-4.088701207759619,-5.457059520922717
171.23733355806945,4.174686161795231,-2.3616863600605273,-8.484986985389437
178.14256978378725,4.880168667284149,5.733524941045784,-8.103022629564768
192.08078075664938,9.057129473622979,0.9778641879819914,2.1353596473285164
3155.3009652029705,-11.171531099313897,-8.987649667863884,7.202277903178083
207.86300710311642,6.278839261248443,5.002841012104091,2.1287276177691683
208.14727427810877,-2.591732673243748,1.726433576677735,-1.2931860853622072
217.43781211584562,-0.7670764709941351,0.49801489821764305,-6.503477116028758
179.723333389862,11.333058421439523,7.195456934457695,4.731205092417451
