x2 x0 * 2.785919684453461 x2 + ^ x2 floor 9.049313258038417 mod +,x0,x1,x2
532315265235779.8,5.4472004517330355,-6.5753273417797695,7.025371947384334
-3.8696048053694403,-7.761742983881663,-5.037085292253615,-4.371252279934479
34.846465167044734,-7.819074219854464,-8.707874975775699,-1.3843969030659686
61334993262590580000000,6.510732787470959,-0.24912546320007628,10.220274847769986
4.678310800958252,-5.0201149406838,6.941548292113614,-2.3284714482901614
6.689821567627758,-4.199256376854338,-9.168676046200355,-1.6861776052766735
-5.121677448542253,-3.2969209223388756,-1.1677025722689658,-5.883775180968939
-0.9653495610481332,-8.723985888360051,2.7993173128123705,-6.978926552399999
1252.981800612711,4.434985495437699,10.26678679419106,1.290625737539565
-0.8333155296526075,-10.992289394831706,5.281782224935622,-10.527795591212715
-4.626408265624876,-3.9391293927798956,-4.987468944412029,-4.471716646962691
64679128051496430,5.437190827536886,1.5165323307937706,6.68304705959859
39.318193280952144,-8.621467408280363,-5.250317526265895,-0.727389371969324
247116032138.8629,4.585633239439958,-2.346864534074604,5.891399799683788
-1.2627095904662828,-4.031580349818141,1.7191185539209304,-2.3727946568551967
10007724.488057226,7.522889831178243,-4.998164138816281,2.676067154208939
69868289731767990000000,8.149494474619598,-2.564982519811269,7.518332084901176
7.842220731787618,-6.427020951240992,-1.59090434566624,-1.7015613974017538
2638619060669977000,8.651954788414908,0.397133453334886,5.948238392073373
2186661158020.5774,8.975594752238868,5.580036968402076,6.095154684686132
-0.7710993440880889,-3.2448986064110046,-6.001730643450888,-0.14814952734001863
-6.1169720772397085,-3.7296528490454217,-1.5021918586899772,-4.742328414544692
-5.452240855968765,-0.7570777048548827,5.474025397854245,-5.417574320586217
723433.7674283033,3.482185714715795,-6.175652349791822,2.736983668316622
0.01443096333163587,0.35381855865745004,3.446998665118585,0.7168918232823234
-9.564837946717516,-4.566032328870664,7.594298391159711,-7.158368984067389
-1.7050628892159745,-0.11752853456482305,-3.1511401199206364,-1.4668554916172973
-4.454779150786639,-9.402810513967669,-6.977818621196084,-3.817236663361071
5.939083876580652,-3.8699890073477894,-8.384573779993179,-0.7329969346308522
-0.9254627280034141,-0.6823295867402139,6.584597917514201,-9.433535725643504
-5.871609836826265,-1.569993039047094,-10.616389523783077,-4.284100894667985
13449104736647.625,7.505131029376227,6.966251484537305,5.18636561081106
-4.011187753096924,-4.013628054148924,6.596743974495467,-4.062972448442844
85685146.32528538,2.726941508692298,-5.895647599096038,3.76564352115338
842.8662656800192,0.7244802065629439,1.6744439990012425,4.538880679788405
11570811631.553652,3.6797693226404427,-7.032670249330773,5.146708136462266
13847.280298894217,6.4396742841863155,0.5399621213325025,1.4176420547349071
35.05109276261522,-8.133848159978639,-1.5758128096585688,-0.9945428134760987
484976438972862560000,5.481812078234864,-7.7977182219434855,9.281604844719789
31.73735654560284,-6.950585513572898,2.6015865297065934,-1.1634553561809735
162958683663766500000,4.256386356581605,1.2509208852660025,10.436310882895137
-7.944858434070404,-6.4576650643291655,3.723325052362966,-7.508967857169142
2.156517850911853,-2.368874847527627,6.8587345287957335,-1.611142541642963
1.898165817381518,-1.623360006938479,-1.2857435837427356,-1.5566126954105723
