x1 exp abs 0.4373528220903342 x0 x2 / / min atan,x0,x1,x2
-0.033748729176471585,5.396435313110855,-2.91857166946189,-0.46467981292181054
0.5092423879343174,6.919964554787919,5.670426102365461,10.098148188985029
-0.8122750879913695,-2.8284712220902963,1.9129487783588266,6.604970632554218
-0.9836228181929614,0.5983486248425632,7.199760041832758,-2.3328449951765258
0.04362359095337486,-8.519783191802205,11.69595146587865,-0.8497257359232729
0.26928757796321645,2.632244435065671,1.5090963246932858,2.0934781861234035
-0.5235717278824068,-0.1914530144641848,-3.848130394722919,0.25358723276560724
-1.344580962036256,0.961909882086785,-2.958964483308722,-7.335042065886093
-1.2262690681268,-0.6420517394577684,5.779552055875478,3.654300176800429
0.002713836687338263,3.488312315368621,-5.566764500223171,7.163595759776823
0.0014113601896179819,5.356906144923234,-6.024235055781841,8.235492964411051
-0.553867356924686,-5.78519073221778,5.3681864244219035,7.745825001080819
0.07716717248684735,4.5647286802428315,9.637946590029411,0.9487135543650672
-0.57709963211904,-3.723893723242342,-3.912166170015586,6.56466437081248
1.2604560157307088,1.1885351259385353,8.205770220355891,9.089729769063187
-0.02349995204965881,9.074124651738513,3.62299458698853,-0.4128676537337658
-0.6293146224998638,3.303102815164453,-4.303132933567907,-7.265275824908224
-0.3238917020436158,-6.81453220776149,-5.222849812859095,4.71650493382886
0.019592882882847905,-7.322320568265057,-3.5865087400866815,-0.3815275218206435
0.3022702226346236,7.626588870159195,7.253367925220599,5.107940549101098
0.5621065351030312,6.38167907626428,5.421988976129847,7.635882337192403
0.9210871236623304,1.6367611494797594,9.33549765300721,5.367964471266595
-0.5277410575485825,3.0597194472140203,5.313019710201771,-4.863613651893392
0.8254844272309798,-3.8951940235308773,4.747552797671311,-9.420299655717718
-0.8716189525957335,-2.143767865243138,-3.123928620242443,3.9965686189728142
-0.5145838626704857,7.877703158074063,6.667423998957081,-8.588576051704305
-0.17186660602251064,3.635633675656519,-9.777886594531797,-1.6391718236675257
0.0004040294401714288,-3.838291876638577,-8.255318839212599,-2.6272134600909487
-1.3944974922655944,-0.3824125424414441,8.419802847666574,5.3002695415515335
-0.3424421195449035,-6.883170232529391,-9.902805069872349,4.628765531208411
-0.2551173332479533,11.337069875054544,-8.923208249094115,-5.127937926572437
0.19017132675970214,5.680424028072931,7.857082908634267,2.5726366821574995
0.2139958368139102,-8.811771488080542,3.6871947115195995,-4.257228657938182
0.000055709728310343456,-1.5656596973098131,-8.235421247236799,-7.554149368760643
-0.34476284065678,4.519087341003415,3.8824214030176463,-4.094184617506165
-0.10218523359138178,11.003344617787862,1.4254316800989812,-2.3371256847091315
-0.33230730333365804,9.808847305387804,1.2816230542367963,-6.40452728100062
0.05370656766954166,6.43257675949344,-3.229728003789281,9.976371750352891
-0.2176973437178093,5.472759587983859,1.1969671992666038,-3.7961740311851817
0.3090364159666488,-9.282114823210106,3.55302089522031,-7.941938196588171
-0.8079936232843349,-2.717242590107912,-0.026097499774789736,9.11543215013238
0.9797011236252323,-2.165423673434046,7.653536858166148,-8.767001782993546
-0.9096172127246769,2.978029971494444,7.12950356958373,-11.307449856618426
0.9948990921032678,-3.001692582624538,4.833314560689788,-10.883555767774286
-0.05140818599300731,1.1065844461999952,4.7656045520778685,-0.12091242996187004
-0.6906158014890806,3.1981198877551082,-7.144831653940994,-5.2958953492577825
0.011688276617527273,2.9325691833012058,-4.231068219452069,1.127042962156649
-1.3814372113070463,-0.3489054132980047,9.601061489978093,4.579229504761047
