4.499951395115378 x0 - log -0.6736717931380473 mod sin,x0
0.3784881398280797,-7.208805588192472
0.5706502603884978,0.7135400743015659
0.41990018153769937,-6.7520593997297995
0.4884105266012625,-7.034399167999413
0.015358300222434411,3.2073872424935086
0.40637159824869534,-1.2853866129480265
0.5620341948031756,2.6516419172425394
0.02573369611680786,-2.7414754987263694
0.19124820217333727,-0.2298739965274614
0.21572894145363522,-5.457741715401075
0.3848733512092816,-7.232591791835398
0.09188422104618679,-4.37265927837086
0.20339958782268733,-4.378248203361196
0.4874780678200536,-8.909146840400815
0.2386522872158026,-6.009579498022961
0.6051046683872687,-9.261426635031945
0.3723865828404162,-1.1780353599864575
0.19959808662474157,3.581881158997947
0.3768182133579362,-6.800362400044135
0.11871024049632108,2.3876455815253856
0.4940361541515014,-9.195008872766172
0.5694898213878378,-9.876848182953008
0.22995928211158703,-5.151528309614568
0.1551877984770342,-4.2620025986396
0.2747902240396339,-0.5438974923706434
0.5164875325470121,-7.0138712086049955
0.5305061457976966,-8.839576315165363
-0.5819977107111944,3.940505759348317
0.23141292553666892,-5.75631846201477
0.12448524028399101,-3.9543349487587984
0.529974569449148,-2.6676201345040558
0.10256856232576672,-4.382687951030066
0.18122890026567803,-4.283561337849763
0.4372144951236168,-7.00211314226728
0.35052256417896965,1.881316822267975
-0.37013077274148826,4.111516656103866
0.025946436035816325,2.5493996819923033
0.5237345689994626,-8.988178755244078
0.5839569494725809,-10.145544991887533
0.3021606171174872,-6.968699840655934
0.36694525017017016,-7.750531650277218
0.6361250886653242,-2.2339215897065468
0.5751636689448326,-3.2066199564476037
0.5415579716439,-2.2258997454901004
0.2859805497244152,-6.537955941880987
0.4682018880994236,-1.8888845739689277
0.02103943864947338,0.5646113055678824
0.11743002125934332,2.287458844872643
-0.38569114222283474,3.492902440445218
0.2564802792901979,3.605655381432104
0.32805622354679354,-0.9362822594457264
0.5572853211254344,-8.697526491134832
-0.33215102894031606,3.149381584922589
0.4155940251390346,-7.069929030712013
0.0213779121671433,2.44522468129842
0.04327006973449224,-3.7186717213722447
0.024377373432879584,-3.058720517061585
-0.3032702958479473,4.801109902223251
0.6632856137082423,-2.807206029846301
0.5974936330006653,-10.074776931844806
0.590175430892426,-8.372542855005317
0.5655049381900054,-2.3383620127366633
0.44096016856209186,-2.136436549887091
0.2721357650948126,-0.7872530148771489
0.2893130121748477,-0.5975485089133009
0.28831331867607035,-4.794586445789285
0.479739340043859,-7.444022527806935
0.0411846378117352,-3.519714104556705
0.2360677672161896,2.0279455460832017
0.37458770014166803,-6.883804219633436
0.31371944259148765,-6.298367063063003
0.3534122370653843,-6.613950150655569
0.4093664922949635,-6.319929916986585
0.6361053534081905,-2.640944898266397
-0.48489850876236873,3.807793623028166
0.051437888515166834,-3.5666053115730882
0.21352829631237855,-3.92882515076754
0.40853477659005244,-7.00304359377593
-0.06572146208339227,4.4109511833128145
0.2373768269388141,-4.128288528068777
0.5508195940585094,-9.342539536932689
0.15241214723198107,-3.114305451835394
0.20396246048310623,-0.15832229831660596
0.5355650404097306,-6.863959461245553
0.1241250744665689,-3.6064196541342115
0.03439444723727776,0.4594403023096165
0.21839859869525935,-5.832992842883322
0.48527916427512013,-7.562754604308932
0.5025410276980264,-9.332945479746583
0.3922483785159442,-6.828994118198013
0.281454645252305,-4.740292356682389
0.3248734697895325,-1.0204517644617066
0.604615924456685,-8.982800005154559
0.2624322332980026,-5.735521125661648
0.6151185545824506,-2.7866330459641295
0.6704389437009339,-9.772997594691168
0.5492280054433926,-9.914308178897066
0.18446672142165874,2.214047967289509
0.23462743765425687,-5.40150551245841
0.41413925603886514,-1.4804202394639816
