x0 6.568287467921849 * floor,x0,x1,x2
-3.784617091233842,-0.5739438062595765,-0.29242263825352344,-4.079892705529897
32.68763751128696,4.702542328333267,-3.362616456391709,6.4648751996012885
-40.601015185163355,-5.209305917012364,-2.99222059695436,5.6303813958669275
20.051818189496608,3.2067638881713507,1.901252476542203,-6.226653942069548
4.051058207784148,0.6629237544310477,9.028422417325075,5.708900782915597
-38.148304872050275,-7.008775933733199,6.5467763268294465,7.915636141998914
6.188564343941908,1.0558258218816439,8.703743708158362,-7.099495918772221
22.39287474426982,3.1133295569478845,4.63091552041995,8.4779009973189
21.524855513320265,3.43664094852888,-8.090375735043958,-2.132372987077399
6.765463576564895,1.240301462478722,2.8764770929595658,-5.249599319763765
57.755889860724515,8.531024896469406,-0.46312466129603247,8.60486267563761
15.595422339164056,2.7598926895991727,-3.553759479073739,1.5846607201036667
-34.273134154214056,-4.693863034004031,3.861953555443784,-0.042490666145718954
9.618834626038801,1.3051449955551584,-9.118984888777607,3.4969587488061267
39.887511813130324,6.735704335239077,2.3657126540225097,9.307064331349753
55.64504434446063,8.321565113179005,2.0399594583910066,1.0194757204465315
-13.10293182853749,-1.8189028979749762,0.6908392877580892,-1.0413150888214076
-3.1997015487940383,-0.3579765738318151,-5.353665016156626,-1.9550441268292231
-15.790851244840047,-2.3833506412847845,10.913993174079044,-4.19700857616958
-7.924485952307575,-1.0823750560761045,-9.536850500024027,-6.7245545235302915
33.80405592221059,6.326735587169437,0.2547676023471565,3.0084826292323115
40.36633297560405,7.162141982733831,-5.61208783516803,-5.383653939650067
12.522486551863235,2.092534229417541,-2.895603860545766,5.09047766260217
-57.825159902382666,-10.087001759248633,1.7443884448387517,1.5002461950437262
57.952075085156444,8.879520388939943,-6.287664556449696,3.917919042500895
15.47297034825165,1.9661537429367735,9.58547404995612,3.913544570764639
2.5444543693868407,0.753672004227973,5.186246960813012,8.98640300134749
-28.96537396648733,-4.127913388926714,5.113393927042554,0.5020658076858564
48.341595123275674,7.524764328603834,3.2190708190329946,-4.757694702593717
22.723290162427585,3.576012102597443,-1.7571296876516271,-1.9320751895817663
-60.33100222444397,-8.841882430193328,-7.608988571748993,-8.786747954422138
2.1085379019883783,0.46947226994057345,-9.242487281918702,-0.1930696004011688
62.31271023240958,9.383081478263968,5.901545689807282,-2.2766725733830833
-41.536607458792034,-7.927235270997549,5.832223455976049,7.128223913282955
41.87400156788629,7.605474157118963,4.802015927211629,6.824483570967433
10.767103006818871,1.610218169891214,-2.3341383111177083,0.944100721915359
-55.622150674285464,-7.8952997493756465,-0.44639403944294137,-8.905046680226844
53.294655170048514,7.532059785744192,8.748499110534015,0.8711872989825706
26.89373229981183,3.424890069280774,-9.602219149663464,2.347698826772352
55.97161405188703,10.611632058408677,1.8458350861463158,-0.3988057314167323
47.12830079665184,5.995498632635845,5.098809345001625,0.5950305586461372
-20.690635585288213,-2.7901271339446816,-6.470430551801878,0.8484399700941685
13.09391381933518,2.246107607241156,-8.390103739638,1.6303574081652479
38.73583659737809,7.196549463515623,-10.209689537846538,-6.374394162102529
-16.769268473990017,-2.761721525373613,-0.4534369531642087,-7.971317116474814
-19.35035770183448,-2.3778149671286593,5.9115239619137805,4.640745001648298
31.877720556559943,4.386018949539659,1.8231980441587583,1.263021545782954
-14.05178246144741,-2.2965735041562416,-9.235368386819665,4.784821596780777
66.59919703311755,10.343201946376093,-4.226100280967586,5.03158816850707
-53.67182656774128,-8.217651205680218,8.686479342694552,-0.6706714248534144
19.29058414672226,3.729024443189274,3.169833234349277,1.2175963684121507
23.962197860771308,3.340386274864799,-5.8959710411505615,6.101818490525492
21.337864228273624,3.447217609513554,-3.0641021598513007,6.79472782316462
67.11195585593629,7.28351316538101,-7.982955041226358,-3.464109039042801
34.52696821594445,5.7289932760228215,11.17022301210028,-5.797180306147927
4.139304536215232,0.6419770468908943,-9.634449348655535,-4.721043135137839
-34.40732190671875,-4.5273405472985955,-5.956327733726652,7.858665138817979
34.260870219532045,6.5090473266312925,-5.670526606978668,5.3579407306671385
-61.496034264083015,-7.571888868740418,-7.467154191486506,-8.651357832175895
-18.955004013484672,-3.16320581408354,-9.728795370268298,-2.04052824357941
-10.36794096478016,-1.760613552782198,8.526661598736428,2.3595698967531678
16.645368507159247,2.1253515027301506,-4.5963778584031925,1.6104149437094093
29.724038404883622,5.421782824898128,9.841289739602837,-0.2414283176066451
-10.09247024730799,-1.669906923273748,-4.863145966926242,0.1737371158137995
-39.674600076420845,-5.398192590188352,-2.205590926893801,3.5016842035464255
18.850694468089987,3.522568029893626,-7.915374286973717,-6.41168802772644
-6.153284770748423,-1.3368430393528352,-5.657758937207713,-8.269878411656936
12.0203059116612,2.4263923042975897,-3.1915089376355668,-8.063658358671612
44.106046154844584,7.16437199605319,-0.02883456637711409,-4.89714580574576
59.646414771258115,9.933845838846782,-8.688010899478865,1.5709605332217724
