x2 1.5145497229154756 + -0.11643282436312141 x2 / floor * cos,x0,x1,x2
0.9623039455194724,5.745362506461439,-7.107350468333842,-0.32288435135725824
0.3779310408066801,-2.988241350319633,-1.7037580285949627,9.473232316218313
1.1649639067342048,5.583256285424991,8.48496299491659,-3.8528390045141334
1.1070987683806723,9.697690731817572,-4.674133316377463,-0.3739615944111447
-1.1281980365514608,-10.052734279890657,6.982636998317768,7.226150309530467
1.185690815650134,-3.699971130087152,7.398108808002376,-9.721912475468976
1.03654934919509,-7.576638038812989,0.3119940579880356,-6.493949950903503
0.9079428666719458,3.9064025317080353,-4.5180889777757205,-4.66758085666328
0.9697178159469481,0.8816561892915336,3.6600363089471863,-3.7491207071764245
-0.7997924695290894,-6.017632319934088,-3.9579931398114327,1.9078558070456113
-0.595576251250916,-1.576506599083777,-1.3202801269502935,9.93925714248572
-0.7319418548398382,-3.791278696456943,-7.0569419296669995,8.603398385981075
-0.8511831428457042,5.741259340928948,-7.337400255808399,2.1122812590713673
1.0836017509252187,1.778324984288955,4.796934272628062,-5.860486138936276
0.9046066210863082,-4.961112598949704,-1.6155878393387815,-4.991646830570462
0.9124407738443954,3.4941620966218108,8.119106876742169,4.7024481034743495
0.907593260129407,-3.7340580997341863,-5.245230006815212,4.6596734807954565
0.8970550667842432,2.8091776910349724,-1.8266885890877993,-10.640259215836902
0.9953942115482848,7.624569957745818,-4.871435135132303,-5.320989285029817
0.9089489134737967,-3.826728596841243,-2.546939440598097,-2.764508026207027
-0.5350541564118524,9.603295086039278,0.7533342128553023,2.6126298732726507
0.986082514612698,9.613761238934876,6.171235613554418,-1.349890567189515
0.8692441175182168,3.7069635692015175,-0.4179296315245051,-7.248196469700114
-0.033122167931138334,-10.057095574766056,-0.6961611575492811,9.42929240624896
0.7243630327553789,1.8825365969237655,-0.33432509841031877,4.2854518385533
0.08039046517055758,7.428222108953587,8.275959921202215,6.0327693524682
1.1165820743653707,0.9919198173207466,1.0317144928200828,5.314381544357191
-0.9190413213182572,-1.1964770228122594,-1.382785358075963,1.0676155345978486
-0.6813531908445069,-3.916018966248653,-1.747171903769443,6.839891762309125
-0.7576681698184423,5.461568866581024,3.5057085872839995,2.467050161367434
0.04934302206284696,-5.608744916338283,1.1260121258178675,3.0333653290435816
1.0833436320434853,10.005095720733829,-9.201904196783811,-3.004719749104142
0.10911355449967773,-2.790949556170046,4.042537405263755,-0.06470026585405787
1.036755916080455,6.099537039425719,-0.4484903183171015,-5.3754034628598655
1.0796563926783231,6.6169762037915705,6.156951750928781,-7.600899274074409
1.0087877246944033,-5.15751382507089,-10.40446821698482,-5.747188129169147
0.826781875052859,7.391212345843439,-5.281752786408149,-3.4978667194473356
0.9363388052901189,-11.21476650884947,-7.3011212757369055,-5.924350422575289
0.6182845984042504,-6.3790499555075195,5.9622472437947795,6.3394986847406125
-1.0036390807549722,6.986798393222297,-0.3135902217644845,8.099256011795964
-0.17385955463671485,2.8147053136739943,-5.058932760297718,6.150670397350287
0.9621209509771596,1.929945218731097,4.208465495282303,-9.397238209247423
-0.7672939891971425,-7.630660204116288,9.588974314072376,9.68860832466151
-0.05745027310480867,-2.100455780982691,-0.9361946277390316,0.11109318111602463
