x0 asin floor,x0
0,0.5605756145010601
1.0104326473912664,1.0172481969465164
-1.9365869196252121,-0.7500125965565885
0,0.8686281477669087
-1.6002392995904837,-0.9776509720612423
0.9954674428341104,0.764539668333728
-1.042416733015695,-0.6881771668933576
0.8770534868462635,0.8427656817320794
-0.9522418720387149,-0.04051365556760038
0.8654474939834413,0.9488242449275577
0,0.5350530004494168
-1.1114059128443226,-0.013936475388781238
-0.9785406755843407,-0.13901918310072142
0.8215380302114988,0.8477742881493829
1.148718618074497,1.0467597869729317
-0.9671265842263426,-0.20374883961491871
1.0785640400924565,0.9799070810461116
0,0.022062090894107437
0,0.2747229575260018
0,0.39841717417221617
0,0.026516099893187692
1.1172025145719693,0.758745847829337
-0.891548977064958,-0.21438083533016297
-0.917101612874751,-0.8213900031881048
-1.1999762501392468,-0.13407324707725293
0,0.012818354157416306
-1.0457153215948363,-0.037124619638586015
-0.9611907907956767,-0.19530801794197047
-1.0765722389298404,-0.6496853991426134
-1.0309907172505735,-0.06841921632183491
0,0.6573194879588038
-1.1242001168622477,-0.3917434960640026
-0.9768280680226014,-0.5358941323337586
0,0.722998164147185
0,0.19584867322149452
1.0434252896857943,0.9717088319734799
-0.9843780103322091,-0.09860352973267877
0,0.5727644724678932
0,0.22369057562957073
-1.0364250834331616,-0.14508902987955083
0,0.6132880703265867
-1.114456645812691,-0.6704432229662916
-0.9569467073970988,-0.7296757447882333
-1.0802774759566844,-0.4989593125140299
-0.9949120135087373,-0.0657942396733144
-1.0569291146357955,-0.13033724378420194
0,0.017170337243627414
0,0.4184356094319725
0,0.3931771850343094
-0.9214412279696423,-0.059791647010700395
-0.9831349456616606,-0.2290013723249946
0,0.2697206512712254
-0.8721806523015907,-0.13734250376358562
-1.0994834045957251,-0.09784187244516311
-0.9098063084433982,-0.5383443761196481
-1.7246258776265757,-0.9110031140121151
0,0.4534694480543715
0,0.569093296466315
0,0.29941705928949003
0,0.3877051605307012
1.0308347526913626,0.8541529984564346
0,0.9365192648887403
0,0.44951102708795304
0.9701877914504948,0.9394992049527854
-0.9435904824890466,-0.4086177074966684
-0.9175358482563052,-0.21895889457144976
-2.141008071680809,-0.8980176010063691
-1.1174030233753096,-0.7127311598771334
-1.163243452445889,-0.2000568746925824
0,0.610897855386438
1.0050065226589087,0.8048804263173668
0,0.5552329796844953
0,0.22880030557048214
0,0.08535059914008068
-1.9409368259500062,-0.8908155068470704
-0.9040285563643522,-0.20418851796782528
-1.0466826946253154,-0.7968225481401707
0,0.2713519725239138
-0.8963550732183396,-0.8470669490442154
0,0.05205023513824988
-0.9398553093439403,-0.1389829277805524
0,0.36505926465893
-1.0328732177868396,-0.07355503075063649
-0.9538413967520629,-0.3988908167747812
0,0.02624997855931838
0,0.17384015442696168
-1.0172804121931514,-0.17649760431477146
0,0.5170763821047688
0,0.48538202975151495
0.8475834873810779,0.7953856494628231
-1.0770635012447938,-0.3660072173290561
-1.0604044525214127,-0.6466051989628643
-0.8225382080840737,-0.020930213376290717
-0.8109341957218583,-0.6313095727804461
-0.9764475060452591,-0.5069750747528611
-0.9477960586022799,-0.5532339969659175
-0.9920705913818347,-0.501502835200874
0,0.10967559382365093
0,0.09373335063675854
0,0.16379123884557886
