3.640020722116885 x0 -6.983722837895782 - + x0 log min abs cos,x0
-0.2836997347687109,6.320372867794546
0.5631174346036893,2.3085364282742105
0.395728866369526,3.445109031123842
0.4506994660420234,2.6361835891447902
1.026696940016046,1.0418426525976672
1.0155157912236243,1.2105943930204297
0.8472144776091546,0.5396698721677281
0.8943903609895146,1.5537496260397963
0.2595554091817306,4.048262298382606
-0.42464006492250295,7.557446965153019
0.535974025081704,2.2085002768191524
-0.18181390290014823,6.480414559264737
-0.5848008998882681,7.561028095324595
-0.5297256115426828,8.67630286761198
0.5321609172475106,2.575921608895963
-0.2610861868481943,6.55919324395448
-0.3049648946457495,6.018339721295042
0.9648283282876133,0.8947975606814887
0.8514330925730988,0.6963113700087759
-0.5748157564409695,8.251737038660234
-1.0405065902232995,0.03447571732513086
-0.4448265592748178,7.18892893189201
1.0296179430396057,0.8425343972822291
0.9079188463680992,0.8230132841131856
0.5539077706929839,2.3409005578349493
-0.22631805664485083,7.170186113553694
-0.2692616130347383,6.1308216262467825
0.3466496800160905,0.3096344800159525
-0.5253157744300179,7.217294607864232
0.5442535170499894,0.37230067482486434
0.6358382541471583,2.6780913309740932
0.7486467632494966,1.0778869335781038
0.7065066487421986,2.1679670233886243
-0.5749707819457207,9.134802895978758
0.5678152866611516,2.789064990861725
-0.2779617834068661,6.507077487023685
-0.4648552509961299,6.929317264329898
-0.298977515642478,7.2219154380276125
-0.5768394546481467,10.069589868698277
-0.19565095232699228,5.809242376567389
-0.6496397499277059,7.747802546018605
0.922232672847464,1.6934355099793081
-0.2898708481005528,6.27075925280275
0.04470889834196633,5.045585186466576
-0.16087505631334945,5.844071467807376
-0.604530494440835,8.294085387929936
-0.2158443476696227,6.356304373752145
-0.5726041360758733,8.803283112565165
-0.15987474161659837,6.322222982967929
1.0013850961087603,0.9005506242918847
0.044939079392454694,5.669031424004437
0.9043156789729505,0.7213636366906713
-0.46557967363336455,7.369954902855659
-0.08050825472055313,4.518073429169899
0.2017093559936239,3.5214554503650666
-0.2683073249925605,6.822179607487074
-0.26639132513991576,6.939075739951635
-0.5980178466496209,7.733130365432434
-0.115105876067057,4.288876979720383
-0.5941814630164413,7.829415528781433
0.47494544291734914,3.0184660393643488
0.9063916953800145,1.134157205946482
-0.5954688268254217,7.852815991492733
-0.5442774452163659,9.179376417341723
0.10662608353425887,3.8361268671789093
-0.4654249969423968,7.652027384276596
-0.05014287634507257,5.1221787516900825
0.8785616331296962,0.7832090671830607
0.31697647961819075,3.5444657988607524
-0.49730468368108327,8.145940118703285
-0.18822850267154664,6.689892200685814
-0.3049387796689961,6.19338602015563
-0.18588208142932724,0.13805735956678683
-0.32397756342765266,6.480741186259515
1.068504851156836,1.1076048049681047
-0.12042584444650749,5.491905343423749
-0.372407534945836,6.86121917750465
0.11595289715228936,3.814214168116302
-0.14438707818815394,4.790520833884403
0.026360576448593902,4.120830922938105
-0.6691402277253367,10.262050874271617
-0.5837130323090071,8.784173721272454
0.5002286244586042,0.3665145554291094
0.8926908383374521,0.710962450090345
-0.5674418907048427,9.529642506296543
0.8489945922433568,0.708425809575382
0.8849828107874343,0.6065064272906118
-0.5480372313330929,8.569780917720198
0.7923594897163175,0.46390586827471564
0.7421476716511168,1.9616720660318119
1.175448129455186,0.7740382710592466
0.9548874612119624,0.9493040694815341
-0.3236198343102294,6.844764444793307
0.9787559223745957,1.063803348775541
-0.6401200810147256,9.802458233932258
-0.010065601372023256,5.142561942451403
-0.12751804298203756,5.221107089900945
-0.0943548263842951,5.400753063828808
0.08805607545749519,4.629006180348951
1.1439477279718397,1.27559617477937
