x0 6.708241794524387 min exp exp x0 2.237279515379882 * -2.300090046635291 min exp +,x0
1.1850701370989296,-7.87971554869815
1.18508067775794,-1.7257636164268821
0.9783984078406742,-8.610425928584649
0.7920225910521468,-3.048242803427898
1.0248820079570067,-4.1632795717207935
1.0999989470054243,-10.973039008575734
0.8195421239478002,-5.185497306682394
1.2014633279008768,-7.149566650809332
0.9640776467539213,-6.596660975678697
1.1843231174379105,-5.25731974148085
1.0185725887274013,-2.6047775820816903
2.4784107527334767,-0.14285475697513864
11.001128788846199,0.9345038111769192
1.1335807813362129,-8.027588172118174
4.320389197387178,0.32075978521898846
1.0592286116658327,-3.7427707258655363
0.9895492224893653,-7.378262242679924
1.0010335115770788,-3.1943017954235673
0.9096732535736545,-2.3227418776799493
1.7447510057200488,-0.5161925828121361
1.0245614721423564,-3.832886867864
0.9323252037646302,-8.543473695237537
1.2194520341961335,-1.7627345811810078
125348736293253900000000000000000000000000000000000000000000000000000000000000000,4.7861244871166235
1.0469719843543024,-8.5937221733613
2878.5747276087423,1.7101570001763786
1.493858607295568,-1.0016751652791542
5409740899963431000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.334333581812692
14.151153772757684,0.9701499069372681
5127855712628980400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.2811114450196195
1.1444845538610262,-5.7921498486142395
1.6895413762071327,-1.194712289872321
1.0659862077543603,-3.3114678308160594
13959753200260810,4.014874962304169
150584865881144350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7.073002008298874
1.0007920235544385,-2.6030638177005194
1.007737704815082,-1.8976976447764116
1.0181952745871923,-3.728107601646884
0.8461555216967253,-5.6313456514169395
1.0469678248324221,-9.060809158706112
33053528373.13051,2.7760865909882853
15596039775106593000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5.9251665193205225
1.0833481563970795,-8.45655806198093
18296219763039645000000000000000000000000,4.6172088963021265
7.134283933433432,0.5654698467178588
42787627468030970000,4.099309163556403
1.2233111569658237,-1.4834815768985494
1.0638241019049206,-1.8859828439807549
1.0045502684498175,-3.2073930042595027
0.9370840051390065,-3.9020538965534493
1613742516698104700000,3.977193887903127
1.8220329304671665,-0.47402775101120037
1.0882389086656843,-4.588802984355213
87275609169681540000000000000000000,4.113852494541247
4.47668759440046,0.3233414664146438
48971124805851450000000,3.896120888775211
2435025257079252000000000000000000000000000000000000000000000000000000000,5.15110590706273
27.75765225212677,1.0644795410292556
1.5127244809686013,-1.020439605176995
1.0067492969856768,-9.67225098829755
1.0247764425550183,-5.903642332918148
1.1890528542841585,-1.5593330257669682
2.3130596790881293,-0.21216444847907492
0.9166483837344391,-2.294861058162932
1.0136198073747527,-5.563526034546825
1.7044260755242946,-0.32479312710756375
1.2521306200318532,-1.6907854422406372
113.01330600852506,1.6847441336343045
1.7293135667002755,-0.8064683341245452
1.0195127766814833,-7.295553740279725
1.2250095532992946,-1.523769732069857
1.0190186516293416,-6.0788746366677655
3.432186252098963,0.16128846352811962
604380049527656400,3.8862851219321217
35043650727316770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.011536369786725
8975.872258290108,2.2045268402298337
1.0493526836087124,-4.045701193443136
393557301200991300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.145839835663659
26.31648447120892,1.372678241906742
2949252413922801600000000000000000000000000000000000000,4.835009336084741
505370369030771500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5.751692012392014
641.0193338996709,1.526072751883184
68373804430500290000000000000000000000000,5.752289039783076
1.0613296221150417,-2.63562931151425
0.8663546513987034,-9.556196399417832
1.1145565728584252,-6.544393751217667
1.0412458703624368,-9.067969126076337
0.8519437120937529,-8.7357055304408
1.147228906384322,-10.70821433322811
1.1830719302330266,-8.913954188325471
1.005446030707101,-6.91755393363854
6980311473817002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5.3043221884225895
0.978576578742714,-6.210862595290466
2.619439567570632,0.11480002423429435
1.013296368528376,-2.64213987290227
0.9845994896812724,-9.427781330199297
1.0418790457525806,-7.124486563639274
1.0010425883522032,-6.748008949493242
1.1294008571463636,-9.765698177886042
1.040515009020343,-2.801596286423876
