x0 x1 / x2 floor max x0 cos /,x0,x1,x2
2.2240460198163783,-5.55340541393816,-2.602753221399074,-3.4075879276459484
6.330408847127943,7.5082827121066416,5.105613978119919,4.868576924619452
0.7190133078539882,2.789886524545026,-4.152694419894615,-6.2274524326730605
0.6936473125304918,-3.092618638545257,9.500071320359545,-0.8515392260667797
38.14393780565357,-5.352199084709022,4.668538970983551,7.318571431404231
0.020463995060551406,-0.119201794315675,-7.154837431878484,-6.066827237338632
2.141977510692599,-5.428922259518638,-4.355275866665831,-6.950508808084121
-1.3531854771244123,-8.381885931392118,-8.19534653807826,1.684578528257609
203.10521418702433,-4.351130064029096,7.880152735362699,9.230959094631377
30.2020922911775,1.3207511732084265,3.593124667353135,5.70974089020152
-1.7108367513672633,4.550680056483913,-7.623930039531458,-2.0053368094667534
0.5162787283208238,-0.8854453251688196,-3.2500539874427687,-7.709874173787218
-0.6330302171493394,4.153710046832738,7.993316395438066,-8.120458730347242
3.4080443407717893,-8.603647263871192,8.975100123225086,-6.141161566533487
-0.6538500790745675,1.9867522843535257,7.104915126381955,-2.9488622276327656
-334.64931377602556,1.4118461846924364,-1.7159175136067855,7.31009375943016
-0,-11.559947216850691,7.63873780019123,1.0777677681884803
1.7732247155357883,-7.291009898900879,-4.877629349514968,-10.568080654068483
-8.24358170279431,8.327447316039896,1.5873522390617973,-5.207608954911399
-12.129086228229784,-4.453694865865365,1.2758999011690726,12.409390179104633
0.8684980089867694,-4.021846666935865,5.123011626278445,-4.7977977643787
0.7829103614390541,-2.891408739872611,4.428286479795795,-2.8646096628989643
8.838417813405677,-7.026341736901579,2.7610950955181366,-7.663652167039503
0,5.43611877222275,-6.042874413067795,0.6708829020700984
0,6.07482293101977,-5.050868015453,0.7379852604600751
1.6707627702822951,6.310720356726483,3.709773075914009,2.351682086054829
0.8026139864916318,-3.129562675894846,3.8570871693246174,-9.017923959673091
-1.8480268416563417,-7.971964454867311,-4.531286900733693,-4.179764287789743
-40.85650775065863,9.434255358105228,0.17931696974198674,-0.3216981400662257
-14.131077618687744,-8.148371227393158,7.2587315040364295,7.890871894050157
2.3205070799533294,0.4900494253628816,-7.146549304899621,2.654551527520212
33.3709084064914,-7.223263177189182,-3.2849318922579056,6.27488315249336
5.631466150554607,6.4912650250241715,-4.079778412288478,4.849957903271617
0.346143234417629,2.247969725041548,-11.180924054253289,-7.035701217857572
1.7592229037008689,5.213300400355277,4.183081282957326,0.10515615392816419
-0.8402656433347432,5.520399767740462,-10.536426701496431,-8.975026902302423
-1.2468487307828084,-7.368119276019968,3.000282785072979,-0.6723385741272963
9.539042843048854,-6.28001585735231,-1.857055009064973,7.079029828313123
-6.190495249895254,3.4015539842671925,2.381324721468593,5.426018487507064
-4.463349363185926,5.158578719473008,-3.46645653261431,-1.0636732909886926
7.090958695557088,-9.174964051829981,1.4361740794925728,-7.028449693163844
7.9867935132718575,-5.733933797491935,-1.8504497881706183,7.823133939857481
-2.3702765449187755,-6.042941926176715,3.2233889169026013,-1.2243231214783021
-1.6206679727374111,-3.8053996670269115,-6.588433838604876,-2.3197768331945077
