-0.9915258194192234 -0.5280783469921406 x0 min 4.685521018333478 / * atan,x0
0.10030132030594863,-0.1653640416280235
0.2584254162696766,-1.1542800317960649
0.08941342574184716,2.7119059941383963
0.12381126651278246,8.737540402015593
0.1216165202567597,2.411250501200304
0.11697428503217204,9.72266338702951
0.11536607937693005,6.366237066597531
0.11495269414705717,2.321804014774453
0.34722186045146575,-1.747980204039326
0.093025862214133,2.7847938970293176
0.102472132745589,1.9854148110197254
0.10227111249469947,4.387942425745767
0.12826928626607226,2.505214780746947
0.12092615239928897,8.228829008464025
0.11305075573050202,6.4027567666228595
0.9448393888269483,-7.707927654968893
0.2621881922925752,-1.2606808001607894
0.09836488906697671,-0.2889384684580454
0.1196798710341873,2.206183647971077
0.5448408650949418,-3.7577333888957507
0.11016896333707024,5.878500903938671
1.0054334428969878,-9.388019592177296
0.40879585133853996,-2.230244450271141
0.12865886245795444,8.624408975782904
0.10011269651630346,5.703537140580411
0.9370116761551888,-6.0042089105114735
0.12805062630096944,6.431597620462765
0.21667985226526526,-1.348910325547822
0.1173512418597312,0.9075659099752884
0.6869480146194651,-4.23063343079552
0.11086807627376992,1.5308759018096878
0.11565627857501382,2.9151097863894067
0.838721735640637,-4.475416862876798
0.10310829114375869,5.627860779603533
0.10862025429677978,1.7054856461268635
0.09652835075908386,2.016136007560877
0.41031666828468377,-2.7675949791002523
0.09723097544557939,7.793024903164386
1.0601454839212454,-7.780416842427484
0.10911328435242339,8.039454096594012
0.8079719752493705,-5.007704140155569
0.10051031368558533,0.8521540614609985
1.1248353273618608,-8.549617935138498
0.10393045825956075,6.337913190391722
0.12721179858776446,1.7788562238462375
1.06337192991941,-9.29726138794237
0.11036713059093507,8.802593019803549
0.7995200695932146,-3.370489559175301
0.10721913854007836,1.3344071163995592
0.2716031975405175,-1.1824519178510646
0.11825190594076206,7.086241377437376
0.12183173143455708,8.248736657789522
0.10064009801743316,9.619025591423668
0.10185816822016718,9.285516893078066
0.11387747045036882,-0.1435494869920391
0.7841631852806803,-5.182190077993466
0.09803121706807495,-0.12417999156660278
0.28543968887265214,-0.998848712100345
0.10486982113423743,0.022421620052415173
0.724836971712124,-4.777200664659597
0.12200725752290609,7.395907473945964
0.3693937980924089,-1.556854342281532
0.7144707257933703,-4.284178607047529
0.10829110378008447,7.410310289271858
0.6148865851359142,-3.437384813335574
0.4296550796393144,-2.169621751284738
0.10107864741692262,5.119104744086773
1.091506990273179,-6.739508094787156
0.12514331653955213,4.010403894545603
0.5964566120138258,-2.1751821139609855
0.12854108834733352,10.586869344782064
0.11632017592921023,9.692410498328867
0.10671299967102427,8.510593916582911
1.014770683980198,-10.070126822823417
0.10399439123946924,1.9091585940089137
0.13136311397080472,2.0086705746608295
0.1074191801176133,5.779424255320158
0.6000637025556448,-3.273450133901535
0.09376096140255652,3.0693961415956457
0.10837082278039097,9.80819780559774
0.10492326159937845,4.0468683631470785
0.5904031032920289,-3.9155263442845962
0.10194982302035935,1.7945634003149287
1.0749252101942839,-7.3929337851327235
0.2509951574247285,-1.366836244162647
0.11506221958586366,7.528295180906084
0.9123216535531323,-5.1468317273023265
0.10416591269862376,5.675951296903546
0.3877458899540664,-1.8303652681851017
0.9955153405779946,-6.276008847288824
1.2501546207146157,-9.077241334269722
0.11758382788215241,2.141077322890251
0.09676111534910724,5.172559920122911
0.21335508023438107,-1.266059409261717
0.812794209719554,-6.230155422863726
0.09930747914422881,4.623401557241719
0.8513051166435447,-4.934662513060083
0.12575964590985036,7.286906134687813
0.09470649011417778,6.551763171881767
1.294362725596325,-10.472488531305373
