0.3736535713639184 x1 exp x0 log / mod 0.7704879754711462 - acos,x0,x1
2.07016779015531,6.166763146816109,4.352987458968054
1.871543365443511,0.8138907487075033,0.9163985252335004
2.171701167490046,9.904790201187572,-1.2575967369560264
1.6959785005008572,6.885270238259008,8.058890785990489
2.012086291707291,3.078723176019684,1.0709795925409644
1.6227758148641185,0.3339694272009506,3.5729118883249353
2.794490507929181,2.4629372302708528,-5.2866949009068485
2.345887418180638,3.3169641301015833,0.7087200785358766
1.9031526044406442,0.5082615772486245,5.331504921770573
2.177298162481126,6.417398677986957,-6.050991007048436
2.0028617511592994,5.307370136637216,-1.5329012923397087
2.2809898235972046,2.3172086351118044,7.120694463517997
2.6345283054455226,2.3519921287801653,-12.49504692352129
2.318889604330185,4.592835577975774,-4.684499602255668
1.9917341104408308,2.4932000342687495,-0.008399272596016822
2.0218458810055067,1.9876998767226592,-0.9793527453246301
2.9616787958767605,4.458817526144502,-3.0759493326526703
2.1165936390136197,9.868563237650251,4.329225030270651
2.4006281890149026,9.04871795157972,-0.33976383069007293
1.8374962137616084,4.541626799066965,0.6452788636738348
2.0510459758201844,0.09580053585311789,-1.5919888792010588
2.402557674639313,1.5905990354663233,-2.6902026730473403
2.137870989561919,2.094814807163486,-4.491552944992263
2.6784147222670494,7.222510727028362,-8.782954672315295
1.600070299514132,5.137795417574468,5.367023503694929
2.1327830806235326,9.564186463044074,-1.9990972184732183
2.234658182758888,7.789832945927039,-7.592393733525412
2.5626159850531844,1.5319385628734214,-5.602660509015363
2.522356641278876,3.601761440360721,-4.646976815945505
2.1452615650627447,5.7064965088929664,0.08289625797356451
2.0527722802975097,0.6264143761609199,-4.423222160880779
2.487253850080024,9.15883724212852,-7.546337937259697
2.1130030894148804,1.3336996142949744,2.109654164798718
2.2315928990302067,6.484101923233668,-0.31584948772516896
1.9075191329903864,5.606848426214842,6.689643629533918
2.4654599179966845,2.5341484352756023,-7.2523898566766665
2.0880951708679047,0.6447337318873873,1.2166692113602453
1.8713834729022254,4.9986028531515245,8.985325787103076
2.0979508755354956,8.425497051315137,0.6250178027409589
2.405291993831488,0.22005275785470274,-4.452585173101043
2.0443450254447573,9.040016099546092,-3.232675920572987
2.1952886341104505,4.760363076553691,-6.260890283191995
2.042885505881135,3.0576986157493917,-0.29595576217384767
2.6276991049025007,6.9546572594739375,-2.91108228044944
1.8737324962142883,8.137933027609801,1.5803401208834718
2.3823767781568765,7.615184290715765,-7.933127410137461
1.8108716988753122,2.590003896748101,3.8729894704956593
1.8695572232632416,8.133961047673614,6.438070864429042
1.8268632903684632,6.6779774546434405,3.7928670980985233
1.8535734434231919,1.8509287412879707,1.398894859477308
2.035082823769359,6.40206758406322,-0.9697078267359259
2.953843620048832,8.992134414523296,-3.483799082401999
3.0467259168839074,3.004772126718207,-6.139995742946804
2.5374249510869418,3.9698259351271856,-5.041816918288084
3.012361769896122,6.173260136520514,-8.037503410521646
2.690227920876303,1.8497154089741186,-5.017174693941281
2.4509573613660085,0.1597368899499165,-5.727355450166538
2.6309331533290363,11.561204823401363,-5.859850503565103
1.501290459266644,7.2199044001254435,8.350014190194281
2.8379324009301463,8.917678714935892,-7.465933291643975
2.5336066577846257,5.570397306559723,-6.352853000876791
1.9811471995319918,7.058121560065647,-0.7967368428556044
2.614731017399749,4.711586505929389,-7.012294725477875
2.7356217212791907,7.306273956185532,-4.644053361499597
2.482749016410259,2.3573024493862165,-6.832338899365626
2.1490891487953507,8.34554863627719,1.6230077349498346
2.0487097028667156,9.7630998681043,4.894525813160231
2.3084113929939636,4.1666018663973405,-3.423806300997737
1.9553744860163873,1.5591460523034912,5.697994418089941
2.048699572257997,4.039729263858679,-0.31958850877984546
1.9245445957291043,0.7765203294179387,6.8973970010672385
2.4679077681391814,4.916479084621148,-1.0566822200978436
2.624111222622346,10.320880199799802,-1.8625960115752171
1.5765626512133082,9.895123689682606,7.876254209600126
2.0442859650997587,8.378621357956664,-2.56990825693686
1.666640093086382,2.4490130644984323,8.123568225244675
2.571336738044001,9.46106220002227,-9.740864076298749
1.8496612493221662,1.1655019972456426,-2.0916589609177225
2.37306259804707,6.250410389855712,5.499861223634298
2.2846720287025946,4.952168896077624,3.9331101749031654
1.7785921464443302,6.984360682747433,5.548139573854518
2.2705283084962598,8.35671860769931,-8.733571264354685
1.9988161321267934,3.245342363607131,10.222762867999478
3.1171323948075376,1.7164140345303012,-2.617229233874273
2.3601205670063776,4.70390294546127,-0.7291328905908651
1.950570563660856,3.194588621855582,2.506735956216101
2.386607079459225,4.906647107779674,-10.137568548041331
1.9767251733818942,10.82757073768379,-4.137192932205545
2.0167018370477465,5.077832219422316,-0.04210636424506906
2.320852156736891,0.12918136235151328,-5.885544616599864
2.422715079797802,4.567250173265865,-5.1212352785742326
2.27587562852666,6.661274997943464,-5.985954224557314
2.0374822559700516,6.071772794243317,8.488341183690906
1.9997743689460104,0.851252533453153,6.368745158321622
2.3790523522333955,0.37525140412649594,-3.1512568607457507
2.2895915090127414,6.139951758661823,-2.9751250764548125
2.1169527480890946,0.37990385219677575,4.181870103740068
2.318343906200183,1.2460381367768238,-9.440351845148651
2.421700091864537,7.3092681442155145,-6.042900302269085
2.1400152672066803,3.867058509367417,-0.9644362919598788
