0.7556176927402871 x1 3.8418576653782672 + asin max x0 * sin,x0,x1,x2
-0.7750739661410662,4.536112696756188,-3.0759202947774322,-4.056637345987316
1.1011149015698039,2.346099476863928,-4.249056329334314,-0.5189586568416612
-0.03622765634761568,-4.009307055268954,-3.588756231037989,-3.4805515571272734
0.9899635498120044,9.609574795404676,-4.273620910581796,-1.7501001130135674
0.9611196674828412,-6.128132764091958,-3.4244787525779508,0.27599265066122436
0.38816827019417627,-3.8672668976209628,-3.5120389368450127,-3.0326753381783975
0.5866784497419713,-7.505279224074328,-4.314901518978425,7.0432978448337655
-0.6705145844398337,-9.51607511774371,-4.539524391931897,5.878936070578366
-0.6469852355719796,7.3991422316849205,-3.1856947587362847,-10.01248315217181
0.8953547099674402,1.4491431243922923,-3.7947605435424605,-2.553179701319555
-0.1970797796653343,8.132041533027614,-2.960237653536926,-2.741761845637543
-0.13614341764413404,2.8638707449511194,-2.959047233818976,-5.9127368866768215
0.9594614862499172,2.7283257099100418,-3.564818930535447,-7.378398470751052
-1.017447855893384,4.210701650411904,-4.730614146402765,5.425748681496893
-0.5628530729464887,-0.7484214179653454,-3.396286575741684,-5.848983345309689
0.5126821993157609,-8.840516511860336,-3.8889053727253104,7.980033190170601
1.0336979263443038,-5.1975443293465675,-2.7123528748213497,6.915966374251627
-0.0830181094707794,-9.122473064466,-3.9242381330983145,7.95629459561199
0.13656756044136084,-7.287521806172691,-4.362963941371335,7.265850318853432
-0.6324765217495079,-8.871955051853332,-3.558207292446635,-1.333284374895037
-0.5542980662047787,-3.2689255464387608,-5.027802368217651,-5.012178793913211
-1.117322188946207,4.337201724631913,-2.3781705989711894,-0.6967418457135905
1.058949668472904,2.1978407873233285,-4.439960952959562,-1.4028713801768133
-0.8730295131888646,6.310439163602569,-3.778827576767109,4.637196609651402
0.14545511618977486,8.543404960323443,-4.5258283316335755,-5.493693643198643
0.6876013214784219,-4.678486635653673,-4.4394955282497754,2.029350452659716
-0.4216930263754334,-11.773892303202631,-2.7104303965326197,-7.0979030700327055
-0.7771132833884572,4.71226016693036,-4.097003869052262,-9.556083010992758
0.7643045083849729,3.512439536446313,-2.560077930472659,1.9628297886718058
0.6392215329766835,8.998227834623364,-2.9503557801602525,8.708727341423053
0.08724297743040517,7.549276339997464,-5.540431164014113,-1.8909596960350568
0.5564279668029803,-4.149000145005834,-4.496802132304768,-1.0819746234366354
-0.7251730164806235,-2.8054607171103263,-3.7515357621644827,-8.389657887139094
0.5201627273500264,9.554978977380145,-5.0584524302965255,4.240177196974825
-0.8799580224576887,-2.70877933702169,-4.428203820548427,-5.862617653992102
-0.32146197619682526,-0.4839201253894023,-4.5264353528018955,-4.8833513942609015
1.0148185945188957,-5.846757331264677,-4.695596687179648,5.5098943332175825
1.0504514135879457,-5.522107503923057,-3.7012437074997915,5.318263387183736
0.8003124737408647,-5.2134043972206365,-4.15984511327347,-5.764752684806587
-0.5023579456053117,7.659237097527576,-3.887000746904133,-6.053712237989405
0.817603749443824,4.616432930167825,-2.962864110363516,-3.1560329375877334
0.6282132602658181,8.332937878341388,-2.4440021872573796,2.13807447147945
0.9284713182348755,-5.785881866295334,-4.621745508783258,1.6425640944948592
-0.48211994575102907,-0.8504747127462094,-4.3992983000515515,8.610239920655664
-0.6579038504709289,5.946053604998727,-3.446524745436753,-7.799218885544333
-0.8678114733623574,-2.9786580868035766,-3.877598261651368,-6.97706223008957
-0.8447569169349799,6.034366934691672,-3.822698727176006,-0.09835167281471364
-0.27767688990319517,8.020514401220073,-3.9612958961336266,6.417363973781467
0.06698978831549839,4.0568300573685505,-3.8132871320751964,6.822412211748
0.9954473653452076,1.7134556221522317,-3.095208177375087,-8.084318120816283
-0.692511527801534,7.488891870630812,-3.633294775775109,-3.023014897053294
0.777299041546504,-7.232476525677659,-3.507274551893864,0.963849734053358
-1.0667548189660934,-2.097067479372104,-4.615229058310364,3.23468993592688
0.09275016335213086,-4.117190393202406,-3.6190194796193196,-7.794390173956668
0.6861161946292601,-2.6736716828385707,-3.0000400948339694,-0.23407507597877553
0.8300744868395562,3.161837199271385,-2.999158729501084,-9.700797942387034
