6.707484551175785 x0 mod acos acos,x0,x1,x2
0.8446369289458392,-3.032348716371153,-9.937924953423,-6.378145848143578
1.0475628646516615,5.549092105131499,9.707204121577655,2.3291650208449433
1.2039792471146147,2.759242984326005,-8.886299202978321,3.756058684010647
0.3760949160843813,-0.7656015678699198,-9.195919054998344,-11.357191622815037
1.0026855925718126,1.1942296269382777,-5.911792324794019,9.284377529479215
1.1988159522269468,-1.3707721160980446,3.77982047266107,-3.2603682615856577
0.3875273951997587,-2.9202519094429498,3.3735385420854045,0.6766140636581597
0.7673519656502569,-5.032065135923683,-5.36128374672584,7.47600121185203
0.7964716614811607,0.9504926973388532,8.251561401914284,8.67163697910599
1.4131986557398242,-2.507935678636105,-4.643705697621958,9.292974848750278
0.5439520636539174,1.360941581451019,-0.34476706655234507,-3.0824299936238275
0.3794623498655204,3.398540145266404,4.543860620554146,0.5286336359282434
1.250595467480787,-6.550378359402488,-0.5144748086544113,-2.483464697110191
0.7524313011482586,-1.51682136187362,3.2732891303979956,-9.435031384613103
0.7667108921700209,5.6937795624461645,-9.176433305060012,-4.816415041295767
0.5133410635762999,1.3543969347513805,-2.942555810516749,-7.281924962967061
0.6482835381930978,3.3623944181594734,-9.132880790369722,-10.88406634015274
0.7113760447052172,-2.0710282199557493,-0.8918334793003269,-5.258280871711556
0.5728698729950067,6.212032439402201,0.6693913196729576,-0.8565335004584792
0.2369330588830718,-5.577338930274625,-1.4717368323096742,2.516822000604297
0.5546079009511623,-5.626988239597612,-0.7381444234965887,-5.6944954640341106
0.5049312366046774,-0.6514160763363228,-1.7706100457359029,0.23261881994785413
0.5322574443142956,6.2245592519745,4.7663350875244115,-1.4931781834923081
1.1799050514239782,-1.6732013010282365,-4.95786357165903,-6.43439346554631
0.9497509057505443,-6.057786628767034,-8.73743533375466,7.83245371228452
0.49019955626575923,-4.645960408981333,-9.067253860523893,-0.5037910563431144
0.5117093575528077,-7.141631218458374,-8.628180999148347,-8.174809636866375
0.3442931594959892,1.3626197645756,-11.324545729299745,1.5070480710077472
1.4935134114882516,6.562604971876627,-3.8989630126160923,8.490694221887775
0.6813328848263885,6.12135769729618,7.381558070707235,-0.5138635394462545
1.0116631265983183,1.859388672957575,10.091287522721094,4.1176135025128735
1.3208537779540979,-5.168762305593864,-8.889167707458837,-5.871104341882735
0.9855360378029305,-1.1331348627668316,-7.755775721306846,1.6055225609020363
1.2583118847629642,2.2603594810265637,-9.009947426104695,-2.509568945410111
1.328779857690207,-4.889605483892744,3.0309558169444197,-5.853044605019638
0.8650827301594632,-0.7949122918621929,6.680630679253373,7.4241513945934035
