x1 2.3936363571706227 * exp,x0,x1,x2
0.0000034878340952325766,-6.132568751467092,-4.449881044384998,-4.018855749616532
0.00000000033810872445475794,4.629207453260022,-9.391784656840187,6.509590474278079
1277.5860078435846,0.17480685813749935,3.2095484452078598,2.662525852337474
0.0006344966573355376,-9.3472196986743,-3.905930359871856,-7.899327918171007
5289349.510889582,-2.368097393146865,5.5928555879379305,6.779869562380436
586.6692760597791,6.747943302811706,2.81092651001971,-5.024292178492073
0.00000010674480047792276,3.8901545251361846,-7.164360714428179,5.759228314079207
0.0000000009590892918471632,7.705004773887879,-8.538840095017349,7.804633269161214
0.00000003221360770878772,-1.4521901453776505,-8.10731021801777,-7.290317438293108
415.12449016260916,1.0201284183001427,2.2170968378562574,6.84642523418939
4710.534328566509,-3.053845253105633,3.564084855346678,-4.3459785067103045
9.551392687164038,6.318020379087902,0.8436288885322326,2.488833649074181
439960147.42392457,-6.115424757543685,7.695567915841131,2.7127688644974564
259.2682349012311,-4.063167200878533,2.4843705568282095,-7.7001497672286305
0.00000016163929996059593,5.543963695179088,-6.607496579508824,-3.1372217193734846
0.0000000001818270850122267,6.406119674820201,-8.874122867757954,8.729219252379606
0.0000010068725220268746,2.417957558138988,-6.04972141190461,-0.0064553209324261975
0.0000000004546033327216407,7.909210754348291,-8.5885366943903,5.148081180182091
0.010632619361110202,-2.676233135732814,-1.6222480639112928,5.22025779415607
226692.32134407674,7.576730034467649,4.533558739433096,-6.273669082241587
0.00000000012270470356819208,5.885447155637755,-9.762247942964315,-0.7399959115617908
906239.4059637369,-7.160309598231595,5.602296748438196,-6.254316997840136
0.000008659494810576547,-1.6394485877615461,-4.714329014354874,-8.797194556909158
14217959.508080117,-8.844618205836229,6.95620542721533,-9.267907380496109
21771882545.57358,2.8214617291760713,9.209793975835227,-5.175501420089666
0.00000011199406395753744,-1.5086211415826647,-7.368478464557926,-0.873360442539335
245.73577214679338,2.045356438009969,2.3150874403484187,6.083349504235653
5178496804.263392,-1.4665395363621065,9.180296080550121,-10.195410534998329
0.2572979655130835,-2.5375595579163455,-0.516491111824213,-6.586226924326425
0.00000002684844842851956,6.6174934110329655,-9.602497099727104,8.690398430144327
0.03214556918914145,-1.7227069198492668,-1.4528470756583074,0.6988719245670675
