x0 -6.281969574488109 + 6.606288046705593 x1 min min 3.5744077173445206 +,x0,x1
-5.409350680112317,-3.43944679881221,2.917474043736207
-4.742100977484504,-1.8096575612070473,-4.880949511504586
3.7607100268629416,10.5918161706444,-0.011880292432434335
-10.031822950762718,-8.079705653150382,-1.1340805481621752
6.304398099889597,7.849468007724885,3.8690914620023307
-0.6210569173481749,4.4382815716763675,-4.10551989851385
1.0382825263300581,3.1651447760548135,3.489331027145974
-8.837566982584603,-7.508775594008562,5.60885338482114
2.429682390363996,5.52646499695754,3.511732849800824
-6.274599354126907,-3.43254913788863,7.383780159043427
-1.1517564172706878,4.806267830533475,-4.97010749327993
-4.724827443039901,-1.7601504095995844,0.9220269026147858
-2.238371163847426,0.6058743175427459,1.3909542391597007
4.151617058550343,5.530052762571031,10.912191903004254
4.228491411523314,6.168119890203389,8.752818296769913
-9.512167173638616,-6.984033858064203,2.2847640340447155
-10.289593692394229,-9.099659914413598,-6.532442025657614
-6.520399062525538,1.1039490653972026,-9.228042869288677
-11.129948685873071,-9.591021873633485,9.231841256359907
-0.9747118750397991,1.5845244387310147,3.904911948615194
-2.264937243065776,3.9194278374061096,-4.916163193200059
1.6454504434077202,4.242000282756798,7.154041040614818
-11.635984650800395,-7.215370088376927,-4.738273771447641
-3.9904488627059087,1.8195089337953554,-7.499662173581565
-3.048113779402036,-0.22267118484211199,8.863585848076795
-9.569594574508404,-9.18415726159989,-10.980709951304261
1.6672191494038198,5.242828418656815,10.210244402802878
-1.9496003254734207,1.0477009171210274,-5.685116329263222
2.581047346794187,5.205056046596477,0.33361937107393425
0.8519612207547426,3.616107159356509,4.62805511247342
-9.1370949239092,-6.765057626846082,4.971765656007073
-6.768384610710651,10.583084937354773,-10.537680187429084
-11.081704665686186,-8.26006581280227,5.627209765330339
-2.816559999093254,-0.4805582604652255,10.555800001948109
-0.5574612734368642,3.665828520648684,-4.332285798720694
-10.357507172357055,-7.620718922944597,6.2377206952903155
-0.9107643128468125,2.108040479703871,-2.624298003290439
3.266607500042849,6.1702334350236745,-0.22142173147301694
-0.9090539863803956,1.4309847426807611,-1.0148066256530033
-11.003925149239207,-8.188180697565208,0.4548291223810925
2.2946911706691346,4.934619327204271,9.101841704737195
-7.066150357696948,-3.714421131997018,7.914552693484609
-5.81513879933417,-4.8194485903515645,-6.123347898386327
-11.456585926865143,-9.110926279102513,-7.7974822155656724
6.494751141935558,8.332945123705843,4.103311851675844
-6.174799875598593,-4.389865325370473,-5.404702324063326
-7.4808773029564595,-5.04280958835387,9.395415342012809
2.553192357301462,5.301958793279925,6.405771539322864
6.183557644798847,9.07613885503133,4.13403212282308
5.378087242177257,6.0764645161215345,6.329895689121136
-10.282591048226214,-6.32831164608374,4.096898978251084
-11.792033719665127,-9.23542341164366,-3.479067863648995
-10.377458960950987,-9.042972746785905,8.918356245736542
-5.137315407227499,-2.1613600326405495,7.991094130614755
-11.436808978371646,-7.090179258914351,5.120210338679678
-5.98248875028325,-2.9923186928134915,6.277978545182778
0.43097609485803895,9.373357300325917,-3.459339842677622
5.935736522784786,9.477837029219298,3.5102618141353656
3.5312935991781558,5.904249970182071,2.3779687158855296
-11.792192614773448,-7.815469322287443,-8.648665565712252
-5.290992391202669,-1.9179578898719227,8.443111178295547
-1.0066807987238762,1.569089338237118,-2.415398283981751
-1.8617948614354163,0.7064131582359018,0.4600022939852323
-4.686630862701275,-1.7993767918671735,8.835688659819292
-12.122498876786405,-8.953662353241768,-5.4500146774964415
-3.1171725260611565,4.231138198401044,-6.57351403955385
-3.83905833035527,1.9471003155973352,-7.021884089057467
-11.355693268910873,-8.462360500259535,1.2068232312261744
-1.8565803400364782,0.284329486505813,2.543544079277533
-6.422951834535075,-3.859478415180353,-5.810088491304711
-14.553835519230667,-9.077111703290397,9.334291260852746
-5.817954827499197,-3.708080200761191,-10.264923719003795
-2.5174772511307726,8.209498620610045,-5.396017732287809
0.34316383338489076,3.0889449287520807,5.103986375662099
-5.069168766761968,-3.08036979298852,-4.817979700357481
-7.3821415641934705,9.67348895066973,-10.78822641761194
-10.311274192658777,-8.114513797274789,2.804509906327499
-6.754017962345819,-4.713674578291561,0.41455888139894503
1.9269399335347686,4.634611380544473,8.68179729668265
-5.551143085562793,0.2824132048981803,-9.089113366801012
-11.209907992989903,-9.05295856311262,-7.871470732597554
1.4432832564919527,4.096766042664114,5.730324133367758
-5.319582442996579,-3.2147614426890905,-1.7291249987405455
-4.586523509492084,-2.8336745368033767,3.1621804550406885
-6.34543878755723,3.489025785797426,-10.537882184269401
5.538806272474063,10.467804648973686,2.990131562460681
0.5181439233031657,3.1970899724624666,2.351216062427392
2.3122339339766325,7.167535516292935,-1.1021666821026435
-8.580378862126942,-4.699173326499114,7.517503484652131
-0.011167124416120383,2.5142814256641297,2.959560589873145
-0.32385017682736417,2.4307557834817746,1.565082460980078
0.32873244843948723,8.524318700153438,-2.892669422346217
0.8719957137706617,4.532615338064842,6.686797379428546
5.786107257641641,9.601672768865395,2.167496625383722
-8.232526390771259,-5.497244886036567,8.853088204886804
-4.834054859936939,-2.167467414892425,3.6429057378568808
-11.217438866562679,-9.852723942363479,-0.7616579849115357
-3.548039279956776,-0.4644070126178485,-5.1794268958398835
-10.487687478357646,-8.750950121574645,8.633274455041649
-8.550393524976819,-5.299732767925348,-9.049153034808063
