-7.333286210260156,x0,x1
-6.259689144679592,1.2997315301850076,3.2905681072115676
-6.321875102152067,5.8534814668602575,-6.180781047008558
-6.534166595822228,0.9170292661392478,8.018897981749289
-6.954350500312976,1.8287092065969264,-7.075794184927671
-7.908920881669865,3.693417529738591,1.3602766141889306
-5.7903507743295455,-9.6153468714281,-8.372156713519965
-7.315259866838715,-1.0991691390391118,-0.9860953178696611
-7.019717501065647,8.40131753836201,-7.234527381481722
-6.045371003843618,-8.598452761425186,-6.049159271916774
-5.348664081278236,-1.9374967101262899,9.084371917473014
-7.624246088511165,-0.8944674136484387,-2.183857933216486
-6.1924924667852315,-4.0380760917172465,3.5280572538781025
-7.935660312951259,1.1291752318178367,8.477460274385745
-7.398683328325666,6.217183564074533,11.11980990402213
-8.958226402986487,-0.2817324154061646,0.0647311234193933
-6.770172485853813,8.320888654407586,1.855793308411128
-6.35020851348797,1.1240500714371273,2.7753848965534575
-5.013848071956928,-8.78044844154118,-6.9798708137975884
-7.4037588145684,2.5955793900348176,5.338943779121335
-8.077319176845549,3.1447835803689617,6.630093419048997
-7.71179993897224,5.930658462969997,-3.6377423120605403
-7.734489676425592,-0.5179869846716895,-1.1164396431397314
-7.211116729608819,2.3217995662525737,-1.2051401192445765
-6.403992795018838,6.376144508507127,-5.390268421653323
-8.159510519424861,7.341814103062288,-7.327951245121578
-6.824532895882864,-9.793233914594328,5.03317380129618
-6.633503208618614,6.47569875877903,0.1882882740400387
-7.676094421722758,8.272071195177357,-6.635164730198469
-8.232484533446245,-0.03144588855561268,-1.1753576468930607
-7.926650190437293,8.748101958382325,-0.6684769458021341
-6.843942119547184,-0.9038356970406642,8.048908932707546
-6.102150806128954,-6.4173847219035665,-8.74170382716707
-7.049297162313523,-4.1697204641820145,7.082380368909004
-5.918493053679171,5.970165017668601,3.780688086991909
-8.454175519983783,-8.669420473218882,-8.253380860442388
-5.837398339794459,-8.268181927217176,2.079269407865307
-7.154003587941886,3.386769338607153,-5.973105144757822
-8.02471085525399,-7.5221412402642835,0.4922963985297231
-7.363860030834334,-1.439111223854944,-11.361977441797452
-7.107080794099551,-5.299830091559379,-3.2193756696840814
-7.148540765062299,-9.702116005126019,-0.6657441791577705
-7.12671454638728,-6.273603423590032,1.2473268270719822
-7.460025379924427,-6.242747677739472,-8.083208180946027
-6.1363026181115945,-8.207803430924011,2.013842004770148
-7.704117828053567,2.8183003881530655,-7.078003342348069
-6.599593952665362,5.650688091807793,9.746853207676745
-6.770318711714211,-3.770227701710048,-8.036390932746453
-7.105669816637958,-7.354941909799161,-8.675900399477754
-8.505986214035582,-5.07363266644775,-6.3157965421293065
-6.802554306341487,8.777751358162954,-1.3727343758045039
-7.231391514240272,2.691587748114448,-8.206591847188045
-7.101490853254177,-2.8067177803869585,1.2818354428345404
-8.182794031959839,4.625990400000403,-9.057074261921947
-5.868268282946367,4.25668104550766,1.4401949175508133
-7.90618091233733,-3.728564492084955,9.808512730647642
-8.368632047385214,2.3333683441420443,-8.796460283272685
-7.386021281284146,1.417353012936427,-5.615938843652588
-7.172272850442885,11.986192218044263,6.659369309820215
-6.063178992850428,-7.664724711042151,1.8963326135875576
-7.870413627517683,-1.7262085572027224,-2.1281377851409813
-5.922142571481173,0.730868393534491,5.501746575350185
-6.811580627308891,7.906212863321722,7.899119979690585
-7.319161971254331,8.316621749449844,-2.2892665696238694
-7.462744641230836,6.271835832476771,3.1459739908187765
-7.219042123532829,-2.368099442819811,1.082888728066345
-6.531815271580097,-6.492064894507454,2.8382437254628443
-7.797552778433563,3.08873800439722,-5.444604548021917
-8.207863201978556,4.7637697500030995,5.9570867725133745
-5.366868773535967,-1.672376364506197,2.989334913044309
-6.9447129136527685,-9.921526901218481,-7.8381307704679095
-7.53096949319901,-8.184425165758546,-8.420810496876314
-7.138644700820303,5.536527610521494,-0.28554952950658063
-7.792199447912618,7.39616459429584,5.991666413830551
-7.609525445447836,-9.007634039890101,-1.5729753155843191
-6.744691600277506,9.925500207840402,2.958315099085907
-8.58586819747244,10.983785118436568,2.027641086411331
-8.355732147179706,3.6092362875900776,-5.406285008192202
-7.428666488290913,8.49375020418984,-5.208698489531678
-8.051924875665215,6.570862314023536,-7.610856038520976
-8.031576497338756,1.1171716119271722,11.012515015005073
-7.970796076370151,-2.462738333222885,7.106340458311091
-6.16532895405777,6.502518241299457,-5.094914591634498
-7.51956657240977,4.58546719230447,10.257143219157832
-8.104877792830436,-3.0598473761981997,-8.12561576954622
-8.710095260947785,0.18565168287945946,-1.898179847188396
-8.025215966677795,4.7881743811491555,-1.7313286583819696
-8.386231782497218,-1.2687469190492064,1.4831998335846721
-7.200115323455932,-4.015308487060506,1.6607247536115324
-7.799100848214292,-7.480343475600891,-10.000286865659238
-6.436188222886236,-6.566166335057591,-6.841459081140198
-7.856031152278398,8.818239909175084,-6.174425325774235
-7.122047238567368,-6.838092885527122,-3.506327273356677
-7.440029929221748,1.5728836658246141,-11.959065565492999
-7.561702699273913,-2.703031053157481,-1.4049469339311842
-7.120527747666228,4.85527778823209,6.041550013530934
-8.835481869515416,1.7218460491926906,7.076364552075812
-6.69526716289136,0.9357833864924564,7.3218068744675255
-7.67457795021339,-0.3594285859419056,0.5057421627438136
-7.719987832350692,-3.1328081101670104,5.77047568547635
-7.426429718556622,6.860919621014203,0.7272173654863306
