x1 cos abs sin cos,x0,x1
0.9792340575581738,3.508529454671862,-7.228831265270781
0.7837753511597466,-1.963626364320464,0.5660793398399515
0.7345330131308319,1.2963087967752005,9.250095629406916
0.8137706677979516,8.235658006137667,7.779128783699327
0.8216650230470728,-3.043418084522152,-1.5157039396587082
0.6894176499504178,-2.2678493367314494,6.715131106911643
0.9875386660525587,7.3051561658676905,8.126506247073896
0.6866203467075119,-9.645926036987055,10.41573342993808
0.8600203819609303,8.632714873581964,-7.347905744942663
0.8833070110034222,6.321489146529036,2.75922249745546
0.7367254297532055,8.860914442769321,9.802170540723118
0.8254032447123277,0.22214362141426786,-0.5858750687883155
0.7681990175290324,1.9045632345615355,-0.9369940243493111
0.7567962838543646,2.728673788998879,7.103936027405097
0.9831585253816687,-1.0608096577353432,4.91928609413454
0.6519573247480265,4.265076501844584,10.045899977087636
0.9675959597574529,-9.564630383091997,-0.9383086737199606
0.74683302352567,3.8211175553998697,-7.311973782981313
0.8811514929145006,7.064321198720865,-0.766538898962543
0.8232344268871359,-1.902869332219821,8.780659235068756
1.072329543192545,0.0904708621023221,7.030096825790644
0.8644667702235928,8.362616165410431,1.9191187573002777
0.8399000041823977,7.548700150135336,2.100483574621511
1.12037281503846,-4.105391781488809,1.3431615530549619
0.7365986455363305,-4.841303317341776,3.43130453401401
0.8897184867813996,-5.910016481578658,-4.270178534592692
0.6696837361975799,-6.993770716192382,2.2502304793789274
0.5300703362338951,6.474486245624888,-0.4356350217753166
0.7247047675521874,3.3617081809427782,-6.643735611098672
1.0010547731965838,0.47177987034349,8.409057104085155
0.9075479765580631,7.886395099782272,-3.948601410850125
0.8994871544691807,7.1515283464727055,-5.613163811024041
1.103788268617974,-7.817882369571158,3.993860871051275
0.838773156172202,0.12802425134122492,-0.7653855091140115
0.7752817721640809,-4.0358025805900395,-6.882851507777393
0.642141706660969,7.066603580018564,3.8170224290279924
0.5997238088165825,7.087412886664331,-0.0830871514048554
1.0715071389750201,8.102225346004102,1.7115770269581774
0.809109481668007,4.985568011435325,6.359782543543983
1.1378831663089928,3.6202328675269233,4.907642801308632
0.6535112906181579,-5.953760362736789,6.826403238439
0.8509274600151061,-0.02957591740780989,-8.327106266923602
0.6874367131010473,7.838370668144595,-8.678462365862282
0.7403977406768558,-0.3964193277561843,-0.5574433405705103
1.0033375516777605,5.601869695444984,-5.327817415694782
0.9633856396186826,6.257154692745981,7.081692017127949
0.8898490429378406,-9.119545112613652,-1.0487972033062354
0.6782033032003852,9.505096425256394,6.334709157765009
0.6010409886135634,6.017353102660895,-2.5279107626816555
0.9322602463472962,5.3268983511511605,9.04547038563617
0.8320113151005247,6.571918829938832,8.815711999538244
1.1544472427744261,0.7819558518710162,1.3097968745004325
0.7040893184657913,-3.779254851163381,-6.103111691748198
1.0545423966690017,-7.953360567704326,-5.005844535019033
0.9544871117621921,1.8728867127059077,-0.9848070890100996
1.0492855115439794,0.28947839566253986,4.135571440349751
0.7973159889075433,-8.634459767053233,9.78942090402749
0.8849900964750785,2.2944568347511245,-7.505589534954694
1.139653268438286,-8.145031026118177,1.643084777096343
0.8354561804067412,6.97619978773692,-8.832237161018165
0.7464660463897254,8.718852202498487,-6.006217616480424
0.6814611593533001,0.8368194027510316,-6.452618856384135
0.9644268661269929,8.671349767217041,-2.1246088268232044
0.8652167315488287,6.042582407944152,-4.0904810552023
0.6225580060329415,-0.2664404018352617,5.383952821325045
0.8605360123627683,-2.181689861385653,3.2027321315204076
0.9736390494265167,5.515343563328897,4.1693509904549595
1.0404961342339252,-8.819626689982165,1.4359176938383684
0.6604725091663992,-0.7220139180426064,3.0680518800092096
0.8012075153724604,-5.064045715872561,4.771606312845934
0.9660183356729907,-3.5440777757310244,-2.012269646099985
0.6139188139217132,-6.927200913238467,6.219810312275272
0.7540474547628243,-9.034281381726359,8.635167053990193
1.0597210727552984,0.36060091264281957,-9.571603726500387
0.8406054922049897,2.3622840052449154,3.417505664243489
0.7306173032071147,-4.156251527360629,3.0131912207529474
1.006138668792824,8.181025774759028,7.82630369229487
0.6758048117461795,-4.730211583091198,-3.0868320888783782
0.9451012873262494,1.5487294649241174,-8.217195181361275
0.7484288510430841,-2.7640400422637317,-3.984937498520039
0.7732376399470181,4.660680152630414,2.7302743670348155
0.8816526528232391,3.4533302118133538,-3.513936130257299
0.7496031230412963,-9.190675582766964,8.161328843466876
0.7693875336416605,-4.328900667617326,-4.291876862407501
0.7981412444602659,-8.31480581222546,5.708754158944002
0.7242791756491597,-5.3399952214693975,10.278306595165374
0.6747723247811664,-9.229194337425744,-10.148471397752253
0.6702167912904002,-5.024676285771658,7.099933182606556
0.7220533405627557,-1.0327987350584729,-5.226080677517627
0.8806923317703607,5.551800330216701,-5.165677691970523
1.1059991725520444,4.442668052583064,1.9113568265201297
0.7337971891403979,-10.288279894009667,2.465276279052925
0.8289568275114692,2.335957765145003,-4.472175193617434
0.7099903622148763,-7.589837792072353,-7.853107009112664
0.6786119608689178,-6.962667845445151,2.915990179476057
0.7460741847765558,-0.6080279307057573,10.268212988005226
0.6448538373964707,1.0519429134101876,2.8330412057987844
0.7783250336311366,3.0251876902106534,-2.2163187526951407
0.7670511551611976,-0.5507778306607238,1.233599304686413
0.9843985643096618,-6.096689819427314,6.731819645543815
