x1 2.046783199035552 / atan,x0,x1
-1.2767925074105255,-6.062110518400602,-6.807083411398045
0.750281485743212,1.9599417127765388,1.718679430113187
0.9101324561365902,6.284562756885226,3.2258565723188712
1.4704507751539648,-2.9908538520554537,8.645302630015314
0.3153630569332247,1.3778410564675192,0.55167752557147
-1.2620667035144808,8.02017538708118,-8.944556547739634
-1.070065282117195,-6.021326589191572,-6.538623909047241
-1.425842196370207,1.6974620331682506,-4.589513316912845
1.0092298280155902,-7.7068077074273145,3.1811935387649197
1.0132269544991452,-5.921745324685921,4.033870192900354
-1.121666038649032,-0.7811879343063672,-8.265891196826377
-1.0590018890606752,-4.446551569479342,-4.977316926267284
0.7976272835301431,-0.715705232906217,1.9038339478278696
0.7606969500046714,5.436680002577256,1.5992978220042062
1.427746805049298,2.5994421339218685,8.006820897645357
1.289987584978646,-0.7281982195691413,8.025789275822367
-1.5191466542304015,0.915739391298058,-7.988113271261271
1.1263305002686232,-3.268301997936537,3.886627412226948
-1.245864580367271,-0.2966752603030814,-8.18134086764147
0.40776913545288573,8.608017939337145,0.8547424443225173
1.1812601587442428,-3.663814142914221,6.632919075580006
-1.3022369145709476,7.348847756500097,-4.951624218387544
-1.2139223008226092,7.046510006817856,-7.628697881144352
-1.1808620857767493,8.798869924638163,-6.079719805941646
-0.49821093369520153,-5.848843315818153,-1.3512488953314374
-1.1403353326930081,4.62702785352797,-4.201916792341194
1.1678791248586136,0.690950861018742,3.465326891249575
-1.5415188398218556,-1.800033204041043,-7.941897944335589
-1.1300560141219542,-7.829730253775772,-6.171943805454002
-1.3005608573990257,-6.121801216882779,-5.441360658360305
-1.2088347351618531,-1.103808088427986,-4.949256032280545
-1.2975574456178305,2.398444524556936,-8.224926925301299
-0.648746790498245,9.500507834196789,-1.2763061118803636
0.8620861124253364,-1.5395460088196946,3.0245502811809764
1.2733280079099782,3.4335277107470206,6.200947803929134
1.4503543123998435,-7.725654401585816,6.37280241436253
1.075865008140319,-8.403172196205835,4.522717623515373
1.0240191511908086,8.26336545145314,6.25688815416451
0.35642328058539396,-3.4740035485226626,0.6221598956220976
1.3941040290049909,8.358064203865993,8.591935683263436
-1.0909526103105653,3.3882988440598134,-6.716575634124806
0.2683639708997705,-6.197823345281004,0.5171587707142355
-1.3671077462743113,8.638499872136567,-7.4215193331031815
-0.8083972647685106,-0.266931027949359,-2.045294283039093
1.2846782476572074,2.170156848790171,8.22821659965691
-0.8408128658051982,-1.7815454888876765,-1.9662605699580638
0.32303726405046296,-7.0607635394037835,0.673502592164484
-1.2854859020628193,1.2825837125993214,-9.05346392709088
0.7089965617376892,-5.512308085601323,1.8654106034645845
-1.1978406014359362,-1.198965207732133,-3.447131445005298
0.7141322620504847,3.4201173366771838,2.020535512036826
-1.335242518190393,-1.6492287544114743,-9.045664660432719
-1.4007481687189167,2.4133353292184117,-7.428920555169922
-1.0365756016476133,4.297537805965119,-4.363775267740258
-1.095908405189364,-0.2328242705364449,-5.952428570686272
0.18543505136978056,-3.195358186828767,0.4208994931779936
1.0109462505582858,-8.867760394651592,3.7722138477810265
0.891287843647577,2.968468788509483,2.592687426413926
0.13670836164912087,7.447063005770993,0.230530362386044
-0.9050755513322359,1.2465427196182899,-2.090035225031313
-0.7556834741069541,1.4300703346674957,-1.9929319383495538
0.77184868619127,-2.841921391897506,2.170405768956362
1.1498417709654658,-8.47064193561086,4.989118863738811
-1.355820310749727,3.082696846139221,-7.487808669492275
1.4831545461523978,3.432509119202405,8.540676396058453
-0.7319012742610038,0.5649292692554712,-1.6713335274562011
0.9327721592411478,-8.594643162401413,2.3112455746760943
0.4153453371874264,-8.56580716721589,0.8966852817500235
-1.3429741022790236,-7.609230041811212,-7.927945927090811
0.8773421034552729,-11.135934894626418,3.6798421996908917
0.9333713008705412,-5.255806426145185,2.6685335989562033
-1.3690068676516267,-1.3399655979908036,-8.687331169494332
-0.6536553008712516,2.620929377903101,-1.4535510264056228
-1.1204874246520766,7.152062955694698,-4.357830530557173
-0.7080805156347902,2.3457809334932596,-1.536747558668606
-0.1714731220209783,6.573404391929408,-0.25215457206066116
-1.3413328256700892,-3.8669615292540067,-7.87959377062601
1.2287932185066641,-9.887028320625802,6.305413496884446
1.236491524274198,3.9676194486652476,4.827389503193717
1.2144505442030604,0.413051299525725,4.883536596509285
-1.150009680077618,0.5026882827616044,-2.4427933103510377
-1.3547246698122666,-0.4490995225446424,-8.456100519840097
1.2431763233881592,7.127724305632846,6.619256423359808
0.9191060558123761,-2.7617877801307196,2.9693884149826175
-1.3474989037264886,2.460085215375616,-6.120929768000344
0.880252831116825,-1.0679452639266396,2.193455937834624
-1.3565777006403648,0.19618659996297522,-5.276726504376111
1.3018798445402424,-3.6243116862842517,6.773206508929923
-0.934684781529462,-8.380056821545804,-3.1418355557522135
0.9652345753813921,-7.776305114874369,3.484235882866765
-1.2440530626587558,-8.490231931610682,-5.343694641011706
1.3008975673305716,7.787410256689214,6.78583625609511
0.3729293723643668,6.9300843016300115,0.6391454899344929
-1.317571200386853,-7.670265814883962,-7.33704167523737
1.2542200837185449,0.6847931670430586,9.684064673641851
-1.146074955705042,-9.574631870092023,-4.928095383898511
-1.3101035837297306,3.117737273891827,-7.049160683469061
-0.852005593378254,4.893440784492758,-2.25213502454665
-1.0106650550338176,-8.98512771788143,-3.0908486543644544
-1.4394202589539415,-7.78873565457114,-6.297294873817658
