x0 -1.2445143848614872 max x0 min x1 -8.583734953903972 + x1 abs * max x0 log sin sin min,x0,x1,x2
0.8425289418238765,8.762379283483224,-6.3889959090754,2.8416869317632076
0.7887219110081285,2.5935548710233576,-6.378250545796752,-1.0501014380839326
0.026116074617032775,0.025943525490552358,3.803961411013444,7.9378016929465725
0.7317943684784445,7.541665242880971,2.3190405588607907,1.8474470853970675
0.8807464067788678,6.06570904411882,-9.91152469945071,10.998825268715798
0.6939005478317496,2.8383228405923866,6.088668510527857,7.127620179948947
0.8312541688747634,4.581835733747389,0.7360137690444796,9.017766028565083
0.6169823659513174,10.794998803551684,-6.1100467051309755,-2.6599625987751843
0.8893938222805171,6.056300634435783,4.90614999400717,8.968336961104379
0.9373709052052542,5.09044413907154,0.1952560599135719,1.953322514537672
0.5626682132974307,2.39407504434083,-5.700073240760683,-3.7915915959096576
0.3766023884980475,1.4879955683819508,9.360425534926208,7.482694612142963
0.3186722977713534,1.443947922663944,-9.872371146481083,4.037732146486932
0.7692893658653094,8.564341555869154,10.573691134805424,-0.45364300202761987
0.7005597029181391,8.63413199807118,9.46444519996447,9.602918906394216
-0.7909252851138344,0.41031695193107076,3.4016035589834996,-2.466526629378443
0.8211930295277611,9.488136118302231,-0.6540747838616673,-3.9276179275509486
0.9010914498343251,4.103404665419769,7.0909547201814975,-8.382891431498926
0.688352152271971,6.642928555483323,9.533688218845496,3.6275528247800057
0.6315914266148732,8.502859411467838,5.815872481357178,3.263056955315153
0.7973969668446362,2.9412409980801333,5.982107180917586,8.396487141588699
-0.13022667063936907,0.9080724305501355,2.479692830732328,0.730781704371999
0.41360882677563277,1.322245957184403,7.9013297226486845,1.6296717305907782
0.8700977456785695,6.337238157715259,-6.596394462469151,-6.341603433722818
0.8545708520908373,4.745652225121032,2.6668284900991126,-0.2979330628077558
0.746163848554713,10.268617636354772,-4.980681044059302,-6.795951358123697
0.7580883261827159,8.831892707066137,-10.52320967674996,-7.650760063112372
0.9655685939247197,5.607410984922834,-2.9047980334789254,-8.013599197834896
0.833652132119801,7.188508553600613,-0.7747508550042362,-5.670706468937328
0.6515362186711947,10.056190427241772,-6.585522934480534,1.826027347554179
0.8468180127497776,6.732091080416078,-1.6373435277301769,-5.902172178416246
0.8759311425575484,5.872689026878515,5.605692444072198,7.044391751603656
0.03544426704006873,0.7715504600067052,-0.6869267817496598,-6.5610077163756495
0.22183291966309218,1.2281178345183525,1.1852781322499533,-1.040183373119458
-0.7484755149156778,0.1766754779216132,-6.908979993188293,6.600459710984878
0.68878658296481,8.088832991194014,-5.666534280279469,-0.7767943591269539
0.06132323963049551,1.1002423259247758,5.3942537909915025,6.772141601705407
0.9602396856456309,4.316201600760396,-6.963844709444355,-9.364446211914233
0.6419719604519637,2.1002724895240803,-6.353045343409096,5.788899511700333
0.8066789679357154,5.008656801235008,9.080967711364812,-4.0917663496962495
0.8447277071834117,4.4407253546507315,7.852863641947339,-8.632163573926668
0.7410980020598941,3.415386840593381,-7.517336487800194,-6.237390194336886
0.9470808871378013,2.9473674951149653,8.563306858972714,-9.031307969471051
0.6691556845690316,10.097938932577815,0.18567145520286224,-5.702203948661069
0.7978260325784234,6.350667750213446,5.122592936554586,-7.176869238952395
0.913923568954566,3.3818385009063343,3.3112083097762155,-9.805568704039425
-0.7258885920155734,0.3739992707405524,9.7039332803041,4.799485663704311
0.8251345617190842,2.9091467468319108,10.76287553265814,-9.009376173847416
0.8942535559816591,6.341950211517238,2.0412931536307757,-6.17179010593548
