0,x0,x1
0,5.853124864618969,-0.35772579255269765
0,0.21331011987808016,-4.694622799155554
0,9.889761109092948,2.7758337599411225
0,5.416280642809128,-8.548625189460067
0,-2.819009511664171,0.9129784906615839
0,6.869327822528839,0.2655331336944337
0,1.094999210211998,5.602624455069063
0,-3.416802215334947,-0.8303015264203398
0,-7.233734757374361,4.7776663433291695
0,-2.5819624798873226,0.8280528958716463
0,-6.1257603509734695,-6.464087701163658
0,2.655967129335057,5.037134352305602
0,-8.739496015800231,-7.587070205932017
0,-3.900473920691076,-4.487067764143171
0,7.7086913819424545,4.169512907510776
0,-5.882037774886814,0.41457308719620795
0,3.7303256470738098,5.939418122731769
0,-4.979186228127483,1.1990172564306527
0,5.785734735760579,9.285687515509682
0,-7.183822524557963,-2.631149486757561
0,3.688372538445369,4.046035302016606
0,7.3606020613140934,-1.5405106114264064
0,-0.3022378221874432,0.42168732762881356
0,-2.9760230627887436,-3.014738964664373
0,3.9640047139398313,-7.045800167288274
0,-8.01321990882954,-2.8960191042027725
0,-6.882517205154818,1.067120847328811
0,-3.9083659803838837,-9.228174381445964
0,7.758640594642889,-6.052911291393167
0,-9.516138453328185,-3.2772982061528566
0,4.652409181742241,-5.143093218223123
0,6.5686552484559915,8.993727184870831
0,0.5169051159633736,-5.5178226042977885
0,-1.6190337490818647,-8.707043044218919
0,0.79022897195667,0.8269719366993753
0,7.321287528307639,-3.533099361394224
0,1.8164305364158813,-7.3974072739260555
0,6.349508177010027,0.32262952657252303
0,-5.8808985292922,8.523076405702655
0,2.4535283461519595,4.468586189183724
0,-2.269811136160445,5.8305000417439565
0,-4.718321187916315,8.504471673951734
0,5.330461451475809,-5.58082231196351
0,-0.7996130705500613,-1.1341730870996667
0,-6.986611131366347,-2.2529902608326466
0,9.79390870479776,-3.2532148789038544
0,2.050331071420452,-4.33873383494422
0,-0.6617458700961587,10.453238534729664
0,-2.0623897290972546,7.263040585611861
0,4.672381528573928,-6.09925888186992
0,-0.5993275102007889,-0.5319173051649795
0,-3.7714487693380807,1.3722981024524117
0,4.493335511369519,-7.280586421335801
0,-6.6081832874120465,10.34045012109306
0,8.439358142579053,5.480181591122849
0,2.383125271624231,3.807238002421719
0,10.296531423686668,-0.6123388172041893
0,8.866581721157665,3.015430122878902
0,-3.22313729547249,9.521311782023876
0,-0.6063249391460067,5.2495106681981
0,4.132115354645766,-1.654280142617482
0,1.138314552437214,7.215039513604001
0,3.2660554772547945,3.789755879032267
0,9.559872753567403,-7.806178479278821
0,7.664086609259523,-1.1407539581753596
0,-7.542541564595695,3.6884190268458226
0,5.062896729325564,-4.556233263007616
0,-7.934815580459956,9.779416552109574
0,-4.019604696388886,7.473131740725254
0,8.646264998095475,-8.708947823432426
0,1.8347439375375871,4.305016350838944
0,9.422657546361137,5.316772926135807
0,0.3224937284046109,-1.9888205904850664
0,-7.699810196612571,4.02741357152737
0,-4.89169822187215,9.981859316140145
0,-10.07693487047685,2.154112124517953
0,-6.819012763533302,4.920435513988011
0,-0.17768486159791771,3.6471082500032432
0,-6.025399042417529,-5.743052599691016
0,7.733041057015775,-7.247747271877624
0,-3.836013519928427,-5.679983756694906
0,-6.561838216641425,1.6279777689328374
0,2.319028553584323,-0.6987345711734424
0,-1.245393910330836,-7.157422940031436
0,-1.4392918129651187,-0.5674709996257882
0,11.626675752395778,-7.4513999480472854
0,-8.83442058242193,6.684319274406039
0,-6.535204292559298,5.967116462133507
0,-4.7697836700710905,8.65721752772302
0,-4.90865008335114,-5.455911307680382
0,2.2470510190344415,-6.561431011500062
0,2.1934552506298206,3.995478913241143
0,-3.8579057408776745,-8.425552117558775
0,-8.585134924051806,8.92284804987094
0,-3.621856325089387,-4.728545475526337
0,5.9380908434023985,-1.9744045898867844
0,-3.052818446283988,0.24101564495611438
0,2.802491347024649,8.526690265977454
0,-3.9081585700480965,1.9777259768839717
0,2.2951957693520395,-2.4623180599847125
