-1.2521782384850317 x0 -5.991471038835484 mod min,x0,x1
-2.3741684825332046,-3.095105523595729,2.86142516705863
-6.173361043564726,-5.263905818483299,-2.2612755897825174
-4.042499899384454,-10.074724642424359,-0.6691400805517634
-1.1723142785736689,6.64626851350824,-0.8244603955159747
-1.2660919369181345,1.3748899672121968,-1.8020728333913503
-1.2496287352671211,1.8186438924523352,6.42180781546574
-1.291748710216712,3.5700747229401375,-2.9105690466358003
-1.2172157274453417,1.258770329571739,-4.405954919740057
-3.826130396740971,-9.841269660540073,-5.692302054157406
-2.623640826072864,-2.1248787223340804,4.473859438929191
-1.1980105635285474,-0.9653020851725211,-2.98754925284005
-1.3375571767073937,5.195122760071172,-5.231615307878328
-1.3556852979207061,2.2500648171389686,-3.2439637226342257
-1.3401595004648232,3.0870145147539976,-4.314884073764413
-1.3524656429990347,-7.270016445111835,0.12946434987081795
-4.320196497829097,-5.1257441135616775,-9.054837731236091
-3.5974249114428485,-9.13859657974971,-4.351000487125127
-1.3711902191972505,4.8617560578111245,-2.397730719797105
-4.358267262486312,-4.915189325611107,8.77337868441672
-2.844201022555068,-2.881422015490456,-8.98150589240702
-3.0062417105017354,-3.1101254629963506,-1.2060571350487908
-1.2643148636962185,-8.631890502460273,0.36522661719860927
-1.172310732702853,6.717921488875994,-2.8727791111864995
-1.2723493469837042,5.490141687523352,-2.179831183926195
-1.1718761055192055,1.8699920878381695,-9.695142917174335
-3.081751141085614,-2.9390860952157025,5.342330096851817
-1.1759506223845075,2.4389417079614693,3.0849551501544425
-2.61379123247172,-9.002416749936726,7.165265657597332
-1.579777525686914,2.697024566326682,-1.3731838029491854
-1.438031113305387,7.247237109657013,2.474716723486088
-1.3647815067142253,4.737826269090387,3.303240885763785
-1.1844436606333688,0.7821806457957333,5.813426654048498
-1.5093931898825277,6.9317172165260805,10.247926464522735
-4.719080860800128,-5.383806510718587,-2.7110547557342146
-1.162228651850986,2.1969062833527935,-3.660824476115472
-1.2672120771792308,4.69210269301109,-6.79522939121256
-2.8260739287295373,-2.478268170430165,2.7248215728183522
-3.8699824878261135,-3.5195191722624446,-11.385646036944982
-1.2451486690725915,3.0276774056093334,0.9627807798129205
-1.2816554085989869,3.206931542448597,-5.4762196204776
-5.350854677817735,-6.620529599193889,3.005826740303486
-1.6593114752073381,-7.807752605506905,-7.415292373128145
-1.1411108328426522,5.13456378784191,5.598410181189025
-1.3124691633165058,6.092226766601273,-7.030695187376583
-1.4062320090303009,9.22775175007339,5.007650853393442
-1.264467320030813,6.054877824817886,4.024398117444815
-4.893896921554504,-5.043565240597038,1.1245925599699882
-1.0975633101645477,-6.39556231062183,-4.055083397698769
-3.165156855186173,-9.912261558695507,8.18299683494201
-2.9305064458127643,-3.9836745062753693,-7.2621100556176685
-1.5099601747025866,-8.00061894928821,-4.204657867056888
-1.2846169741214453,2.089857332349216,6.286174176294637
-1.0462975763348763,6.572405344757817,7.7927346421543335
-3.264554446857101,-3.717243287746533,-1.341956447295488
-1.1079853220961657,7.9105248752931585,8.83767472480578
-1.142707329994187,9.452808166022981,4.063587139695356
-1.3031988852610243,6.532310076986011,-0.8349708921548138
-0.8773441487631646,5.556549026999175,4.8218494032072075
-1.3369830940760232,7.84721160182454,3.9451647401058616
-3.476466841281282,-4.196716088009231,-3.199318916211876
-1.24082329832827,4.978688672890079,-1.2388397020245274
-2.960566157017766,-3.1839717109354027,-7.4221608966920005
-2.8774096916453193,-2.500187262601865,-1.5127627747966057
-0.9946734959452632,0.7745514640152275,-6.96249734157834
-1.247525392257309,5.808687684633555,5.502822872934717
-1.1884640350800513,6.942069822325489,-3.4591352855089874
-1.2972932005621773,0.9405162374168073,2.808320305561249
-1.1971430792554554,8.977348697205562,-0.27359668428315087
-1.3520883639652015,-6.3349487159375215,3.7718831989841637
-1.2839678884638146,-0.8953450288176635,-0.16282080234716015
-1.125886644607241,8.585930067210699,-2.097849780623288
-5.267064674669212,-5.680032834728765,3.0703960132598174
-1.2226585086521504,1.1696371651607993,5.659371720901405
-4.069962589755063,-10.178808355055043,3.9286370896135705
-1.2714348013924364,5.1961566129794905,-8.835446733069393
-1.197261244203187,3.2422993857644524,-3.853375379915547
-1.346889504545075,8.841706766020454,7.948112522081514
-1.46281042439873,6.756160622476107,3.2324066042773847
-1.1202212662237345,0.6128708280035166,0.6892549560561474
-4.952641232260735,-4.919614322477432,3.9006729309171244
-3.0047908669682055,-4.46245305530591,-6.200686977664673
-1.9407844631636086,-2.0989556329212657,-8.164029602784927
-3.888394844601588,-8.947158005900352,0.17202716423102804
-3.4351673019645146,-8.930017469808256,-6.53646331553863
-1.277439029791178,0.8353270591515104,-9.072014290634804
-0.8359234151625651,7.371640136126758,7.185182409489927
-1.1543579314974284,10.103863543775061,-7.056373878539801
-2.2162164429763638,-2.561598097990785,7.328979497120732
-1.2579868683116298,3.586905273105024,4.7313159367536874
-0.9812078310857437,0.22455870884500417,0.2398686480008359
-1.2717320358734905,9.757664915275722,-6.9840422134839315
-1.314412092300772,11.08805008689157,2.978859286987018
-5.09616735633171,-6.3403463806324005,-3.8362282357211113
-3.4990997631520524,-3.713651650172063,-3.2550696936190686
-2.0001322924963927,-1.9045228019990785,-2.704762206995272
-4.70911514309617,-4.692723379174226,6.127950768763143
-1.0624642551562453,6.09096308431446,10.072435816856885
-2.3931629288935072,-8.492649044482828,3.6972477531592833
-3.4562188468730826,-8.752476877978035,5.326749160507941
-1.2139130616480014,3.7023823407616017,8.870906355796995
