5.078122427982452 x1 mod cos sin acos acos,x0,x1,x2
0.7937865350499929,-0.35757681397382185,0.908994558931098,1.663531071574348
0.3139419447707637,-8.423879890448209,-4.419241626827552,-3.083677655812275
1.0921776319988992,-6.477391627743786,0.8484652225191517,8.163483530053165
0.9223084615056271,-10.961643472080437,-2.153486780407347,-9.200091493537641
0.8295252266940034,2.416953200707484,-4.974236389898464,-4.424629722907975
0.696705534373907,-4.529323580432764,0.6316026506145835,-4.02573890893908
0.2376083682724335,-4.664332112410562,2.1306312558020997,-5.592278956777081
0.7962539549938851,-6.02009957843964,-0.6044946283309501,9.80958724633542
0.5363180223472958,5.434338417518149,-1.1314441577531569,8.395832840628746
1.0588821084135935,6.854118653941246,2.4053181491363396,6.398127993663099
0.954096294466641,0.2935166531060347,0.32713040674370086,5.071277619898189
1.1151055641124688,5.372640697017727,0.26914934244038763,8.554526964199122
0.9687673974309945,-8.077866063827859,5.122232488429107,3.08648430306656
0.9736012479579511,-4.713383592198705,0.09277863570217681,0.46195458560120106
0.451068943336046,1.8105590750155691,-2.1625983200975103,5.23390962637113
0.8623719014057791,-9.970227074786319,-0.5836067610002628,-9.677175261242212
0.9074173529185973,-0.2852381909055995,2.46612167400475,4.582893907286321
1.0506306455952203,1.4764879396753956,-0.3675977225827693,2.8101124050028154
0.9142194838226523,-1.6653107378408532,-4.545323656384126,0.814718960912326
0.8207694824657923,9.282923711960807,-1.0040220134149296,-6.023686704815924
0.916396753208246,-7.677596879413433,-0.7571783289924349,1.653231542367231
0.6298966128759729,2.0093302471307553,-0.9807474445539246,-5.658844507450566
0.9412375243600595,8.403336535958887,0.13225738640102624,-8.023364797318772
0.9132752919897353,-8.787288482092706,-0.5646414795392115,5.0924931490457634
0.9504940661327974,-1.294746745515922,-5.271653016911895,-5.545167496361377
0.9246560343989493,1.5314201831082745,-1.2607947163690227,3.916342493554829
0.9469676879744225,2.2848549400241462,0.8346791670213712,-0.9640156604038101
0.9988262481432307,-5.212062029343978,2.52374945935816,7.566397996651886
0.9440755104249398,-6.877263937291841,0.7378496784174813,-3.802063345008565
0.8691423237572701,-3.630604443030982,-0.09102894821571961,-6.787635730385376
0.9338595698077071,-1.693812190912918,-2.335364208814719,7.502320879246635
0.6671862783624405,10.139186879439855,4.357668077259914,5.547545672180126
0.646632144437073,5.918308282671575,1.0725997352039496,6.7468252278055525
0.921172369594775,-1.422699439577782,4.295819102272831,-6.5742962397926075
0.45824620318400566,-9.399257729658405,4.2303085700016165,1.857182202324589
0.4782998971137747,-8.677270315816793,-5.2024551559841195,-6.828564769243561
0.49679964628675055,3.168928058582379,-1.2695359831307407,-3.008117208948127
0.4851468977658213,-4.563514857391824,3.9682435924018153,-7.909775856027843
0.6042356461686,-7.6465232834834485,-1.0832677436303486,-7.230057741067389
0.8297478495204369,-8.909112580452597,-0.7369753520292214,0.5982764450336612
0.6602784328496918,-3.725548701944107,-1.1241713919971057,9.056911617956308
