3333.225798623798 6.376892826093936 x0 max abs exp log -,x0
3496.552021896615,4.450351400727208
3664.358361640643,-4.202155139298876
3395.8767296501846,4.893464271450863
3331.548531591248,2.645049473135371
3325.4014855070145,-5.0488583034707935
3275.8360880695504,-0.10209531049730687
3283.0255939883023,-6.892868994480071
3957.167802356812,-0.772300350463294
2949.7418208140557,3.882661216768138
3491.342541527489,-0.0520532241522429
3099.4087289526074,6.721018554939844
3021.531196206534,4.7320373543939525
2995.2174690007614,-6.062484862076689
3452.8699870161654,4.992037281898601
2920.3876272241105,-7.929136511075642
2616.2508831881046,-0.07074111860346076
3175.392878198746,-2.1169969271717175
3285.6992035692942,-4.896469384202501
3211.082751611443,5.3080600381401775
3244.7694518231638,6.260129889185635
3864.257653849113,-0.062075294161570975
3122.2048962782687,-5.497508633245496
3738.3595986573055,-8.34037452111937
3615.1071563782925,-7.1339893251637285
3567.581057216313,7.443125805823755
3468.6480452087194,-6.675689272214616
3408.0457454311713,-5.718871975169928
3546.2388541450655,3.5785592716779293
3621.5193571491313,6.7185693058689955
2844.22967943664,9.94619786716366
3024.3075703574445,1.5436582966107932
3449.9374124379965,-4.016822582095898
3289.6881978118245,-3.2665788732822567
3354.4065017926896,8.122483571332943
3011.463892057253,-5.737239408975861
3560.791950197783,-3.2987911547310866
2874.422477743436,8.683529106740213
3011.073557681312,6.094023904924559
3244.1157451020354,4.7502920401672
4052.452372616938,-8.08795551143985
3702.1420178693493,0.7570214607266939
3239.102196922902,5.703023339504731
3103.395314852874,-8.891535979822967
3065.0896564730406,5.566510861462519
3447.116891096005,-9.396579113383723
3568.411729331949,10.47875131141448
3442.6808296388817,-6.989884411882468
3514.0742324037756,-2.20610137171835
3519.3530621443706,7.325695898361267
3673.0698799195284,-9.442791736704603
3052.3374449573953,8.940142108193653
3478.241891332732,-8.518854346870327
2720.8660125244874,8.925530826708215
3395.661102061779,0.16095869576059488
3315.1764681450218,-6.225243402846359
3988.4593141871287,-1.5813090654112443
3335.566786280484,-1.9897031341497802
3078.427449236678,1.2792386806176135
2820.0752082490635,-7.176400449844137
3516.783123599379,-0.6409123680996833
3342.935822627681,-1.2670708637982409
3385.2395977370165,-10.61429318643186
3387.344748519607,-1.1083722234585025
3295.6117103528654,-10.764500038352605
2801.33034865134,-3.3751985525148838
3650.6179449598885,4.150337617092657
3473.535936257404,2.242056086892016
2931.0357458924445,2.4344874653070363
4244.594508176462,-3.076493666789966
3243.564553841968,8.612694508517787
3533.538601791852,3.4695151491331813
3894.9210290988153,8.22214404208232
3373.1558785329585,2.780804739899231
3103.4927990106453,-5.147930614169853
3324.0745326790952,-3.2260756396631414
3055.256374240392,8.109811077050841
2480.10885965992,-3.778903330804721
3728.55463726126,-5.466368762617523
3593.420430245614,8.565666852461966
3220.422999887799,-9.721588796373764
3299.2708732995648,-0.427861046408157
3508.3842398655684,2.536519608959923
3908.5111243385413,-0.9482850382887138
3323.862879054153,7.0188074227275585
4006.455474335562,-1.4804677122818903
2977.4772498238453,-4.446377707180747
3203.7673197271242,-8.42287498763369
3022.0711769292557,0.28440109403611086
3586.262221066655,1.1037396115256952
3325.090582087175,3.439765216365183
3551.093570669507,-8.372291805459072
2929.1756301775213,0.6895712926792982
3355.0972733273616,1.8683839044094013
3372.5178379825898,-1.8058036505475008
3396.142662717084,-3.251191649940863
3043.839616316121,-6.950748166828068
3152.136068258638,3.399986764600067
4002.1009478032756,5.977674360624259
3126.1799652440786,-2.644116009790422
3332.905027373399,-7.635272684029643
