0.029099879293791098 x1 sin acos * -8.572601734962976 x1 exp + *,x0,x1
0.023013232263513317,-8.075267599214207,2.334540658317298
0.2877977028960102,-4.1604899900579895,2.1112152034019545
-0.3598126675233354,-6.3768649321637545,-9.41714895494249
40.81261908702729,6.903061542447678,8.71197893195415
39.079488037981136,-6.63246794934689,7.565789242330338
-0.010688533825874277,-6.3185847149153815,1.5867452376657731
11.646191872187785,4.60506063393644,5.675948780832917
2.701070781456468,9.981795937218232,3.2894459957990207
-0.10849956561969056,6.262243915998942,-3.7337626370585513
-0.5499477943395723,-7.30817248061739,-9.81743637422088
-0.7160189147075066,8.814258445841725,-8.13294435346598
1112.1690911117378,-2.8191318793901208,8.881402926801659
-0.1874657329568353,-5.863461591574804,-3.7987481027638563
107.67815972563858,6.917998701123564,7.732245518828498
-0.39385741314089806,-3.5686641804991606,-8.764033340606298
0.022825770036741015,-5.604461259893769,2.1883667497059194
-0.44474362417206426,-4.3992890642856075,-9.705326901947235
-0.3397031436074612,5.543410802582284,-6.009863395863768
4.305559786730052,2.2627614025040277,4.397839250472696
3.2146986383900864,8.297227895746143,4.620675732645191
2.0425315326393503,-0.8680943805301132,3.7281270945546017
0.39188546328394175,6.880724714299979,3.2579715533530558
11.89673551019695,-4.618174250494904,4.676601317561027
2.624768877336684,8.42996270145395,3.939273768693866
-0.5667657691923802,8.370799993171808,-5.715800815841615
-0.5967186155537708,-8.026908827161648,-6.337152758765025
72.52253298655026,3.075572853219408,8.196389323023281
0.005922442774209881,-4.449324502805063,2.372466114712023
0.9743049836881263,3.944206532639923,3.990504309075171
-0.5060118091466647,3.520983925673586,-5.441713653187992
-0.34518104070829136,-8.754447522774562,-5.569482253720564
-0.5413736344580697,5.53984494055069,-0.848690625954925
-0.47590727344583744,-3.6223026051734055,-5.857896513298279
4.285987276566775,-3.795653052039266,4.159270763333704
-0.5041294630114609,8.285508579581283,-2.6576674542246916
16.288800619210953,4.092311237817507,5.457349316093161
-0.3649149855573418,-1.4583570165953326,-9.435119854211361
-0.7547037349259185,9.03404452968716,-1.440999009886188
0.06283831836618094,8.866635986563436,2.7454701333526157
0.29031398294413757,0.8034961724195734,2.7322495043174624
-0.49844886404825683,-5.606987940798066,-2.2137805472814365
-0.001769626802797288,-2.995456358960051,-4.950533184362371
18.149836079760515,-9.445891269124905,8.342821773630087
-0.19587633837650056,0.9753894210752787,-5.592159822961125
-0.32665016656605883,-4.008922609983087,-8.984704656013347
6.454606318100754,2.302860572349724,7.562648325574945
945.0537983456322,3.7198352694767975,10.557316558930992
-0.09638519611746714,7.074647953618562,-5.779548719563812
3.4416087768318158,4.2192974354758,4.224338236365992
23.84821582037204,-0.17183214650312495,6.026677229222115
-0.051344157606197004,-4.805716630007823,-5.802685095262263
-0.43762480287155986,4.870138372582296,-8.211799973073141
23.211719339503873,-0.8323361912155621,6.571682132367316
-0.5939217706301786,-1.698490957423138,-10.309915195457247
200.48361815039218,5.673480951865442,9.906284446522397
228.00626520059245,6.6511180768728355,7.074276170971011
-0.2458867234403569,-7.595723519920332,-3.4578222433607504
-0.23092377925961627,-8.990048260454378,0.2415002948054098
-0.0022256447961874217,-4.173597844986623,2.1378415762082317
-0.4821262045403109,-0.06664510879097489,-0.42654557737910054
-0.007857681516911345,-7.0655177086304795,1.5490653580157412
8.43259998942072,8.295243000340587,4.699143668886345
-0.8234889430800558,2.7244247567536157,-6.8780460818178275
-0.3257537886038608,-11.568878183024706,-8.253067780888342
0.08450962411026017,3.575130072826725,2.6100405331922465
-0.2904582683053668,4.4223019198467535,-6.640110529882771
-0.3415130646984511,5.048435672248484,-6.743282007425037
391.67384692056373,6.381586958019649,9.30566033101886
0.010548670871881691,5.8687346760927435,2.265025209653527
-0.37446660672630544,-7.998809272825899,-10.276210498555896
30.329324426124735,-8.974964302442494,7.758560020034886
-0.7352805013454293,-9.65312515342958,-2.1026835155380925
-0.03732834944775821,-1.2044244784893912,1.3633310729598231
-0.5063985178688319,6.124768058515308,-0.5049753942813172
-0.28226741009450657,6.557565395901844,-6.528805336477927
-0.3350599287103696,-10.994965849695776,-6.418942400917364
-0.04394048196257558,2.6830626458097435,1.3704171468365562
-0.00442672779655536,-3.135416161081932,-4.931348823826879
0.6519596698783587,1.3162627423072417,2.9993690290804795
-0.09756825827357762,10.279624675327595,-4.301126878239539
-0.7978086235199054,3.1290944183349,-7.270722995831773
-0.1449802386409221,-2.192979668240451,-4.529663684357261
-0.6800413310622638,-8.009214660461712,-1.675343462719844
-0.5729190087215351,-3.185070707276563,-1.7825715321497588
-0.12013273705449427,6.3287058556485745,0.9369163904422411
47.64103720324298,6.1194357703397255,8.970700558485953
-0.5588735510349143,2.4842131273957424,-0.8601984856454514
19.886579522221055,2.189670669013587,5.7577954140908485
-0.2212670721803975,-6.206207863586383,-5.48345981072046
-0.23159122933951673,1.9792213856149328,-4.154403326238079
-0.5374353744692074,2.0283911340779612,-9.846880581119773
-0.4793040717779027,7.930653199415957,-7.204730974656805
-0.41336317266839273,-10.069583822145608,-8.701306450154231
7.482329698111042,7.275362968709117,6.85320700652524
179.21174142379073,-7.484810782235422,7.750629586592629
-0.03686316670110047,8.936770359058105,1.1908497203834592
2.1638138287189594,0.8593925316795183,3.5524036973942343
2.800176994079369,-1.3114875462416982,6.605279197125313
-0.5370641513998407,6.933117130423556,-7.549463414967603
0.005518234810170692,-7.7845356170853055,2.3066920615518587
