x0 x0 ^ 9.77375298676889 + x0 x0 ^ sin -,x0
881928.6608559595,5.84850258360803
925639.7143867027,7.463013782100632
6974.0324996926975,4.371730320737762
26172718.025235973,7.7606673057433495
21174098.424676973,7.794289764142483
1361822341.4834354,8.886827688049532
322931406.64880186,9.585756138352142
6656494272.063352,9.814495343205285
130.0594739215573,4.37646151268755
248.10272114696045,3.871221196187124
297237121.18120354,9.439471261559424
6788617.57896487,8.0639046763767
9.942153719796485,0.3799856275617331
607.0555209683635,4.770884264924836
1674.01920990573,4.539461590996462
138626532.4710451,7.635166367742196
21.57114124401009,2.580585779667451
4683962.478303756,7.051489498393212
349565419.6293904,8.458587116095869
7236381.325102444,7.872353792242516
12875665.783106642,9.86409327649986
7.59009730154232,1.1475007515590294
4905289739.031411,11.128287978474003
138205230.3582013,6.74810901244789
16.702382382871438,1.8016361125631286
1065802034.1668007,9.962742511025239
525.8567461961701,4.611119449589506
16.047027303520732,2.67276651632268
15.367244253983769,2.167920656444547
8950.448717271061,5.664128795073877
18460.369099777276,5.59547300624831
22.888463031475982,2.3678434777782336
8040363.2336016,7.475832096187185
82353.1806780552,6.072373415157759
6126872.314663494,7.6857706982744345
169085440.40693668,8.425639218431115
170460516.7916386,7.958124814757525
11.483750088120743,0.5783994383095056
936506318.3237741,11.938808488667043
48.93575706887433,2.4336877130910564
280717.6638704334,6.141468216121772
8.639911541500256,0.6533981770663931
1371.8440419176418,5.270980252142417
959763.133097656,8.225370625070848
33.03721906157812,2.411227666042649
70824.10944871655,6.752905663141275
392638.75193511794,5.941258233173814
3815.2388165855086,4.917617968783284
590738562.056595,8.58976335599426
447036169.33289784,8.186967819838529
1004263301.8087991,8.607548191500875
6656545849.362487,10.573551702726105
290956.9713040385,6.871808487149753
2229363627.077689,8.610527412729136
2660197667.826256,10.249346910603688
13.090844526462378,1.7027164816857643
192424.94949046173,6.836747326995839
2100001.8227106966,6.715306365048208
1531787.9385605387,7.551024463650763
9.200703761133504,0.7047738493877962
26.015047633710974,2.771064843616128
806276547.5055441,8.1407417178071
9.21374763854715,1.242458270525623
290578340.9162638,10.553912002427143
66.41287940948085,2.6654790730551667
10.853484261162762,0.5716351718869428
3764934.035479099,7.4849742179440595
48.337172127547454,3.066462405712913
9.605986217915214,0.7253900026643947
12.919113770153668,1.56886937742313
7.011071166612161,0.8799916295857145
52402.80703645779,5.902812074941839
16437179.13774739,9.355465686939228
79450.16162779597,6.5139519986637175
9.028961188526411,0.312717106284954
2263.664060340404,4.881437073322182
32642.57803080648,5.584440503946227
1154.7359185478067,4.856986586537453
219.52472859371898,4.532038714493365
23.35911481926563,3.1976645551232883
95.11201685081619,3.540769733010079
15.709499318992137,2.4239106400587747
89242908.38487978,8.19839025972916
30802166.32659634,7.250355112927577
5472261557.5769615,9.583830710024985
77.57198185605166,3.336917809224463
4457314632.203327,9.641262637409511
120.7934799752051,3.281749364631161
291332.0520771355,6.299004907287585
47921488.26004697,7.8324007419694315
17291.092357355108,6.562496968820849
9.808607219393657,0.07582091489995509
113735.66000952912,6.077056549677161
18.02235582641901,2.2879908841546497
462440823.1307777,9.550274650840691
100236232.91567223,8.33528876417127
8.84700249993832,0.29482726171004614
32.578972880167015,2.9561415127717523
864408034.0144293,8.783101966270692
1074452.1810504794,7.102444870979066
