0.7340599151842753 x0 - acos,x0,x1,x2
2.4169394733507907,1.3913806994720455,-2.0113959623487143,-1.2218396876755102
0.618688687251477,-0.049763066688464155,-7.784623465875641,-5.218800492409579
1.4326624473370988,0.4965421977542395,-7.287995946079208,-2.5586592941419033
1.7762566132947535,0.7207293583766381,4.707912956765265,0.9115446855295005
1.1545084292182195,0.25591865693681426,-3.1579747835582506,9.252980563167911
2.5728575959767483,1.2765827247757304,1.8646466229998944,-1.1835675471862555
1.3492069346091984,0.8700396896013959,8.590302346382277,3.30394411505738
2.4824873150155033,1.3076831649125322,-9.346508361723027,-8.312705493218827
2.315677442613707,1.3159160225433828,5.910599280779327,4.3196377062894085
0.7271934523010154,-0.04193853753272884,-1.8187796553469744,-8.016665829096139
0.6775093677403391,-0.021589181700261036,-7.787084894201028,0.7225378017993563
1.601197158749329,0.7383041287632743,6.7948880537779575,3.4314717686390828
0.9584509898524999,0.08135387989743212,5.423439051288628,-7.527928403242593
0.2305390677754733,-0.2158840286357019,-3.2369377551011915,0.8781137357847616
0.9823225120682556,0.08518092370873231,9.078074280353782,-3.730295978287964
1.906615499988054,0.9365746870063488,-6.507954773302128,-9.567156161006132
1.2062897743287555,0.5321317514083426,-0.3452913534352427,3.380765691757009
1.2268567161434,0.37560284565261204,-8.75135506290473,-2.763949331871164
2.5580280583098083,1.6974121597098861,4.785956332163276,8.014730643323887
0.9773911817857047,0.22333986082870588,-8.960068131876204,-11.130621457675572
2.216339532482433,1.374071375672324,-9.080101102446,-8.444741677539335
0.6776445944479271,-0.028094773766533486,1.5003670908528095,2.444164100241366
2.3044243141058116,0.9881667983392501,6.721627324833421,-7.250843224616974
1.1731276482149449,0.45555629532218495,-4.666492480786735,-3.168086616780373
1.6600756177627174,0.8958517438137699,7.140995246084864,-4.384422224747955
2.1504487482559513,1.287316209853959,-0.1284963657131468,-4.414313821226517
1.6737068785541325,0.8274401428240906,0.6556965771950951,-5.877080820680817
2.5666734427769136,1.3392058269512286,7.852657100543622,6.624192508996594
2.2993467810695254,1.6683598692505475,-0.6044250395974209,5.339532889178461
2.0519606100896186,1.365208751503501,-1.7763479134277347,6.023399929677273
2.6945306707772207,1.5424606698175374,-7.010044156382983,8.04692734073812
0.24767738612518692,-0.23887248431849661,3.3970588675101476,-7.602095879954088
1.026003042355164,0.23622265020886773,9.663194868528283,-6.2113489780490205
1.9349352369924915,0.8532939993944293,-9.216321108885483,-2.8305067111748015
1.6383042723210337,0.848742973392469,2.5789476851258155,0.8277521322408794
2.434581970294507,1.5559389583186347,-5.123764007567392,-8.65884711464085
1.2226613558682558,0.35865893502056295,3.418381604004563,6.648527818423906
1.995259091557208,0.9535962049378152,9.17170273771664,-8.594965746638017
1.840077545606419,0.8649745986427118,-3.304428709496882,9.082492153616661
2.440094585552229,1.1349315153179762,-6.415897250101123,5.820547850245263
2.1999966248782563,1.2097628116813701,-10.2432260295816,-4.9916678833553645
2.8798111507772126,1.7801291546377622,6.857208272144183,-3.7613319286155003
1.7807098690654943,1.1044759446684762,-8.180639755631475,-7.262876564049083
3.140119489548052,2.002977886310775,-1.752921313592964,9.698295060600618
0.6928447139667809,-0.010938431452942746,2.3809198657068507,7.1396559698773965
1.7209768768356868,0.9074233247588906,-6.938216341614941,-0.8186616092649093
1.3861415015751382,0.46965805118680065,6.481587734426001,10.598941652979217
1.196344897345821,0.47751420033806075,-0.5913752132272404,-8.845694316417232
1.1158517949935431,0.42526637313532817,4.91032014859235,-7.9718880364582025
1.4388558504244182,0.5155854901820456,-8.671706227844103,-3.966488558814357
3.0187570106475325,1.877735720232955,8.067505793771726,-7.219301433300457
1.3191319238104042,0.4234124424171377,3.177951656249101,-0.25490200534256363
0.13879054410730074,-0.24961484838085066,-0.1258327991221512,-1.2750206216976414
