x0 -5.62223277860072 min -2 + -0.8269891933049307 +,x0,x1,x2
-9.320088810898836,1.5001007890115523,10.348309142084867,-3.275375587805322
-8.848096572418077,7.339278365775271,6.729390187397475,5.748557379793484
-8.67079764011578,8.599805145488297,-4.207101705661708,9.051699258558287
-9.285874594293954,2.53838472667033,6.686201434339092,3.7986853014633364
-12.415203032718345,-9.080122263630157,-7.707702538544935,-11.814596600322707
-8.077505762635438,-7.944104765311494,-5.927340987283885,6.872728030238563
-8.805887769635962,7.739125986775178,-2.430685647745436,3.1613288329868827
-8.193937730941663,2.7210727123302907,-10.198460579770092,9.189244365150001
-7.9513407033652985,0.08781888011478398,4.8607682845996925,-1.451593977329236
-7.769584234665474,6.60143317187352,-9.333221758769712,-6.661704973934249
-8.158392569315906,7.313099986310479,8.044161432434064,-0.9472557248055484
-9.915370946972322,-5.129391262527031,-6.887448620282832,0.4014084445929303
-8.200546534434297,-6.296210326839552,-7.191339625032827,-6.536321406573639
-6.487217638975354,6.53433927254397,-6.983783183458036,-3.856293748179401
-9.021948227584343,6.3244734016622095,7.280426033367542,-10.011021645642137
-9.141599920614453,6.3317900868857695,9.67243489584076,-2.861380904546621
-9.337640209735055,5.37808747840633,2.8552235778973443,-6.69641840630819
-8.829995946131406,7.635975364681695,-1.4380523997292312,7.495756468338557
-9.061790838066463,-6.046272005354259,1.8434331371000439,-10.032833175451374
-9.533440139816067,-7.226746158578132,-4.301024521382664,5.386164802434096
-8.440149440615295,-4.970988330221598,-8.106890629218608,-6.628657131996735
-9.143920084800298,5.239485179813578,2.4833566706584946,7.990533676158443
-8.681993360272076,4.255285050955182,6.032707241724767,4.364644327038287
-7.078447441903213,-4.857763762889603,-0.8542079957875429,-1.2054362886889636
-9.213512106151367,5.255517242768144,1.3564823561986945,9.69812120142406
-8.020850081151874,-5.6047430188145295,-5.313852592790976,-0.9016644702841886
-9.662528357057818,-1.5745124899229501,1.5356002589218456,-2.5093958927692444
-8.13788897640159,-5.762729145009876,10.65104180211357,-9.428762242959639
-7.147576667652848,0.7565061782797731,-7.4894658982070785,-0.2735225977780971
-9.9403673759831,-5.577131055105993,-5.328683736559357,3.2814776194476702
-8.42583692927861,7.95920927562914,-1.8250866342138392,-4.601182995326848
-8.286360093725838,-6.19718513510176,-9.332291354874414,-2.3169672659031217
-8.191085756860383,3.485360121785333,-6.030492436618845,-5.098026774460585
-7.9185458190873685,2.7822929692779415,-4.223029023453966,9.762605806118149
-8.231659612712363,-0.14289060328229647,-4.2850023270761755,-0.4853077885303168
-6.921890873736002,-0.8532470952939317,-0.664526196475668,-9.720442759420944
-8.158139806497717,3.7330865847129875,0.15572144816076633,5.747290881098906
-11.519346069721383,-8.177352004625956,-4.372680850847101,9.278843534457435
-9.49099740199676,-7.574511233971979,-1.244871246251226,4.7562881728946875
-5.975751512890803,5.5425827053233006,3.485317853339765,1.5268574751861987
-7.971883328861725,-6.260780942966926,5.197854755713302,-2.1458637791928012
-8.772236070159853,-0.9794515297475592,-3.185860417930684,3.3336858391326896
-7.495706172631177,2.1164057069908453,-3.695385812799204,4.562400085275125
-12.867301976071914,-8.39836454479369,0.4929950001911818,4.2503538727025845
-8.876005421836469,-4.46011758460795,-1.74941429991734,-0.5903689573221471
-12.19801559602414,-10.018046927704766,10.51459200611008,-4.160323949124971
-8.8149952687093,-2.3316843099960898,-2.2418887216765,1.0083689851094624
-8.009122638321346,-1.2741709267561372,-5.087564188409956,5.980619828784255
-12.846915369853397,-8.915186523313889,-2.485880616986834,-9.88339691609661
-7.388324617172979,7.279932045477303,7.113912909649347,-9.154438961370818
-9.193147550428185,-4.678049994601623,11.432779387554179,10.006238156554447
-11.076258179473463,-8.217233079217753,4.205860445826273,-4.895548129111975
-10.216245640060132,-5.836037005491877,6.033845103325962,-8.895588255541698
-9.479365462912309,-10.259612924040908,3.798949849629359,-2.6504461657565677
-8.31234771576399,-0.6278545881088902,6.28737296759063,-1.6847632350689414
-13.728131254654038,-8.138363988107342,-8.021900962390935,2.21525671484431
-8.898331302133204,-0.08079413773878662,3.974089699888045,5.5307203827693465
-11.766953132364751,-8.433482799546441,-1.4836096787805022,-9.33599997587558
-9.460499611768691,4.284894443488933,5.027021894478569,-4.039757807815656
-7.995373603895781,7.353062939672571,-6.401659080058346,-0.5497315786056899
-9.36069189608867,6.515266727812244,-6.624733640078357,-4.319353781250785
-9.521531703221454,10.57491241245018,-1.9184792242675373,5.747329643800595
-7.799062891046677,-4.355852323789897,7.682113529741067,5.687743108784757
-7.390244567826636,-1.0538562624292014,2.8829310982313707,4.058318519643879
-8.82029043999331,-1.4076297019875472,9.602628450983032,8.617171806972625
-8.856828056790565,4.483424435328939,-4.666860480943028,8.096259839892303
-11.150521437800398,-7.803093157434293,7.001118467703777,4.118931990604733
-11.653483237305736,-6.979664696921493,-3.957342288512702,7.354304999164646
-7.4043904751562195,-5.498102837614935,4.58699646593837,0.5316190282494574
-8.578992723849538,7.506839548724541,2.7865733940239816,7.344328403469237
-10.104436689764087,-2.7482424426562706,0.5770826987800423,-8.298114597157014
-8.05332497514997,-2.516423691371479,4.8469306469826146,2.5134439370120094
-7.8074522698965625,-0.5905341115521726,5.479875338993068,6.037660705657936
-7.605382962201059,8.52671157513474,1.336310151851943,9.477606454246509
-7.235140787235453,3.285764772806606,-9.078804132976892,6.310665214733778
-7.897408819462346,-1.3181266409066843,-2.016701974477543,-2.291015311436166
-7.831357344680003,7.299105918561835,-7.658471963744844,-0.9589602435274527
-8.395587675799268,4.766714625436048,-5.60467677916939,-5.972135276416921
-9.455853717845548,7.382004894186471,6.665282380978668,-5.049840203945325
-8.300360168479935,-1.4712769356625017,-10.180415373770641,-0.5702148911979987
-8.304104248677968,7.21843824878524,6.782179430190692,2.1049996358791283
-9.111828625219466,-5.639158038598374,1.4274433926442964,8.844694721745759
-9.436601093611342,-1.2014504853781691,8.827777162211062,-7.175298791163452
-6.9344495757212785,5.972453230290566,-3.750567913125019,8.137326399232863
-7.2188301025030714,-2.159013446620565,0.0682825661055782,6.186298912121167
-7.774455270049932,-4.725206074701579,-3.7877228196623056,-4.424900449661773
-9.781300555034504,-9.201571910893216,-0.10656135171055937,-3.0094106183832734
-7.995048132302948,5.549638554590822,3.485664708181765,6.776878353542037
-8.834759716068351,8.056819442742164,-4.370921714388702,-2.9451708938692063
-8.774624643808252,-2.1501362449505472,5.753017536415744,6.9447018777491945
-9.155530395456921,-6.269786544846753,-3.3860574456954673,-4.327783580118991
-6.434127707654187,1.564280591643319,-4.4897565202016265,10.269439248180255
-8.643624572742791,-2.000852341309957,-4.794953086588515,6.362952466862944
-9.487496109065958,-2.9881917857248133,1.3164857890281765,7.206760875071666
-8.28128006806949,4.4379905412548455,-3.6300703154095038,7.264313035373446
-9.768884650685234,4.575605191930179,0.24242717795741603,7.143273136217635
-7.79866313657169,-1.9533594838265407,-4.3778005339514925,-6.855499944763772
-9.063472939881361,-0.1585755205751657,-2.873057079875069,-3.546727777426652
-8.389456266854644,5.0795877448793245,5.966518533594202,-7.723205205329081
-8.490899294738083,9.884024909411064,-1.1063778843686864,6.62666742092428
